player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Noah Gray,2021,4,3.79378,0.948445,0.31378,0.005,5.309213,1.327303,0.43912,00-0036637,2023,KC,TE,TE,83.0,1999-04-30,KC,162.0,24.0
Kendall Blanton,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0035603,2023,KC,TE,TE,80.0,1995-11-10,,,28.0
Matt Bushman,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0036519,2023,KC,TE,TE,89.0,1995-11-03,,,28.0
Gerrit Prince,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037233,2023,KC,TE,TE,82.0,1997-08-25,,,26.0
Donovan Smith,2023,1,3.0,3.0,1.98,0.013,3.408363,3.408363,2.24952,00-0032217,2023,KC,OL,T,79.0,1993-06-23,TB,34.0,30.0
Wanya Morris,2023,4,5.368352,1.342088,0.904256,0.006,6.099097,1.524774,1.027344,00-0038981,2023,KC,OL,T,64.0,2000-10-10,KC,92.0,23.0
Joe Thuney,2021,5,80.0,16.0,46.89,0.088,111.956164,22.391233,65.620307,00-0032391,2023,KC,OL,G,62.0,1992-11-18,NE,78.0,31.0
Mike Caliendo,2023,1,0.75,0.75,0.0,0.003,0.852091,0.852091,0.0,00-0037207,2023,KC,OL,G,66.0,1997-10-21,,,26.0
Nick Allegretti,2023,1,2.5825,2.5825,2.5825,0.011,2.934032,2.934032,2.934032,00-0035149,2023,KC,OL,G,73.0,1996-04-21,KC,216.0,28.0
Creed Humphrey,2021,4,5.565208,1.391302,2.980388,0.008,7.788242,1.94706,4.17091,00-0036623,2023,KC,OL,C,52.0,1999-06-28,KC,63.0,24.0
Austin Reiter,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0031958,2023,KC,OL,C,61.0,1991-11-27,WAS,222.0,32.0
Anderson Hardy,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038511,2023,KC,OL,T,68.0,,,,
Trey Smith,2021,4,3.610704,0.902676,0.130704,0.005,5.053007,1.263252,0.182914,00-0036660,2023,KC,OL,G,65.0,1999-06-16,KC,226.0,24.0
