player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,year
Talanoa Hufanga,83903,S,SF,20,27,0,64.8,1,2,28,0,0,74.6,72.1,69.8,72.1,64.1,60.5,1,6,1,4,75.0,14.8,18,7,3,89.6,35,2,0,360,7,734,1214,56,0,0,56,0,662,1158,39,441,129,32,77,3,54,9,6,354,180,10.1,2022
Tashaun Gipson Sr.,7288,S,SF,19,18,0,52.8,1,1,28,0,0,63.8,67.8,53.0,52.4,84.6,67.2,0,7,0,1,52.0,11.9,10,3,5,72.2,19,1,0,216,15,802,1194,19,0,0,19,0,701,1175,18,374,243,15,56,3,36,8,1,246,93,12.9,2023
Logan Ryan,7864,S,SF,6,9,0,72.7,0,1,28,0,0,60.9,61.6,81.1,55.4,61.6,52.0,0,0,0,0,21.0,16.7,5,0,1,123.9,8,0,0,73,3,175,268,5,0,0,5,0,95,263,4,89,92,3,16,1,11,0,2,57,38,7.1,2023
Jason Verrett,8660,CB,SF,1,0,0,100.0,0,0,28,0,0,45.5,45.1,68.9,,60.0,,0,0,0,0,6.0,,0,0,0,131.3,1,0,0,0,0,4,5,0,0,0,0,0,0,5,0,1,5,0,0,0,1,0,1,6,0,6.0,2023
Arik Armstead,9450,DI,SF,15,9,0,,0,0,28,1,0,71.3,78.4,55.1,86.5,52.7,49.1,7,43,0,0,,9.1,3,0,3,0.0,0,8,0,1,0,1,661,660,2,445,11,202,0,1,461,199,0,18,21,1,0,58,0,0,0,,2023
Randy Gregory,9493,ED,SF,19,7,1,75.0,1,0,28,0,0,41.1,46.8,35.4,54.5,55.8,36.6,6,15,0,0,21.0,25.9,7,0,4,93.2,6,4,0,11,0,10,488,477,0,2,470,5,0,11,303,175,0,13,13,3,8,25,0,55,57,9.2,2023
T.Y. McGill,10156,DI,SF,2,1,0,,0,0,28,0,0,,33.8,77.9,56.4,30.8,21.1,1,2,0,0,,75.0,3,0,0,0.0,0,0,0,0,0,0,51,51,1,43,1,6,0,0,26,25,0,0,0,0,0,3,0,0,0,,2023
Erik Harris,10346,S,SF,1,0,0,,0,0,28,0,0,60.0,60.5,71.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,,2023
Javon Hargrave,10723,DI,SF,19,13,1,,0,0,28,1,0,62.4,74.9,47.7,86.5,51.4,62.4,8,48,0,0,,8.5,4,0,4,0.0,0,8,0,0,0,4,775,775,21,672,6,76,0,0,545,226,0,30,30,2,0,64,0,0,0,,2023
Anthony Brown,10823,CB,SF,1,0,0,,0,0,28,0,0,60.0,60.4,64.5,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2023
Clelin Ferrell,25955,ED,SF,17,9,0,,0,1,28,1,0,67.6,60.7,90.5,60.4,47.4,61.4,9,17,0,0,,18.8,6,0,0,0.0,0,4,0,0,0,1,471,471,0,2,453,16,0,0,294,176,0,17,17,5,0,30,0,0,0,,2023
Kevin Givens,28308,DI,SF,20,4,1,,0,0,28,1,0,61.6,53.1,56.4,65.1,42.2,53.3,2,11,0,0,,7.4,2,0,2,0.0,0,2,0,0,0,3,454,454,7,371,0,76,0,0,292,159,0,14,21,2,0,15,0,0,0,,2023
George Odum,31342,S,SF,6,1,0,100.0,0,0,28,0,0,61.3,64.7,73.2,,65.0,78.6,0,0,0,0,5.0,0.0,0,0,0,87.5,1,0,0,4,0,28,39,0,0,0,0,0,31,39,0,11,3,0,2,0,1,0,0,5,2,5.0,2023
Austin Bryant,36248,ED,SF,2,0,0,,0,0,28,0,0,,69.6,79.8,66.3,63.8,69.6,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,0,1,35,0,0,0,23,13,0,0,1,0,0,3,0,0,0,,2023
Charlie Woerner,42257,TE,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2023
Tayler Hawkins,42606,S,SF,1,0,0,66.7,0,0,28,0,0,36.2,34.2,78.8,40.5,67.3,54.9,0,1,0,1,29.0,25.0,1,0,1,70.1,2,0,0,8,1,32,67,3,0,0,3,0,49,64,3,32,6,0,3,0,3,1,0,46,2,23.0,2023
Nick Bosa,42741,ED,SF,20,9,3,100.0,1,2,28,1,0,65.8,92.2,46.9,92.3,76.4,37.1,31,75,0,0,30.0,20.7,12,0,7,118.8,1,16,0,7,0,4,1022,1015,0,7,999,9,0,7,694,324,0,46,37,12,1,122,0,30,32,30.0,2023
Curtis Robinson,42871,LB,SF,1,0,0,100.0,0,0,28,0,0,76.7,89.9,65.7,,60.0,71.7,0,0,0,0,5.0,0.0,0,0,0,87.5,1,0,0,3,0,2,3,0,0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,5,0,5.0,2023
Charvarius Ward,43034,CB,SF,20,10,0,54.5,6,1,28,0,0,86.5,84.7,88.5,39.4,67.2,71.7,0,1,1,5,60.0,8.0,7,17,12,63.7,55,0,0,70,1042,784,1148,19,0,0,19,0,0,1129,1,363,17,25,71,3,101,1,3,653,245,11.9,2023
Ray-Ray McCloud III,47895,WR,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2023
Demetrius Flannigan-Fowles,49231,LB,SF,10,7,0,85.7,0,0,28,0,0,49.2,52.6,76.9,54.2,60.3,64.5,0,0,0,0,26.0,10.0,2,2,0,118.8,6,0,0,149,0,96,174,8,0,0,8,0,0,166,3,75,16,6,11,4,7,0,0,93,48,15.5,2023
Sebastian Joseph-Day,49935,DI,SF,19,13,0,,0,0,28,0,0,60.0,60.0,76.4,62.5,55.9,55.0,7,15,0,0,,11.1,5,0,1,0.0,0,3,0,0,0,1,623,623,3,390,27,203,0,0,350,272,0,23,27,1,0,25,0,0,0,,2023
Oren Burks,50203,LB,SF,18,17,0,82.9,0,0,28,0,0,60.9,58.9,80.4,50.9,57.5,75.5,1,6,0,1,26.0,8.3,5,1,0,88.1,29,1,0,338,3,233,433,22,0,0,22,0,0,411,19,181,70,20,38,2,35,8,1,200,161,6.9,2023
Isaiah Oliver,50393,CB,SF,17,10,0,90.2,2,0,28,1,0,70.9,67.6,17.5,58.0,59.8,51.8,2,1,0,1,26.0,15.6,10,1,4,104.2,46,0,0,34,12,339,503,29,0,0,29,0,3,474,17,147,424,22,44,1,51,3,3,320,164,7.0,2023
Fred Warner,51222,LB,SF,20,42,3,76.6,1,4,28,0,0,83.3,90.0,69.5,80.6,90.3,53.1,3,11,0,4,41.0,15.0,28,4,3,82.3,72,3,0,1082,10,760,1200,28,1,0,25,2,3,1172,60,380,77,56,117,6,94,17,1,689,454,9.6,2023
Dre Greenlaw,51503,LB,SF,18,40,0,69.1,1,0,28,0,0,79.5,73.1,9.3,57.0,68.3,66.4,2,4,0,2,38.0,10.9,17,3,5,86.7,76,2,0,835,8,635,999,44,0,0,44,0,0,955,56,308,112,49,99,5,110,8,4,593,401,7.8,2023
Kalia Davis,55389,DI,SF,3,0,0,,0,0,28,0,0,59.8,47.4,78.1,64.4,37.9,67.3,0,1,0,0,,,0,0,0,0.0,0,1,0,0,0,1,54,54,2,51,0,1,0,0,33,20,0,1,0,0,0,2,0,0,0,,2023
Deommodore Lenoir,55686,CB,SF,20,22,0,69.6,1,1,28,0,0,74.3,75.8,54.2,66.2,79.8,75.6,0,3,0,3,58.0,9.0,10,6,7,86.9,78,0,0,99,648,801,1198,30,0,0,30,0,3,1168,19,378,418,29,79,0,112,3,2,860,373,11.0,2023
Ambry Thomas,56058,CB,SF,16,8,0,70.8,0,1,28,1,0,61.5,61.5,87.3,,56.1,79.1,0,0,0,1,33.0,5.3,3,6,4,99.5,46,0,0,31,528,419,573,4,0,0,4,0,0,569,0,154,9,8,46,0,65,0,3,460,116,10.0,2023
Chase Young,56436,ED,SF,19,3,1,100.0,1,0,28,0,0,69.8,74.7,61.0,74.5,63.5,48.6,9,54,0,0,13.0,25.9,7,0,4,116.7,2,11,0,5,0,15,891,885,0,2,870,13,0,6,573,303,1,24,17,4,2,74,0,24,21,12.0,2023
Javon Kinlaw,56834,DI,SF,20,5,2,,1,0,28,0,0,62.7,53.8,46.0,71.9,35.6,69.7,3,28,0,0,,3.2,1,0,3,0.0,0,4,0,1,0,2,544,543,4,418,5,116,0,1,361,181,0,21,25,3,0,35,0,0,0,,2023
Robert Beal Jr.,57840,ED,SF,6,2,0,,0,0,28,0,0,60.0,59.8,81.4,51.5,68.6,74.0,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,54,54,0,0,54,0,0,0,36,18,0,2,1,0,0,3,0,0,0,,2023
Jordan Mason,62946,HB,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2023
Samuel Womack III,65771,CB,SF,5,0,0,100.0,0,0,28,0,0,65.7,66.5,78.8,60.0,65.7,44.0,0,0,0,0,8.0,25.0,1,0,0,126.0,4,0,0,1,66,42,70,2,0,0,2,0,0,68,1,27,1,1,3,0,4,0,1,19,4,4.8,2023
Drake Jackson,70839,ED,SF,8,2,1,,0,0,28,0,0,70.9,62.6,87.3,64.1,38.9,75.3,0,11,0,0,,20.0,1,0,0,0.0,0,3,0,1,0,2,199,198,1,2,194,1,0,1,155,42,0,4,2,0,0,14,0,0,0,,2023
Brayden Willis,77917,TE,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2023
Talanoa Hufanga,83903,S,SF,10,10,0,81.3,0,0,28,0,0,66.3,70.5,50.6,76.3,77.1,79.1,2,1,0,3,16.0,8.6,5,0,2,72.9,13,0,0,141,2,384,577,22,0,0,22,0,343,555,15,178,69,15,43,1,16,3,1,96,64,7.4,2023
Dee Winters,99376,LB,SF,10,0,0,75.0,0,0,28,0,0,29.4,29.4,74.3,59.1,47.2,28.0,0,0,0,0,27.0,28.6,2,1,0,100.8,12,0,0,43,0,44,62,1,0,0,1,0,0,61,1,17,17,1,5,0,16,0,0,139,61,11.6,2023
Darrell Luter Jr.,121428,CB,SF,4,2,0,0.0,0,0,28,0,0,61.4,64.7,77.7,,71.5,79.0,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,5,59,35,64,0,0,0,0,0,0,64,0,29,0,1,3,0,4,0,0,0,0,,2023
Ji'Ayir Brown,129767,S,SF,12,10,0,69.6,0,0,28,0,0,71.5,73.4,85.9,56.9,72.7,72.8,0,3,0,3,41.0,10.3,6,2,0,87.9,16,0,0,78,2,371,546,11,0,0,11,0,389,535,8,167,65,9,42,0,23,3,2,212,100,13.3,2023
Chris Conley,9509,WR,SF,1,0,0,,0,0,28,0,0,,62.7,60.0,,61.9,68.4,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,2024
T.Y. McGill,10156,DI,SF,1,1,0,,0,0,28,0,0,60.0,51.4,72.9,55.8,54.2,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,,2024
Leonard Floyd,10643,ED,SF,9,8,0,100.0,2,1,28,0,0,74.0,52.1,52.8,52.6,54.4,49.6,6,18,0,0,5.0,19.2,5,0,2,87.5,1,5,0,2,0,3,352,350,0,1,348,1,0,2,226,123,0,14,13,1,1,29,0,5,2,5.0,2024
Maliek Collins,10701,DI,SF,9,1,0,,0,0,28,2,0,63.3,59.3,50.7,68.9,46.4,31.4,4,18,0,0,,23.5,4,0,3,0.0,0,5,0,0,0,1,394,394,1,203,3,187,0,0,251,142,0,10,12,0,0,27,0,0,0,,2024
Javon Hargrave,10723,DI,SF,3,1,0,,0,0,28,0,0,60.4,60.6,79.4,73.3,44.7,45.1,0,7,0,0,,16.7,1,0,0,0.0,0,1,0,0,0,0,104,104,4,82,0,18,0,0,63,41,0,4,4,0,0,8,0,0,0,,2024
De'Vondre Campbell,10749,LB,SF,9,15,1,86.0,0,0,28,0,0,55.9,53.3,79.5,54.0,51.0,42.7,1,3,0,0,32.0,16.1,10,1,1,106.6,37,0,0,431,7,298,518,21,0,0,21,0,1,497,19,201,57,21,37,2,43,4,1,332,257,9.0,2024
Kevin Givens,28308,DI,SF,7,2,0,,0,0,28,0,0,60.0,51.6,48.4,68.2,40.9,42.6,2,5,0,0,,25.0,2,0,1,0.0,0,4,0,0,0,0,182,181,3,159,0,19,0,1,108,74,0,7,4,0,0,11,0,0,0,,2024
George Odum,31342,S,SF,5,2,0,42.9,0,0,28,0,0,66.7,70.6,79.2,,70.1,57.0,0,0,0,0,97.0,14.3,2,4,0,129.5,3,0,0,34,1,96,137,6,0,0,6,0,82,131,0,41,13,2,10,0,7,0,1,120,63,40.0,2024
Nick Bosa,42741,ED,SF,9,6,0,100.0,1,1,28,1,0,76.1,90.4,52.4,86.9,75.1,29.6,10,33,0,1,7.0,29.7,11,0,4,54.2,2,6,0,2,0,4,478,475,0,3,467,5,0,3,301,173,0,19,20,3,2,49,0,13,8,6.5,2024
Curtis Robinson,42871,LB,SF,1,0,0,,0,0,28,0,0,,61.6,60.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2024
Charvarius Ward,43034,CB,SF,7,4,0,53.1,0,0,28,0,0,61.7,58.0,83.7,43.6,44.8,61.7,0,1,0,0,50.0,11.1,4,3,2,86.5,17,0,0,38,349,239,404,7,0,0,7,0,0,397,0,165,10,8,28,0,32,1,1,228,51,13.4,2024
Khalil Davis,48988,DI,SF,10,3,0,,0,0,28,0,0,60.0,53.6,82.0,56.4,51.9,54.6,1,6,0,0,,20.0,2,0,0,0.0,0,1,0,1,0,1,177,176,4,128,0,44,0,1,103,73,0,4,5,3,0,8,0,0,0,,2024
Demetrius Flannigan-Fowles,49231,LB,SF,4,1,0,100.0,0,0,28,0,0,38.0,38.5,74.0,53.5,51.0,27.3,0,0,0,1,50.0,33.3,3,0,0,79.2,5,0,0,82,0,39,90,3,0,0,3,0,0,87,4,47,4,2,5,0,5,0,0,82,79,16.4,2024
Isaac Yiadom,49355,CB,SF,9,3,0,60.0,0,1,28,1,0,66.8,68.2,85.5,,70.0,75.8,0,0,0,0,37.0,4.5,1,3,2,99.3,15,0,0,8,286,211,304,3,0,0,3,0,0,301,0,93,5,4,18,0,25,0,1,203,57,13.5,2024
Rock Ya-Sin,49564,CB,SF,1,0,0,0.0,0,0,28,0,0,61.4,61.9,72.1,,60.0,,0,0,0,0,,,0,1,1,39.6,0,0,0,0,12,8,12,0,0,0,0,0,0,12,0,4,0,0,0,0,1,0,0,0,0,,2024
Fred Warner,51222,LB,SF,9,18,0,84.8,0,4,28,0,0,91.8,91.4,49.3,56.0,78.5,74.9,1,2,1,2,21.0,7.2,6,3,1,89.1,28,1,0,471,1,293,519,7,0,0,7,0,2,512,19,207,37,32,59,3,33,4,2,218,153,7.8,2024
Kalia Davis,55389,DI,SF,5,0,1,,0,0,28,0,0,65.4,51.7,80.3,51.5,47.0,69.6,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,0,0,1,97,97,0,89,0,8,0,0,51,45,0,2,3,0,0,0,0,0,0,,2024
Deommodore Lenoir,55686,CB,SF,9,8,0,62.5,4,1,28,0,0,72.1,67.8,18.6,44.9,61.6,56.3,0,0,0,2,29.0,15.3,9,4,5,65.0,35,0,0,80,130,323,549,1,0,0,1,0,0,548,12,214,337,16,42,1,56,0,0,346,188,9.9,2024
Yetur Gross-Matos,56444,ED,SF,3,0,0,,0,0,28,0,0,,55.9,82.1,59.9,49.9,69.2,1,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,81,81,0,3,63,15,0,0,50,31,0,0,1,0,0,5,0,0,0,,2024
Jordan Elliott,56734,DI,SF,8,2,0,,0,0,28,0,0,62.2,60.3,52.7,49.8,67.1,43.5,1,2,0,0,,15.4,2,0,1,0.0,0,0,0,0,0,0,208,207,16,166,0,25,0,1,106,102,0,6,9,1,0,3,0,0,0,,2024
Robert Beal Jr.,57840,ED,SF,9,2,0,,0,0,28,0,0,61.5,53.0,82.5,54.2,52.1,73.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,73,72,0,0,72,0,0,1,33,37,0,0,2,0,0,1,0,0,0,,2024
Brayden Willis,77917,TE,SF,1,0,0,,0,0,28,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2024
Talanoa Hufanga,83903,S,SF,2,3,0,100.0,0,0,28,0,0,60.3,59.8,76.7,,57.9,46.0,0,0,0,0,15.0,20.0,2,0,0,118.8,1,0,0,17,0,36,64,2,0,0,2,0,44,62,0,28,1,0,5,0,1,0,0,15,16,15.0,2024
Tatum Bethune,98532,LB,SF,3,0,0,,0,0,28,0,0,63.6,64.8,67.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,5,8,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,0,,2024
Dee Winters,99376,LB,SF,7,4,0,83.3,0,0,28,0,0,71.1,65.2,75.6,51.1,57.9,72.0,0,0,0,0,7.0,8.3,1,0,0,80.6,5,0,0,89,0,49,116,6,0,0,6,0,0,110,7,60,20,4,7,0,6,0,0,20,26,4.0,2024
Renardo Green,99773,CB,SF,8,3,0,54.5,0,1,28,0,0,84.0,84.2,84.6,,74.6,60.1,0,0,0,1,26.0,11.1,2,2,1,84.8,12,0,0,8,217,158,242,1,0,0,1,0,0,241,0,84,14,5,13,1,22,0,2,137,31,11.4,2024
Jacob Cowing,100894,WR,SF,2,0,0,,0,0,28,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,2024
Sam Okuayinonu,101425,ED,SF,8,3,1,,0,1,28,0,0,69.1,67.0,25.7,66.8,63.0,49.7,3,10,0,0,,14.3,2,0,2,0.0,0,3,0,8,0,2,197,188,0,7,159,22,0,9,119,76,0,11,9,1,0,16,0,0,0,,2024
Darrell Luter Jr.,121428,CB,SF,1,0,0,,0,0,28,0,0,,60.0,68.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,,2024
Evan Anderson,123590,DI,SF,4,3,0,,0,1,28,0,0,,79.4,8.1,84.0,71.6,72.0,0,3,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,61,61,3,56,0,2,0,0,29,32,0,3,3,1,0,4,0,0,0,,2024
Ji'Ayir Brown,129767,S,SF,9,7,0,58.3,2,0,28,0,0,67.1,63.2,86.7,50.2,51.4,60.0,0,1,0,1,36.0,8.9,4,3,2,71.4,14,0,0,165,6,327,554,16,0,0,16,0,287,538,10,217,79,15,34,3,24,1,1,139,56,9.9,2024
Malik Mustapha,142358,S,SF,8,14,0,36.4,0,0,28,0,0,61.8,65.1,85.3,60.0,68.0,56.8,0,0,0,1,7.0,15.9,7,2,0,46.6,4,0,0,67,1,207,360,1,0,0,1,0,271,359,1,152,19,5,23,1,11,0,2,18,16,4.5,2024
Jason Fisk,145,DI,SL,16,3,1,,0,0,26,0,0,60.0,59.8,85.7,54.8,59.9,76.4,1,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,300,300,185,114,1,0,0,0,127,173,0,10,19,1,0,5,0,0,0,,2006
La'Roi Glover,204,DI,SL,16,4,0,,2,1,26,1,0,60.0,58.2,34.9,58.6,61.8,78.2,4,21,0,0,,0.0,0,0,6,0.0,0,6,0,0,0,0,842,842,118,673,2,49,0,0,457,385,0,25,29,3,0,31,0,0,0,,2006
Dexter Coakley,260,LB,SL,13,3,1,76.5,0,0,26,0,0,56.8,57.8,46.3,57.5,61.3,79.3,2,1,0,2,19.0,3.4,1,0,3,52.9,13,0,0,280,3,152,387,69,0,0,69,0,1,318,40,195,34,10,25,1,17,3,0,109,72,8.4,2006
Corey Chavous,350,S,SL,16,18,0,64.1,0,0,26,2,0,58.5,66.1,66.3,70.1,73.3,57.8,1,17,0,1,37.0,12.1,13,4,3,83.7,25,1,0,251,9,459,997,92,0,0,92,0,486,905,69,469,159,29,76,3,39,19,1,284,121,11.4,2006
Leonard Little,370,ED,SL,16,9,1,100.0,0,5,26,0,0,67.9,75.6,43.3,76.5,61.1,69.9,20,23,0,0,32.0,5.5,3,0,7,118.8,1,11,0,1,0,12,844,843,0,17,757,69,0,1,441,391,0,47,43,7,1,54,0,32,33,32.0,2006
Fakhir Brown,543,CB,SL,14,7,0,57.9,2,1,26,0,0,67.4,71.8,88.5,70.9,77.7,80.4,0,0,0,3,43.0,5.4,4,6,4,77.4,44,1,0,76,719,436,855,24,0,0,24,0,2,831,3,416,34,11,63,0,76,1,3,553,198,12.6,2006
Jerametrius Butler,885,CB,SL,3,0,0,0.0,0,0,26,1,0,68.4,69.3,75.4,,64.7,72.8,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,2,26,21,29,0,0,0,0,0,0,29,0,8,1,1,1,0,1,0,0,0,0,,2006
Raonall Smith,1045,ED,SL,16,4,0,75.0,1,0,26,1,0,58.7,48.2,25.5,48.3,58.9,78.8,1,2,0,0,21.0,0.0,0,0,2,99.0,3,2,0,58,0,46,201,141,0,7,131,3,1,60,111,44,1,4,4,1,4,5,0,33,16,11.0,2006
Travis Fisher,1071,CB,SL,9,1,0,72.9,0,0,26,0,0,29.3,34.9,85.7,52.8,71.6,45.2,1,2,0,0,54.0,17.1,6,1,2,122.0,35,0,0,38,272,236,464,19,0,0,19,0,4,445,13,215,131,6,28,0,48,3,2,522,249,14.9,2006
Will Witherspoon,1079,LB,SL,16,15,2,77.4,1,2,26,1,0,63.9,63.8,67.4,52.0,65.3,67.1,3,6,0,0,27.0,11.1,14,4,2,117.1,41,2,0,965,2,411,995,22,0,0,22,0,1,973,116,468,5,62,97,7,53,11,3,403,203,9.8,2006
Jimmy Kennedy,1328,DI,SL,16,8,1,,0,1,26,2,0,85.5,61.0,20.1,58.2,64.7,77.7,3,6,0,0,,5.4,2,0,6,0.0,0,1,0,0,0,0,591,591,310,277,0,4,0,0,240,351,0,22,27,5,0,10,0,0,0,,2006
Pisa Tinoisamoa,1359,LB,SL,11,10,0,84.0,0,0,26,1,0,78.6,58.2,57.6,57.8,37.4,54.6,2,3,0,0,18.0,12.5,5,1,1,101.5,21,3,0,403,13,235,564,95,0,0,94,1,0,469,66,263,53,16,25,2,25,8,1,129,93,6.1,2006
Brandon Green,1481,ED,SL,13,2,1,100.0,0,0,26,0,0,58.3,48.3,89.0,54.5,44.4,78.2,2,9,0,0,23.0,0.0,0,0,0,118.8,2,1,0,0,0,11,380,380,0,21,301,58,0,0,180,189,0,9,13,2,2,12,0,37,45,18.5,2006
Brandon Chillar,1851,LB,SL,16,14,1,72.2,0,1,26,0,0,40.0,49.7,89.5,56.2,57.4,62.5,1,5,0,0,16.0,10.1,7,1,3,90.7,13,1,0,342,2,186,586,214,0,0,214,0,0,372,53,347,28,28,48,4,18,7,0,123,72,9.5,2006
Ronald Bartell,2267,CB,SL,8,0,0,48.1,0,0,26,0,0,76.4,76.9,22.1,46.9,88.7,57.9,0,0,1,3,22.0,11.1,2,3,1,34.4,13,0,0,10,47,111,182,3,0,0,3,0,1,179,11,60,121,5,16,3,27,0,1,126,35,9.7,2006
O.J. Atogwe,2283,S,SL,16,11,0,44.4,1,6,26,1,0,63.9,71.0,19.7,84.5,80.7,75.7,2,7,0,3,72.0,9.2,8,2,3,88.7,12,0,0,170,4,495,999,52,0,0,52,0,760,947,34,470,13,12,68,0,27,9,4,321,163,26.8,2006
Jerome Carter,2334,S,SL,10,2,0,62.5,0,0,26,0,0,71.3,75.4,79.0,57.7,73.0,55.3,1,0,0,2,12.0,11.1,2,0,0,81.3,5,0,0,15,1,122,175,10,0,0,10,0,139,165,8,45,10,4,14,0,8,1,1,52,16,10.4,2006
Eric Moore,2403,ED,SL,6,2,0,,0,0,26,0,0,60.0,64.9,80.4,60.9,62.3,74.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,51,51,0,3,36,12,0,0,30,21,0,1,4,1,0,2,0,0,0,,2006
Tye Hill,2960,CB,SL,16,2,0,55.1,0,0,26,1,0,64.8,63.9,58.0,58.0,59.7,34.3,0,0,0,3,56.0,19.6,9,3,4,86.0,38,0,0,73,598,411,700,9,0,0,9,0,2,691,2,287,18,8,35,2,69,0,5,530,176,13.9,2006
Claude Wroten,3013,DI,SL,15,2,0,,0,1,26,0,0,62.6,64.2,71.4,57.9,66.4,73.9,5,7,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,321,321,15,190,73,43,0,0,220,101,0,7,7,2,0,13,0,0,0,,2006
Victor Adeyanju,3058,ED,SL,12,5,0,,0,0,26,2,1,67.4,50.1,53.5,48.1,53.0,54.5,0,5,0,0,,7.9,3,0,2,0.0,0,1,0,0,0,7,368,367,0,16,227,124,0,1,155,206,1,20,30,3,0,6,0,0,0,,2006
La'Roi Glover,204,DI,SL,16,7,0,,0,0,26,0,0,56.9,69.3,78.9,59.6,73.1,67.0,9,23,0,0,,7.3,3,0,1,0.0,0,6,0,0,0,0,766,766,89,555,24,98,0,0,471,295,0,33,31,5,0,38,0,0,0,,2007
Corey Chavous,350,S,SL,14,15,0,68.4,0,1,26,0,0,50.1,44.4,64.8,65.0,34.3,62.8,1,4,0,0,37.0,15.1,13,3,2,119.1,26,4,0,286,11,453,873,0,0,0,0,0,516,873,51,369,60,15,58,0,38,9,2,387,126,14.9,2007
Leonard Little,370,ED,SL,7,3,0,,0,1,26,0,0,67.1,62.2,84.1,71.2,45.2,55.6,7,12,0,0,,11.1,2,0,0,0.0,0,2,0,3,0,1,332,329,0,0,16,313,0,3,176,155,0,12,13,2,0,21,0,0,0,,2007
Chris Draft,401,LB,SL,14,7,0,80.0,0,0,26,0,0,77.9,69.6,42.7,48.0,67.5,78.5,2,0,0,0,19.0,4.3,2,1,1,87.8,20,1,0,427,4,162,448,3,0,0,3,0,1,445,65,221,13,25,37,5,25,3,0,127,116,6.4,2007
