player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,year
Javier Arenas,5575,CB,ATL,5,0,0,62.5,0,0,2,0,0,60.6,61.2,76.7,,61.4,79.9,0,0,0,0,15.0,0.0,0,1,0,82.3,5,0,0,2,2,47,54,0,0,0,0,0,0,54,0,7,50,1,4,0,8,0,0,54,21,10.8,2014
Corey Peters,5607,DI,ATL,15,7,0,100.0,0,0,2,0,0,59.0,65.9,73.1,56.0,73.8,77.2,4,15,0,0,13.0,0.0,0,0,1,118.8,1,2,0,0,0,6,526,526,35,380,22,89,0,0,347,173,0,17,20,2,1,21,0,13,1,13.0,2014
Robert McClain,5771,CB,ATL,14,2,0,67.1,2,0,2,0,0,49.8,55.4,54.4,75.6,79.6,45.2,0,2,0,2,47.0,17.9,12,1,6,88.5,47,1,0,59,346,400,628,0,0,0,0,0,9,628,7,221,214,17,53,1,70,3,2,552,225,11.7,2014
Julio Jones,6158,WR,ATL,1,0,0,0.0,0,0,2,0,0,60.0,60.0,62.6,,,,0,0,0,0,,,0,1,2,39.6,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,2014
Cliff Matthews,6382,ED,ATL,6,4,0,,0,0,2,0,0,,65.8,79.7,57.3,69.6,73.8,2,2,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,116,114,6,24,18,66,0,2,72,44,0,0,2,0,0,4,0,0,0,,2014
Jonathan Massaquoi,7156,ED,ATL,15,2,1,100.0,0,0,2,0,0,62.5,68.6,82.0,68.3,62.3,54.3,7,9,0,0,1.0,19.0,4,0,0,79.2,1,2,0,63,2,38,327,257,0,1,60,196,1,70,139,150,4,9,15,2,1,18,0,1,5,1.0,2014
Nate Stupar,7214,LB,ATL,1,0,0,,0,0,2,0,0,60.9,66.9,66.5,,60.0,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,2,3,0,0,0,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,,2014
Sean Baker,7442,S,ATL,1,0,0,0.0,0,0,2,0,0,70.9,62.7,74.3,,51.6,29.8,0,0,0,0,,33.3,1,0,0,39.6,0,0,0,8,0,4,17,0,0,0,0,0,6,17,0,13,3,1,2,0,1,0,0,0,0,,2014
Desmond Trufant,7803,CB,ATL,16,3,0,58.7,1,0,2,1,0,79.0,81.4,89.1,61.9,81.9,72.1,0,0,0,3,52.0,7.6,5,9,4,74.0,54,0,0,89,947,636,1076,0,0,0,0,0,3,1076,8,432,37,12,58,1,92,0,2,649,202,12.0,2014
Robert Alford,7841,CB,ATL,10,5,0,61.5,3,0,2,0,0,50.6,52.9,88.1,57.7,62.7,61.7,0,0,0,3,76.0,13.2,5,7,8,111.6,32,0,0,44,558,366,617,0,0,0,0,0,0,617,1,250,15,2,28,2,52,0,6,547,170,17.1,2014
Malliciah Goodman,7909,ED,ATL,16,3,0,100.0,0,1,2,0,0,51.2,56.8,59.9,50.6,65.8,46.3,1,14,0,0,0.0,20.0,3,0,2,79.2,1,0,0,9,0,20,581,567,0,120,78,369,0,14,291,270,5,8,9,1,1,15,0,0,6,0.0,2014
Stansly Maponga,7935,ED,ATL,9,1,0,100.0,0,0,2,2,0,49.5,60.1,78.7,60.6,64.6,69.2,0,2,0,0,25.0,0.0,0,0,0,118.8,1,1,0,7,0,3,87,78,0,1,8,69,0,9,56,28,2,1,0,0,1,3,0,25,22,25.0,2014
Kemal Ishmael,8026,S,ATL,16,22,0,71.1,0,1,2,1,0,50.5,61.1,88.6,74.9,80.9,90.5,0,3,1,4,74.0,7.5,8,2,1,108.9,27,0,0,211,4,487,805,0,0,0,0,0,542,805,21,297,48,14,77,2,38,3,4,516,187,19.1,2014
Paul Worrilow,8141,LB,ATL,16,28,0,80.6,0,3,2,0,0,45.4,47.0,80.6,55.7,50.1,61.9,7,6,0,0,46.0,13.4,21,3,1,130.0,58,2,0,1039,5,531,1079,10,1,0,9,0,8,1069,115,433,17,61,108,2,72,15,6,615,393,10.6,2014
Joplo Bartu,8455,LB,ATL,16,22,0,80.0,1,0,2,2,0,55.0,57.2,43.4,54.3,62.0,78.9,0,2,0,0,14.0,7.3,6,0,2,94.0,16,1,0,471,3,218,486,2,0,0,2,0,2,484,26,242,8,24,54,2,20,3,0,131,84,8.2,2014
Ra'Shede Hageman,8672,DI,ATL,16,3,0,,0,0,2,0,0,60.0,56.6,83.3,54.9,56.8,75.8,0,3,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,220,220,1,124,11,84,0,0,92,128,0,14,16,3,0,4,0,0,0,,2014
Dezmen Southward,8703,S,ATL,13,5,0,66.7,0,0,2,0,0,41.5,44.2,83.5,66.9,70.1,49.5,1,0,0,1,25.0,23.1,6,0,0,64.2,8,1,0,36,4,200,251,0,0,0,0,0,193,251,7,44,18,3,15,0,12,2,0,119,37,14.9,2014
Prince Shembo,8774,LB,ATL,15,14,0,84.6,1,0,2,0,0,53.5,66.8,77.4,70.1,72.0,88.3,1,3,0,0,27.0,3.8,2,0,1,104.8,11,1,0,329,0,129,340,0,0,0,0,0,1,340,26,185,10,22,36,1,13,5,0,119,70,10.8,2014
Jonathan Babineaux,2276,DI,ATL,16,1,1,0.0,0,1,2,0,0,67.8,70.3,87.6,60.3,66.3,40.0,8,18,0,1,,13.8,4,0,0,0.0,0,2,0,0,0,16,545,545,38,367,12,128,0,0,387,142,0,21,24,9,1,28,0,0,0,,2015
Justin Durant,3664,LB,ATL,13,13,0,84.8,0,0,2,0,0,59.8,58.0,85.6,60.1,53.8,57.2,0,2,0,0,36.0,15.2,14,3,0,96.1,56,0,0,496,7,374,652,59,0,0,59,0,15,593,27,251,75,33,65,2,66,2,0,466,292,8.3,2015
Paul Soliai,3724,DI,ATL,14,6,0,,0,0,2,1,0,55.5,65.5,49.9,73.8,61.7,57.1,6,6,0,0,,10.3,3,0,2,0.0,0,0,0,1,0,3,357,356,226,130,0,0,0,1,149,205,0,18,20,3,0,12,0,0,0,,2015
Charles Godfrey,4381,S,ATL,5,4,0,75.0,0,1,2,0,0,50.0,46.1,80.9,,45.2,87.1,0,0,0,0,22.0,0.0,0,1,0,128.5,9,0,0,38,3,106,144,8,0,0,8,0,73,136,0,38,22,3,9,0,12,0,1,104,43,11.6,2015
Philip Wheeler,4407,LB,ATL,9,5,0,85.7,0,1,2,0,0,49.0,59.7,0.0,88.2,69.1,71.9,1,1,0,0,19.0,7.7,2,0,2,131.3,6,1,0,129,2,58,143,4,0,0,4,0,3,139,14,71,5,12,19,1,7,3,1,42,8,7.0,2015
Kroy Biermann,4468,ED,ATL,16,10,0,100.0,1,1,2,0,0,44.1,68.4,66.2,57.5,77.4,64.3,6,9,0,0,24.0,7.8,4,0,2,145.8,8,2,0,2,0,20,516,508,0,1,497,10,0,8,224,272,6,24,37,3,8,17,1,76,37,9.5,2015
Tyson Jackson,4926,DI,ATL,16,7,0,,0,0,2,0,0,63.2,71.3,86.9,47.0,79.4,79.0,0,7,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,462,462,3,58,150,251,0,0,193,269,0,16,21,2,0,7,0,0,0,,2015
William Moore,4978,S,ATL,11,6,0,71.8,0,1,2,0,0,53.2,55.3,20.5,55.5,64.7,72.3,0,0,0,2,18.0,7.3,4,2,2,68.1,28,0,0,222,11,286,500,55,0,0,55,0,136,445,3,211,76,19,45,0,39,0,0,258,196,9.2,2015
O'Brien Schofield,5653,ED,ATL,16,0,0,55.6,1,1,2,0,0,47.9,56.7,46.7,58.9,63.9,54.9,12,14,0,0,17.0,14.3,4,0,4,71.5,5,2,0,22,2,58,494,449,0,1,437,11,0,45,264,172,21,14,24,3,9,28,0,50,27,10.0,2015
Phillip Adams,5747,CB,ATL,12,3,0,70.5,1,1,2,0,0,59.1,60.6,40.8,51.4,74.9,74.2,1,1,0,1,42.0,10.0,4,3,4,92.1,31,0,0,31,51,312,426,6,0,0,6,0,11,420,10,104,327,6,33,2,44,2,0,431,166,13.9,2015
Adrian Clayborn,6172,ED,ATL,16,0,0,100.0,0,0,2,1,0,63.4,61.5,57.1,66.4,48.4,33.3,15,26,0,0,8.0,14.3,2,0,2,95.8,2,3,0,1,0,2,519,518,10,230,128,150,0,1,397,120,0,10,12,1,2,44,0,14,7,7.0,2015
Brooks Reed,6194,ED,ATL,13,5,0,87.5,0,0,2,0,0,59.0,63.4,87.0,58.5,64.8,62.7,0,12,0,0,13.0,15.8,3,0,0,128.6,7,0,0,11,0,74,345,315,0,0,314,1,0,30,108,163,19,7,11,3,8,12,1,43,18,6.1,2015
Allen Bradford,6339,LB,ATL,2,1,0,100.0,0,1,2,0,0,69.3,67.9,77.2,56.0,54.1,63.0,0,0,0,0,13.0,14.3,1,0,0,104.2,3,0,0,44,0,40,49,0,0,0,0,0,1,49,2,7,4,2,5,0,3,0,0,27,4,9.0,2015
Nate Stupar,7214,LB,ATL,13,9,0,81.3,1,0,2,1,1,76.6,76.0,85.4,76.0,60.7,60.5,1,3,0,0,13.0,13.5,5,1,1,86.7,13,1,0,136,2,137,257,69,0,0,69,0,4,188,23,97,46,10,23,1,16,5,0,77,71,5.9,2015
Desmond Trufant,7803,CB,ATL,16,5,0,57.1,4,0,2,2,1,67.6,72.8,87.4,80.8,85.7,88.4,1,0,0,1,30.0,2.2,1,7,8,86.5,32,1,0,112,814,580,963,21,0,0,21,0,0,942,2,381,16,7,39,0,56,2,2,434,70,13.6,2015
Robert Alford,7841,CB,ATL,15,3,0,50.0,3,0,2,1,0,63.7,64.9,87.5,61.6,64.0,66.2,0,0,1,2,74.0,10.6,5,7,7,80.5,38,0,0,107,607,548,903,10,0,0,10,0,7,893,7,348,172,9,39,1,76,0,4,550,237,14.5,2015
Malliciah Goodman,7909,ED,ATL,4,2,0,,0,0,2,0,0,60.9,56.0,82.9,57.2,51.6,43.2,1,4,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,106,106,3,31,66,6,0,0,79,27,0,1,1,0,0,5,0,0,0,,2015
Kemal Ishmael,8026,S,ATL,14,8,0,64.7,1,0,2,0,0,69.2,71.1,38.0,65.1,71.4,59.6,0,1,0,1,28.0,13.0,7,2,2,61.2,22,0,0,164,2,225,375,25,0,0,25,0,97,350,3,147,87,16,39,1,34,1,0,142,78,6.5,2015
Paul Worrilow,8141,LB,ATL,15,13,0,76.1,0,1,2,1,0,52.6,46.4,63.9,65.7,41.5,47.5,4,6,0,2,37.0,16.5,18,2,1,104.6,51,1,0,769,4,466,869,13,0,0,13,0,14,856,32,371,69,36,78,5,67,11,4,508,362,10.0,2015
Ra'Shede Hageman,8672,DI,ATL,16,7,2,,0,0,2,0,0,60.0,59.8,36.4,67.4,57.8,45.9,5,10,0,0,,12.9,4,0,3,0.0,0,1,0,4,0,3,419,415,7,391,0,17,0,4,188,228,0,16,20,1,0,16,0,0,0,,2015
Dezmen Southward,8703,CB,ATL,1,0,0,50.0,0,0,2,0,0,73.1,72.9,73.9,,60.0,72.5,0,0,0,0,11.0,0.0,0,0,0,100.0,2,0,0,0,16,15,17,1,0,0,1,0,0,16,0,2,0,0,1,0,4,0,1,16,2,8.0,2015
Ricardo Allen,8782,S,ATL,15,4,0,69.6,0,0,2,1,0,72.2,68.4,32.4,76.8,58.3,65.4,0,1,0,3,46.0,15.2,10,3,2,85.0,16,1,0,50,2,497,838,5,0,0,5,0,744,833,2,339,37,10,52,0,23,2,2,196,103,12.3,2015
Vic Beasley Jr.,9441,ED,ATL,16,3,2,60.0,1,2,2,0,0,76.1,73.5,29.7,70.6,65.0,63.8,5,33,0,1,13.0,10.0,2,0,5,37.5,3,4,0,4,0,14,534,528,0,0,520,8,0,6,388,132,2,15,15,0,5,42,0,30,25,10.0,2015
Jalen Collins,9475,CB,ATL,10,0,0,55.6,0,0,2,0,0,47.9,50.7,83.8,,65.4,29.7,0,0,0,0,36.0,26.7,4,1,2,98.7,15,0,0,32,259,211,300,3,0,0,3,0,1,297,0,89,5,1,11,0,27,0,1,246,79,16.4,2015
Grady Jarrett,9570,DI,ATL,15,6,0,,0,0,2,0,0,56.4,76.2,84.6,64.5,78.6,54.6,1,7,0,0,,8.3,2,0,0,0.0,0,1,0,0,0,6,266,266,44,202,3,17,0,0,144,116,0,15,16,3,0,9,0,0,0,,2015
Akeem King,9682,CB,ATL,4,0,0,0.0,0,0,2,0,0,52.2,52.7,71.8,,60.0,,0,0,0,0,,,0,1,1,39.6,0,0,0,6,1,12,14,1,0,0,1,0,0,13,0,2,6,0,0,0,1,0,0,0,0,,2015
Joey Mbu,9772,DI,ATL,2,0,0,,0,0,2,0,0,,56.1,80.1,61.5,52.9,69.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,55,55,36,19,0,0,0,0,27,28,0,4,4,1,0,2,0,0,0,,2015
Robenson Therezie,9776,S,ATL,12,0,0,85.0,1,0,2,0,0,47.0,50.3,84.6,52.7,70.0,67.6,0,0,0,1,29.0,12.9,4,0,1,108.8,17,0,0,50,1,201,286,10,0,0,10,0,185,276,4,81,40,5,27,0,20,0,1,222,88,13.1,2015
Dwight Freeney,1019,ED,ATL,18,2,0,,1,0,2,0,0,60.0,68.9,69.1,69.4,53.9,47.6,9,49,0,0,,28.6,2,0,3,0.0,0,5,0,0,0,1,538,538,0,7,508,23,0,0,451,86,0,6,3,0,0,63,0,0,0,,2016
Jonathan Babineaux,2276,DI,ATL,19,3,1,100.0,0,0,2,0,0,53.0,53.3,73.6,53.9,57.5,27.4,3,17,0,0,10.0,24.1,7,0,1,108.3,1,1,0,0,0,14,533,533,45,408,13,67,0,0,347,172,0,16,19,4,1,21,0,10,4,10.0,2016
Dashon Goldson,3742,S,ATL,2,0,0,100.0,0,0,2,0,0,47.2,43.5,69.7,,60.0,22.9,0,0,0,0,14.0,100.0,1,0,0,118.8,1,0,0,2,0,3,5,2,0,0,2,0,0,3,0,2,1,0,0,0,1,0,0,14,10,14.0,2016
Eric Weems,4097,WR,ATL,1,0,0,,0,0,2,0,0,,44.0,60.0,,45.2,24.8,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2016
Philip Wheeler,4407,LB,ATL,19,7,0,80.0,0,0,2,0,0,59.8,59.3,43.6,50.4,67.3,40.1,2,2,0,0,26.0,19.4,7,0,2,101.9,12,0,0,60,3,125,367,235,0,0,235,0,9,132,72,170,59,14,22,4,15,4,0,127,79,10.6,2016
Tyson Jackson,4926,DI,ATL,19,2,1,,0,0,2,0,0,60.0,58.9,52.6,56.8,62.1,43.5,4,8,0,0,,12.5,2,0,2,0.0,0,1,0,2,0,0,389,387,2,208,81,96,0,2,202,187,0,8,12,0,0,13,0,0,0,,2016
Sean Weatherspoon,5544,LB,ATL,4,2,0,87.5,0,0,2,0,0,64.4,56.7,78.3,51.2,46.5,49.4,0,0,0,0,30.0,15.2,5,0,0,115.5,21,0,0,143,2,112,190,10,0,0,10,0,2,180,11,67,33,9,26,2,24,0,1,201,99,9.6,2016
O'Brien Schofield,5653,ED,ATL,2,0,0,,0,0,2,0,0,,54.2,76.6,52.1,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,0,14,0,0,0,10,4,0,0,0,0,0,0,0,0,0,,2016
Ben Garland,5839,DI,ATL,11,0,0,,0,0,2,0,0,60.0,55.7,78.8,55.8,56.0,72.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,0,0,52,52,24,20,0,8,0,0,29,23,0,4,5,1,0,0,0,0,0,,2016
Julio Jones,6158,WR,ATL,3,0,0,,0,0,2,0,0,60.5,60.8,66.3,,,,0,0,0,0,,,0,0,3,0.0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2016
Adrian Clayborn,6172,ED,ATL,14,1,0,,1,0,2,1,1,64.3,60.3,67.0,59.9,55.9,49.4,11,25,0,0,,26.3,5,0,2,0.0,0,5,0,0,0,6,589,589,22,131,326,110,0,0,442,141,0,15,13,3,0,41,0,0,0,,2016
Brooks Reed,6194,ED,ATL,18,4,1,,0,1,2,0,0,71.3,70.5,90.9,68.7,58.9,34.3,5,25,0,0,,20.7,6,0,0,0.0,0,4,0,19,0,7,529,510,0,6,491,13,0,19,317,205,0,17,19,2,0,34,0,0,0,,2016
Aldrick Robinson,6330,WR,ATL,1,0,0,,0,0,2,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2016
Cliff Matthews,6382,ED,ATL,3,0,0,,0,0,2,0,0,,47.4,78.3,51.2,50.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,44,43,0,32,8,3,0,1,34,10,0,0,0,0,0,0,0,0,0,,2016
Courtney Upshaw,7039,ED,ATL,16,3,1,100.0,0,1,2,1,0,53.3,60.0,69.3,58.8,63.1,37.3,3,14,0,0,10.0,13.6,3,0,1,108.3,1,3,0,4,0,4,367,363,12,187,113,51,0,4,264,99,0,16,16,2,1,20,0,10,7,10.0,2016
Derrick Shelby,7400,DI,ATL,6,2,1,,0,0,2,0,0,58.9,51.9,59.6,55.7,52.1,41.5,2,5,0,0,,11.1,1,0,1,0.0,0,0,0,1,0,8,244,243,3,118,40,82,0,1,171,65,0,6,6,2,0,7,0,0,0,,2016
Desmond Trufant,7803,CB,ATL,9,1,0,59.3,1,2,2,0,0,65.0,70.2,53.6,93.2,85.1,89.5,0,0,0,1,31.0,0.0,0,3,3,91.6,32,2,0,22,476,403,591,6,0,0,6,0,0,585,3,185,87,6,27,0,54,2,3,380,128,11.9,2016
Robert Alford,7841,CB,ATL,19,6,0,60.8,3,0,2,1,0,67.2,65.5,25.8,53.5,63.8,63.3,0,0,2,3,48.0,7.5,6,17,15,100.1,76,0,0,69,1045,901,1297,18,0,0,18,0,6,1279,2,394,158,16,68,1,125,0,9,1000,248,13.2,2016
Blidi Wreh-Wilson,7851,CB,ATL,1,0,0,,0,0,2,0,0,,60.0,66.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,2016
Malliciah Goodman,7909,ED,ATL,3,0,0,,0,0,2,0,0,,50.6,80.4,53.5,52.0,69.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,0,0,39,1,0,0,22,18,0,0,1,0,0,0,0,0,0,,2016
Kemal Ishmael,8026,S,ATL,11,11,0,83.3,1,0,2,0,0,55.8,62.4,79.8,68.8,71.0,67.7,0,2,0,0,24.0,9.8,5,0,1,105.4,25,0,0,189,4,192,310,21,0,0,21,0,43,289,10,108,53,13,35,0,30,2,1,199,125,8.0,2016
Paul Worrilow,8141,LB,ATL,10,4,0,41.7,0,0,2,1,0,64.5,59.6,7.7,59.4,56.7,73.0,1,1,0,0,25.0,13.6,3,1,2,53.8,5,0,0,122,1,91,167,22,0,0,22,0,1,145,8,68,20,8,15,3,12,2,0,49,14,9.8,2016
Joe Vellano,8264,DI,ATL,2,1,0,,0,0,2,0,0,,65.7,77.5,62.9,62.9,68.7,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,40,40,2,35,1,2,0,0,24,16,0,1,1,0,0,2,0,0,0,,2016
LaRoy Reynolds,8500,LB,ATL,13,5,0,100.0,0,0,2,0,0,43.0,47.8,0.0,65.5,65.9,55.0,1,0,0,0,20.0,14.3,4,0,1,136.0,15,0,0,106,0,80,143,0,0,0,0,0,1,143,6,57,35,11,19,1,15,1,3,107,44,7.1,2016
Ra'Shede Hageman,8672,DI,ATL,15,7,0,,1,0,2,0,0,59.7,67.8,71.6,66.7,63.7,69.9,4,18,0,0,,3.7,1,0,1,0.0,0,3,0,2,0,1,353,351,21,190,46,94,0,2,203,149,0,15,19,3,0,25,0,0,0,,2016
Ricardo Allen,8782,S,ATL,19,12,0,56.5,0,0,2,0,0,85.8,81.2,89.1,54.8,75.5,74.5,0,0,0,4,27.0,11.5,11,1,1,63.6,13,0,0,112,3,915,1322,1,0,0,1,0,1149,1321,3,404,57,4,73,0,23,0,2,138,85,10.6,2016
Deji Olatoye,9061,CB,ATL,7,1,0,38.5,0,0,2,0,0,75.7,75.9,79.6,59.0,68.0,59.9,0,0,0,0,16.0,11.1,1,3,0,46.6,5,0,0,21,58,103,125,1,0,0,1,0,6,124,1,21,39,2,7,1,13,0,0,37,30,7.4,2016
C.J. Goodwin,9243,CB,ATL,11,0,0,68.8,0,0,2,0,0,60.1,62.9,81.5,,76.0,71.4,0,0,0,0,24.0,0.0,0,3,0,112.0,11,0,0,12,87,103,141,2,0,0,2,0,0,139,0,38,39,2,11,0,16,0,1,122,31,11.1,2016
Vic Beasley Jr.,9441,ED,ATL,19,5,2,71.4,0,6,2,1,1,70.3,72.3,58.7,79.9,42.7,46.0,6,43,0,0,14.0,26.5,9,1,4,80.1,5,16,0,44,0,40,822,777,0,2,762,13,0,45,581,201,1,28,20,2,7,65,0,31,30,6.2,2016
Jalen Collins,9475,CB,ATL,10,4,0,60.3,0,1,2,1,0,73.7,74.5,86.7,60.0,70.9,58.1,0,0,0,2,33.0,12.7,7,9,1,95.9,44,0,0,49,527,449,636,17,0,0,17,0,2,619,1,186,41,9,44,1,73,0,5,564,127,12.8,2016
Justin Hardy,9540,WR,ATL,1,0,0,,0,0,2,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2016
Grady Jarrett,9570,DI,ATL,19,10,0,,0,0,2,1,0,59.2,62.7,80.1,68.1,52.9,27.7,9,32,0,0,,17.9,10,0,1,0.0,0,6,0,2,0,8,763,761,264,402,12,83,0,2,478,277,0,30,36,3,0,47,0,0,0,,2016
Keanu Neal,10651,S,ATL,17,14,0,65.4,0,5,2,1,0,80.3,73.2,49.5,72.3,57.5,74.0,1,0,0,0,58.0,7.0,9,9,2,94.8,68,0,0,530,54,795,1136,31,0,0,31,0,282,1105,8,333,239,30,106,3,104,1,3,715,291,10.5,2016
Deion Jones,10686,LB,ATL,18,22,0,76.0,0,2,2,0,0,72.4,70.1,86.6,57.8,62.7,60.1,2,5,2,4,36.0,12.2,18,9,0,85.0,73,0,0,877,30,749,1114,15,0,0,15,0,24,1099,26,339,168,50,108,7,96,7,2,691,362,9.5,2016
De'Vondre Campbell,10749,LB,ATL,14,14,0,75.0,0,1,2,0,0,59.8,55.7,84.4,51.6,50.4,56.4,0,6,0,1,49.0,12.5,8,7,2,125.4,39,0,0,461,25,427,715,81,0,0,81,0,6,634,54,234,142,19,42,5,52,6,5,459,325,11.8,2016
Sharrod Neasman,11050,S,ATL,5,0,0,,0,0,2,0,0,72.8,70.6,75.3,60.0,58.0,53.7,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,8,0,12,29,1,0,0,1,0,12,28,1,16,8,1,3,0,0,0,0,0,0,,2016
Joshua Perkins,11051,TE,ATL,1,0,0,,0,0,2,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,2016
Brian Poole,11052,CB,ATL,19,9,1,66.3,2,0,2,2,0,64.3,69.2,87.9,88.3,76.8,57.9,4,6,0,1,40.0,15.2,12,7,7,91.2,61,1,0,42,152,755,1029,7,0,0,7,0,17,1022,24,250,810,18,58,5,92,11,3,608,352,10.0,2016
Ahtyba Rubin,4504,DI,ATL,13,3,0,,0,0,2,0,0,,67.2,50.5,63.7,67.3,73.6,1,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,174,174,121,47,0,6,0,0,77,97,0,6,8,0,0,3,0,0,0,,2017
Sean Weatherspoon,5544,LB,ATL,2,0,0,,0,0,2,0,0,,39.0,68.0,,48.3,73.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,0,7,0,0,0,0,0,0,7,1,6,0,0,1,0,0,0,0,0,0,,2017
Andre Roberts,5612,WR,ATL,1,0,0,,0,0,2,0,0,60.7,70.2,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2017
Ben Garland,5839,G,ATL,2,0,0,,0,0,2,0,0,,30.6,71.5,60.0,41.9,23.0,0,0,0,0,,100.0,1,0,4,0.0,0,0,0,0,0,0,5,5,2,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,,2017
Julio Jones,6158,WR,ATL,1,0,0,,1,0,2,0,0,60.0,60.0,62.9,,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,2017
Adrian Clayborn,6172,ED,ATL,18,6,0,,0,2,2,2,1,72.1,81.3,40.3,85.5,54.4,66.7,9,39,0,0,,10.5,2,0,5,0.0,0,10,0,9,0,4,632,621,2,15,538,66,0,11,478,150,1,18,11,2,0,58,0,0,0,,2017
Brooks Reed,6194,ED,ATL,18,7,0,100.0,0,0,2,0,0,76.8,80.8,76.9,76.2,71.8,49.0,4,18,0,0,2.0,17.4,8,0,1,79.2,1,4,0,2,0,3,460,456,0,1,447,8,0,4,222,235,1,30,31,2,1,26,0,2,6,2.0,2017
Dontari Poe,7017,DI,ATL,18,15,3,,1,0,2,1,0,59.2,70.3,72.2,63.4,71.1,48.9,7,31,0,0,,9.6,5,0,2,0.0,0,2,0,1,0,6,880,877,204,539,2,132,0,3,531,343,0,28,32,3,0,40,0,0,0,,2017
Courtney Upshaw,7039,ED,ATL,15,3,0,,0,1,2,0,0,65.3,59.1,56.8,59.1,55.7,75.9,2,2,0,0,,0.0,0,0,1,0.0,0,2,0,0,0,2,226,226,20,91,55,60,0,0,120,104,0,6,6,0,0,6,0,0,0,,2017
Jack Crawford,7151,DI,ATL,4,2,0,,0,0,2,0,0,60.0,60.3,80.2,60.4,57.2,71.3,3,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,101,101,1,61,2,37,0,0,73,28,0,1,3,0,0,7,0,0,0,,2017
Derrick Shelby,7400,ED,ATL,18,6,1,,0,0,2,0,0,59.3,68.6,87.2,60.0,68.9,49.5,0,15,0,0,,11.4,4,0,0,0.0,0,1,0,0,0,1,433,432,0,45,178,209,0,1,200,232,0,24,25,2,0,16,0,0,0,,2017
Desmond Trufant,7803,CB,ATL,17,6,0,61.8,2,0,2,3,1,72.8,75.1,68.8,65.3,80.3,83.5,0,0,0,2,54.0,4.0,2,12,6,106.6,47,1,0,76,829,665,1030,22,0,0,22,0,4,1008,3,362,99,11,42,3,76,1,6,687,204,14.6,2017
