season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,routes,player_game_count,weighting_stat,player_game_stat,weighted_injury_score
2023,REG,TEN,1,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:04:03,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,2,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-15 19:50:41,injury_reports_2023.csv,1.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,29.705882352941178
2023,REG,TEN,3,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-09-22 20:27:45,injury_reports_2023.csv,1.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,29.705882352941178
2023,REG,TEN,4,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Ankle,,Full Participation in Practice,2023-09-29 19:24:00,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,5,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-10-06 19:21:28,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,6,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Limited Participation in Practice,2023-10-11 19:19:02,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,8,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-10-27 19:40:41,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,9,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Toe,,Questionable,Toe,,Did Not Participate In Practice,2023-11-01 19:21:19,injury_reports_2023.csv,1.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,29.705882352941178
2023,REG,TEN,10,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-11-10 19:57:54,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,11,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-11-17 20:16:58,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,12,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-11-24 20:12:37,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,13,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-01 20:15:54,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,14,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-09 19:30:02,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,15,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-15 19:44:10,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,16,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-22 20:21:40,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,17,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2023-12-29 19:53:56,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,18,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,,,,Not injury related - resting player,,Full Participation in Practice,2024-01-05 19:55:18,injury_reports_2023.csv,0.0,WR,TEN,DeAndre Hopkins,TEN,505,17,505,17,0.0
2023,REG,TEN,1,00-0035259,TE,Trevon Wesco,Trevon,Wesco,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:04:24,injury_reports_2023.csv,0.0,TE,TEN,Trevon Wesco,TEN,47,15,47,15,0.0
2023,REG,TEN,14,00-0035259,TE,Trevon Wesco,Trevon,Wesco,,,,Ankle,,Full Participation in Practice,2023-12-09 19:30:02,injury_reports_2023.csv,0.0,TE,TEN,Trevon Wesco,TEN,47,15,47,15,0.0
2023,REG,TEN,16,00-0035259,TE,Trevon Wesco,Trevon,Wesco,Shin,,Questionable,Shin,,Limited Participation in Practice,2023-12-22 20:25:11,injury_reports_2023.csv,1.0,TE,TEN,Trevon Wesco,TEN,47,15,47,15,3.1333333333333333
2023,REG,TEN,17,00-0035259,TE,Trevon Wesco,Trevon,Wesco,,,,Shin,,Full Participation in Practice,2023-12-29 19:52:35,injury_reports_2023.csv,0.0,TE,TEN,Trevon Wesco,TEN,47,15,47,15,0.0
2023,REG,WAS,1,00-0035659,WR,Terry McLaurin,Terry,McLaurin,,,,Toe,,Full Participation in Practice,2023-09-08 17:15:41,injury_reports_2023.csv,0.0,WR,WAS,Terry McLaurin,WAS,643,17,643,17,0.0
2023,REG,WAS,2,00-0035659,WR,Terry McLaurin,Terry,McLaurin,,,,Toe,,Full Participation in Practice,2023-09-15 17:26:32,injury_reports_2023.csv,0.0,WR,WAS,Terry McLaurin,WAS,643,17,643,17,0.0
2023,REG,DAL,2,00-0031236,WR,Brandin Cooks,Brandin,Cooks,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-15 19:09:29,injury_reports_2023.csv,1.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,34.94117647058823
2023,REG,DAL,3,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Knee,,Full Participation in Practice,2023-09-22 18:40:32,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,DAL,9,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2023-11-01 19:32:58,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,DAL,14,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-06 20:29:51,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,DAL,15,00-0031236,WR,Brandin Cooks,Brandin,Cooks,Not injury related - resting player,Illness,Questionable,Not injury related - resting player,Illness,Did Not Participate In Practice,2023-12-15 19:22:30,injury_reports_2023.csv,1.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,34.94117647058823
2023,REG,DAL,16,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-20 23:25:20,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,DAL,17,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-26 18:46:32,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,DAL,18,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2024-01-03 20:47:32,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,WC,DAL,19,00-0031236,WR,Brandin Cooks,Brandin,Cooks,,,,Not injury related - resting player,,Limited Participation in Practice,2024-01-10 20:50:53,injury_reports_2023.csv,0.0,WR,DAL,Brandin Cooks,DAL,594,17,594,17,0.0
2023,REG,HST,2,00-0034383,TE,Dalton Schultz,Dalton,Schultz,,,,Thigh,,Full Participation in Practice,2023-09-15 20:08:55,injury_reports_2023.csv,0.0,TE,HOU,Dalton Schultz,HST,473,17,473,17,0.0
2023,REG,HST,11,00-0034383,TE,Dalton Schultz,Dalton,Schultz,,,,Hamstring,,Full Participation in Practice,2023-11-17 21:03:56,injury_reports_2023.csv,0.0,TE,HOU,Dalton Schultz,HST,473,17,473,17,0.0
2023,REG,HST,13,00-0034383,TE,Dalton Schultz,Dalton,Schultz,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-12-01 21:37:58,injury_reports_2023.csv,3.0,TE,HOU,Dalton Schultz,HST,473,17,473,17,83.47058823529412
2023,REG,HST,14,00-0034383,TE,Dalton Schultz,Dalton,Schultz,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-12-08 20:49:07,injury_reports_2023.csv,3.0,TE,HOU,Dalton Schultz,HST,473,17,473,17,83.47058823529412
2023,REG,HST,15,00-0034383,TE,Dalton Schultz,Dalton,Schultz,,,,Hamstring,,Full Participation in Practice,2023-12-15 20:17:08,injury_reports_2023.csv,0.0,TE,HOU,Dalton Schultz,HST,473,17,473,17,0.0
2023,REG,HST,2,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-15 20:08:55,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,3,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-22 19:59:25,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,4,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-27 21:43:22,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,5,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-04 21:20:19,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,6,00-0030431,WR,Robert Woods,Robert,Woods,Ribs,,Questionable,Ribs,,Full Participation in Practice,2023-10-13 20:02:44,injury_reports_2023.csv,1.0,WR,HOU,Robert Woods,HST,448,16,448,16,28.0
2023,REG,HST,8,00-0030431,WR,Robert Woods,Robert,Woods,Foot,,Out,Foot,,Did Not Participate In Practice,2023-10-27 19:52:04,injury_reports_2023.csv,3.0,WR,HOU,Robert Woods,HST,448,16,448,16,84.0
2023,REG,HST,9,00-0030431,WR,Robert Woods,Robert,Woods,Foot,,Out,Foot,,Did Not Participate In Practice,2023-11-03 19:53:05,injury_reports_2023.csv,3.0,WR,HOU,Robert Woods,HST,448,16,448,16,84.0
2023,REG,HST,10,00-0030431,WR,Robert Woods,Robert,Woods,Foot,,Questionable,Foot,,Full Participation in Practice,2023-11-10 20:57:10,injury_reports_2023.csv,1.0,WR,HOU,Robert Woods,HST,448,16,448,16,28.0
2023,REG,HST,11,00-0030431,WR,Robert Woods,Robert,Woods,,,,Foot,,Full Participation in Practice,2023-11-17 21:03:56,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,12,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-22 21:09:26,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,13,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-29 21:22:27,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,14,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-06 21:16:09,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,15,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-13 23:02:50,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,16,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-20 21:35:14,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,17,00-0030431,WR,Robert Woods,Robert,Woods,,,,Not injury related - resting player,,Limited Participation in Practice,2023-12-27 21:48:09,injury_reports_2023.csv,0.0,WR,HOU,Robert Woods,HST,448,16,448,16,0.0
2023,REG,HST,18,00-0030431,WR,Robert Woods,Robert,Woods,Hip,,Questionable,Hip,,Did Not Participate In Practice,2024-01-04 21:05:53,injury_reports_2023.csv,1.0,WR,HOU,Robert Woods,HST,448,16,448,16,28.0
2023,WC,HST,19,00-0030431,WR,Robert Woods,Robert,Woods,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-01-11 20:29:41,injury_reports_2023.csv,1.0,WR,HOU,Robert Woods,HST,448,16,448,16,28.0
2023,REG,IND,2,00-0036876,TE,Kylen Granson,Kylen,Granson,Hamstring,,Questionable,,,"
    ",2023-09-16 16:07:40,injury_reports_2023.csv,1.0,TE,IND,Kylen Granson,IND,290,15,290,15,19.333333333333332
2023,REG,IND,7,00-0036876,TE,Kylen Granson,Kylen,Granson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-10-20 18:12:55,injury_reports_2023.csv,3.0,TE,IND,Kylen Granson,IND,290,15,290,15,58.0
2023,REG,IND,8,00-0036876,TE,Kylen Granson,Kylen,Granson,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-10-27 19:34:07,injury_reports_2023.csv,3.0,TE,IND,Kylen Granson,IND,290,15,290,15,58.0
2023,REG,IND,9,00-0036876,TE,Kylen Granson,Kylen,Granson,,,,Concussion,,Full Participation in Practice,2023-11-03 18:25:40,injury_reports_2023.csv,0.0,TE,IND,Kylen Granson,IND,290,15,290,15,0.0
2023,REG,IND,2,00-0037292,TE,Andrew Ogletree,Andrew,Ogletree,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-09-15 19:11:00,injury_reports_2023.csv,1.0,TE,IND,Andrew Ogletree,IND,131,12,131,12,10.916666666666666
2023,REG,IND,10,00-0037292,TE,Andrew Ogletree,Andrew,Ogletree,Foot,,Out,Foot,,Did Not Participate In Practice,2023-11-10 19:20:11,injury_reports_2023.csv,3.0,TE,IND,Andrew Ogletree,IND,131,12,131,12,32.75
2023,REG,IND,12,00-0037292,TE,Andrew Ogletree,Andrew,Ogletree,Foot,,Out,Foot,,Did Not Participate In Practice,2023-11-24 20:16:05,injury_reports_2023.csv,3.0,TE,IND,Andrew Ogletree,IND,131,12,131,12,32.75
2023,REG,IND,13,00-0037292,TE,Andrew Ogletree,Andrew,Ogletree,,,,Foot,,Full Participation in Practice,2023-12-01 20:24:26,injury_reports_2023.csv,0.0,TE,IND,Andrew Ogletree,IND,131,12,131,12,0.0
2023,REG,LA,2,00-0039075,WR,Puka Nacua,Puka,Nacua,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-15 20:01:18,injury_reports_2023.csv,1.0,WR,LA,Puka Nacua,LA,607,18,607,18,33.72222222222222
2023,REG,LA,3,00-0039075,WR,Puka Nacua,Puka,Nacua,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-23 19:40:19,injury_reports_2023.csv,1.0,WR,LA,Puka Nacua,LA,607,18,607,18,33.72222222222222
2023,REG,LA,4,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Oblique,,Full Participation in Practice,2023-09-29 19:41:58,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,607,18,0.0
2023,REG,LA,9,00-0039075,WR,Puka Nacua,Puka,Nacua,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-11-03 21:41:00,injury_reports_2023.csv,1.0,WR,LA,Puka Nacua,LA,607,18,607,18,33.72222222222222
2023,REG,LA,11,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Knee,,Full Participation in Practice,2023-11-17 20:46:39,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,607,18,0.0
2023,REG,LA,12,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Shoulder,,Full Participation in Practice,2023-11-24 21:47:26,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,607,18,0.0
2023,REG,LA,14,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Shoulder,,Full Participation in Practice,2023-12-08 20:50:59,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,607,18,0.0
2023,REG,LA,17,00-0039075,WR,Puka Nacua,Puka,Nacua,Hip,,Questionable,Hip,,Did Not Participate In Practice,2023-12-29 20:39:57,injury_reports_2023.csv,1.0,WR,LA,Puka Nacua,LA,607,18,607,18,33.72222222222222
2023,REG,LV,2,00-0031381,WR,Davante Adams,Davante,Adams,,,,Foot,,Full Participation in Practice,2023-09-15 20:14:40,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,3,00-0031381,WR,Davante Adams,Davante,Adams,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2023-09-20 22:14:35,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,5,00-0031381,WR,Davante Adams,Davante,Adams,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-10-07 20:35:44,injury_reports_2023.csv,1.0,WR,LV,Davante Adams,LV,582,17,582,17,34.23529411764706
2023,REG,LV,6,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-13 20:51:50,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,7,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-20 20:23:43,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,8,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-28 20:24:22,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,10,00-0031381,WR,Davante Adams,Davante,Adams,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-10 21:40:48,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,582,17,0.0
2023,REG,LV,15,00-0031381,WR,Davante Adams,Davante,Adams,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-12-13 21:30:30,injury_reports_2023.csv,1.0,WR,LV,Davante Adams,LV,582,17,582,17,34.23529411764706
2023,REG,LV,2,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-15 20:21:13,injury_reports_2023.csv,3.0,WR,LV,Jakobi Meyers,LV,531,16,531,16,99.5625
2023,REG,LV,3,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,,,,Concussion,,Full Participation in Practice,2023-09-22 20:42:12,injury_reports_2023.csv,0.0,WR,LV,Jakobi Meyers,LV,531,16,531,16,0.0
2023,REG,LV,6,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,,,,Wrist,,Full Participation in Practice,2023-10-13 20:51:45,injury_reports_2023.csv,0.0,WR,LV,Jakobi Meyers,LV,531,16,531,16,0.0
2023,REG,NE,2,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,,,,Hamstring,,Limited Participation in Practice,2023-09-14 19:52:11,injury_reports_2023.csv,0.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,0.0
2023,REG,NE,7,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-10-20 19:39:47,injury_reports_2023.csv,1.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,16.6
2023,REG,NE,13,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,Shoulder,Illness,Out,Shoulder,Illness,Did Not Participate In Practice,2023-12-01 20:35:35,injury_reports_2023.csv,3.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,49.8
2023,REG,NE,14,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,Shoulder,,Out,Shoulder,,Limited Participation in Practice,2023-12-06 19:38:20,injury_reports_2023.csv,3.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,49.8
2023,REG,NE,15,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,,,,Shoulder,,Limited Participation in Practice,2023-12-14 20:53:33,injury_reports_2023.csv,0.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,0.0
2023,REG,NE,17,00-0038608,WR,Kayshon Boutte,Kayshon,Boutte,Illness,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2023-12-30 18:11:55,injury_reports_2023.csv,3.0,WR,NE,Kayshon Boutte,NE,83,5,83,5,49.8
2023,REG,NO,2,00-0036040,TE,Juwan Johnson,Juwan,Johnson,,,,Calf,,Full Participation in Practice,2023-09-16 19:11:18,injury_reports_2023.csv,0.0,TE,NO,Juwan Johnson,NO,309,13,309,13,0.0
2023,REG,NO,5,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Calf,,Out,Calf,,Did Not Participate In Practice,2023-10-06 19:38:28,injury_reports_2023.csv,3.0,TE,NO,Juwan Johnson,NO,309,13,309,13,71.3076923076923
2023,REG,NO,6,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Calf,,Out,Calf,,Did Not Participate In Practice,2023-10-13 19:12:21,injury_reports_2023.csv,3.0,TE,NO,Juwan Johnson,NO,309,13,309,13,71.3076923076923
2023,REG,NO,7,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Calf,,Out,Calf,,Did Not Participate In Practice,2023-10-18 19:13:22,injury_reports_2023.csv,3.0,TE,NO,Juwan Johnson,NO,309,13,309,13,71.3076923076923
2023,REG,NO,8,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Calf,,Questionable,Calf,,Full Participation in Practice,2023-10-27 19:08:25,injury_reports_2023.csv,1.0,TE,NO,Juwan Johnson,NO,309,13,309,13,23.76923076923077
2023,REG,NO,14,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-12-08 20:23:22,injury_reports_2023.csv,1.0,TE,NO,Juwan Johnson,NO,309,13,309,13,23.76923076923077
2023,REG,NO,18,00-0036040,TE,Juwan Johnson,Juwan,Johnson,Chest,,Questionable,Chest,,Limited Participation in Practice,2024-01-05 20:08:20,injury_reports_2023.csv,1.0,TE,NO,Juwan Johnson,NO,309,13,309,13,23.76923076923077
2023,REG,NYG,2,00-0032385,WR,Sterling Shepard,Sterling,Shepard,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-15 18:28:58,injury_reports_2023.csv,0.0,WR,NYG,Sterling Shepard,NYG,90,13,90,13,0.0
2023,REG,NYG,12,00-0032385,WR,Sterling Shepard,Sterling,Shepard,,,,Hip,,Full Participation in Practice,2023-11-24 20:48:33,injury_reports_2023.csv,0.0,WR,NYG,Sterling Shepard,NYG,90,13,90,13,0.0
2023,REG,PIT,2,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,,,,Chest,,Full Participation in Practice,2023-09-16 17:45:41,injury_reports_2023.csv,0.0,TE,PIT,Pat Freiermuth,PIT,306,13,306,13,0.0
2023,REG,PIT,5,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-10-06 18:35:54,injury_reports_2023.csv,3.0,TE,PIT,Pat Freiermuth,PIT,306,13,306,13,70.61538461538461
2023,REG,PIT,7,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-10-20 20:02:37,injury_reports_2023.csv,3.0,TE,PIT,Pat Freiermuth,PIT,306,13,306,13,70.61538461538461
2023,REG,PIT,11,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2023-11-17 20:02:07,injury_reports_2023.csv,1.0,TE,PIT,Pat Freiermuth,PIT,306,13,306,13,23.53846153846154
2023,REG,PIT,16,00-0036894,TE,Pat Freiermuth,Pat,Freiermuth,,,,Knee,,Full Participation in Practice,2023-12-21 19:53:34,injury_reports_2023.csv,0.0,TE,PIT,Pat Freiermuth,PIT,306,13,306,13,0.0
2023,REG,PIT,2,00-0037247,WR,George Pickens,George,Pickens,,,,Hamstring,,Limited Participation in Practice,2023-09-16 17:46:46,injury_reports_2023.csv,0.0,WR,PIT,George Pickens,PIT,581,18,581,18,0.0
2023,REG,PIT,12,00-0037247,WR,George Pickens,George,Pickens,,,,Shin,,Full Participation in Practice,2023-11-24 19:00:39,injury_reports_2023.csv,0.0,WR,PIT,George Pickens,PIT,581,18,581,18,0.0
2023,REG,PIT,2,00-0035216,WR,Diontae Johnson,Diontae,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-16 17:47:16,injury_reports_2023.csv,3.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,86.35714285714286
2023,REG,PIT,7,00-0035216,WR,Diontae Johnson,Diontae,Johnson,,,,Hamstring,,Full Participation in Practice,2023-10-20 20:01:56,injury_reports_2023.csv,0.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,0.0
2023,REG,PIT,8,00-0035216,WR,Diontae Johnson,Diontae,Johnson,,,,Hamstring,,Full Participation in Practice,2023-10-27 19:01:40,injury_reports_2023.csv,0.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,0.0
2023,REG,PIT,11,00-0035216,WR,Diontae Johnson,Diontae,Johnson,,,,Thumb,,Full Participation in Practice,2023-11-17 20:00:44,injury_reports_2023.csv,0.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,0.0
2023,REG,PIT,13,00-0035216,WR,Diontae Johnson,Diontae,Johnson,,,,Illness,,Full Participation in Practice,2023-12-01 19:57:07,injury_reports_2023.csv,0.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,0.0
2023,REG,PIT,15,00-0035216,WR,Diontae Johnson,Diontae,Johnson,,,,Knee,,Full Participation in Practice,2023-12-14 19:56:28,injury_reports_2023.csv,0.0,WR,PIT,Diontae Johnson,PIT,403,14,403,14,0.0
2023,REG,SEA,2,00-0034159,TE,Will Dissly,Will,Dissly,,,,Shoulder,,Full Participation in Practice,2023-09-13 22:46:21,injury_reports_2023.csv,0.0,TE,SEA,Will Dissly,SEA,145,16,145,16,0.0
2023,REG,SEA,3,00-0034159,TE,Will Dissly,Will,Dissly,Shoulder,,Doubtful,Shoulder,,Did Not Participate In Practice,2023-09-22 19:51:37,injury_reports_2023.csv,2.0,TE,SEA,Will Dissly,SEA,145,16,145,16,18.125
