year,grades_run,attempts,player_game_count,routes,breakaway_attempts,grades_hands_fumble,run_plays,grades_pass,grades_run_block,player,team_name,grades_offense_penalty,grades_offense,zone_attempts,player_id,grades_pass_block,position,gap_attempts,grades_pass_route
2023,66.1,3,16,49,1,88.7,50,,38.7,DeAndre Carter,LV,82.0,50.2,1,9859,65.7,WR,0,50.4
2023,91.3,217,16,276,14,45.6,260,,59.1,Raheem Mostert,MIA,59.1,84.7,148,9783,66.0,HB,63,48.7
2023,93.1,108,12,187,13,71.0,127,60.0,77.2,De'Von Achane,MIA,86.4,92.1,59,124305,65.7,HB,40,77.7
2023,67.9,41,11,96,1,82.6,53,,47.0,Jeff Wilson Jr.,MIA,84.1,59.5,24,29413,27.1,HB,17,50.0
2023,29.9,38,18,2,0,56.6,421,88.6,60.0,Tua Tagovailoa,MIA,69.5,86.9,2,60326,,QB,1,57.7
2023,62.1,32,6,37,0,80.9,46,,60.0,Darrynton Evans,MIA,81.5,63.8,19,40692,73.9,HB,13,64.0
2023,64.4,22,8,92,0,79.7,36,,57.4,Salvon Ahmed,MIA,82.8,61.0,16,57472,36.4,HB,6,58.8
2023,79.1,19,4,4,2,77.1,31,,78.2,Chris Brooks,MIA,76.3,82.0,14,83644,,HB,5,53.4
2023,60.3,8,6,0,0,73.9,47,46.2,60.0,Mike White,MIA,78.3,52.5,1,46453,,QB,0,
2023,55.6,6,17,500,0,64.4,214,,55.6,Tyreek Hill,MIA,48.5,93.4,0,10799,,WR,0,93.8
2023,66.2,5,2,13,0,68.6,15,,54.1,Erik Ezukanma,MIA,77.4,60.3,0,78148,,WR,2,55.5
2023,54.7,4,15,415,0,82.2,222,,55.1,Jaylen Waddle,MIA,89.0,90.3,0,84088,,WR,0,90.6
2023,53.5,2,18,148,0,74.0,241,,40.2,Alec Ingold,MIA,64.9,47.1,0,34934,77.2,FB,0,52.0
2023,63.1,1,17,335,0,90.1,120,,50.2,Braxton Berrios,MIA,87.0,57.6,0,47961,69.3,WR,0,57.4
2023,70.2,180,16,278,7,52.5,204,,43.6,Alexander Mattison,MIN,88.3,61.8,117,45817,49.5,HB,61,41.2
2023,77.2,102,14,122,5,89.0,115,,59.5,Ty Chandler,MIN,85.2,76.3,49,62942,49.3,HB,48,72.9
2023,82.2,77,13,1,2,49.8,327,59.9,60.6,Joshua Dobbs,MIN,75.3,65.9,9,11890,,QB,11,58.9
2023,66.0,60,7,46,1,84.8,67,60.0,71.2,Cam Akers,MIN,79.9,69.7,25,57206,71.2,HB,33,76.4
2023,64.8,14,8,0,0,46.2,159,85.1,60.0,Kirk Cousins,MIN,27.0,86.1,0,7102,,QB,1,60.0
2023,59.9,10,5,1,0,49.7,70,59.5,60.3,Nick Mullens,MIN,0.0,57.7,0,12282,,QB,0,58.9
2023,49.7,6,3,0,0,77.2,19,64.4,60.0,Jaren Hall,MIN,77.8,60.3,0,82094,,QB,0,
2023,55.5,5,3,5,0,79.6,5,,,Kene Nwangwu,MIN,70.0,56.1,3,40547,78.9,HB,2,55.6
2023,58.0,5,15,287,0,64.2,101,,42.1,Brandon Powell,MIN,40.0,61.7,0,48036,76.7,WR,0,63.6
2023,57.2,1,10,369,0,48.1,158,49.2,56.8,Justin Jefferson,MIN,88.4,91.1,0,61398,,WR,0,91.2
2023,62.9,1,17,90,0,70.3,65,,59.5,C.J. Ham,MIN,88.3,57.6,1,11347,74.8,FB,0,43.8
2023,56.6,1,17,606,0,81.4,279,60.0,45.9,Jordan Addison,MIN,78.2,68.6,0,123000,,WR,0,69.7
2023,69.2,184,17,247,1,55.2,214,,55.7,Ezekiel Elliott,NE,88.0,67.6,69,10638,37.1,HB,104,66.3
2023,78.7,156,12,251,3,77.3,176,,29.3,Rhamondre Stevenson,NE,87.4,71.3,66,98689,72.7,HB,81,51.2
2023,61.3,26,11,0,0,53.8,239,52.2,60.1,Mac Jones,NE,21.1,52.2,0,60323,,QB,0,
2023,63.3,17,10,0,0,62.2,160,51.1,60.1,Bailey Zappe,NE,61.7,52.2,0,60396,,QB,0,
2023,73.2,16,4,13,2,76.9,18,,46.2,Kevin Harris,NE,74.7,76.5,3,99141,77.3,HB,13,84.6
2023,58.7,8,14,330,1,57.6,145,,58.5,Demario Douglas,NE,45.3,74.4,0,104155,,WR,0,75.6
2023,61.4,3,10,32,0,77.0,10,,47.8,Ty Montgomery,NE,79.9,55.5,0,9527,,WR,3,55.1
2023,73.6,3,9,137,1,73.8,83,,65.9,Tyquan Thornton,NE,84.2,57.6,0,78092,,WR,0,54.4
2023,63.1,1,11,198,1,75.7,105,,33.5,Jalen Reagor,NE,57.6,51.4,0,61697,,WR,0,53.5
2023,62.0,1,8,235,0,29.3,124,,46.5,Kendrick Bourne,NE,13.1,67.2,0,12270,,WR,0,69.7
2023,77.1,180,13,269,6,90.8,211,,55.7,Alvin Kamara,NO,88.0,74.1,118,11822,19.2,HB,58,78.4
2023,60.3,106,13,120,1,68.2,145,,72.9,Jamaal Williams,NO,84.6,59.4,55,11889,38.0,HB,50,61.5
2023,86.1,81,16,224,4,67.7,169,51.6,57.3,Taysom Hill,NO,89.3,75.3,11,12112,60.1,TE,50,66.4
2023,74.1,41,8,54,1,82.5,52,,60.2,Kendre Miller,NO,79.5,74.1,26,123091,27.4,HB,13,72.7
2023,46.6,32,17,0,0,61.9,369,77.0,61.0,Derek Carr,NO,77.5,77.2,0,8671,,QB,1,
2023,71.6,7,15,431,0,71.6,158,,52.0,Rashid Shaheed,NO,38.0,69.0,0,63707,,WR,0,69.4
2023,44.0,5,15,127,1,28.3,192,,57.8,Lynn Bowden,NO,85.3,50.3,0,61361,65.6,WR,0,50.6
2023,61.3,5,7,0,0,81.5,24,55.8,60.0,Jameis Winston,NO,79.6,56.3,0,9434,,QB,0,
2023,48.5,2,13,37,0,15.3,79,,43.1,Adam Prentice,NO,85.7,38.1,0,35639,33.9,FB,0,37.9
2023,70.6,247,14,306,12,74.1,295,,56.4,Saquon Barkley,NYG,65.5,70.2,148,45791,76.6,HB,93,60.6
2023,60.3,55,17,156,0,54.1,86,,56.5,Matt Breida,NYG,88.0,52.4,31,12271,63.3,HB,22,37.0
2023,82.2,40,6,1,0,45.3,105,54.4,60.0,Daniel Jones,NYG,85.2,63.0,7,39395,,QB,5,58.9
2023,54.5,38,11,0,2,44.1,131,73.4,60.5,Tyrod Taylor,NYG,85.8,71.4,1,6332,,QB,1,
2023,50.9,36,9,0,1,77.3,161,64.4,60.7,Tommy DeVito,NYG,61.5,62.0,6,60545,,QB,1,60.0
2023,56.7,17,7,40,0,38.6,21,,60.0,Eric Gray,NYG,79.4,57.2,10,99143,28.1,HB,5,61.3
2023,40.2,14,2,29,0,18.2,20,,59.4,Deon Jackson,NYG,80.3,29.7,11,57189,6.0,HB,2,28.6
2023,68.9,9,15,402,2,81.6,218,,42.0,Wan'Dale Robinson,NYG,55.7,65.5,0,101735,,WR,2,67.0
2023,60.4,9,4,27,0,74.3,12,,58.3,Gary Brightwell,NYG,79.1,64.4,5,57133,,HB,4,72.1
2023,,1,15,90,0,76.3,45,,34.4,Sterling Shepard,NYG,82.4,50.1,0,10674,,WR,0,52.6
2023,60.0,1,1,10,0,67.4,2,,60.0,Jashaun Corbin,NYG,79.0,76.7,0,83773,73.3,HB,1,79.3
2023,77.8,223,17,336,11,74.4,255,,57.4,Breece Hall,NYJ,89.3,82.4,125,97636,53.9,HB,96,88.9
2023,60.9,36,12,1,0,30.8,224,57.2,60.2,Zach Wilson,NYJ,72.6,58.2,0,82096,,QB,1,58.4
2023,66.4,22,6,47,0,29.0,25,,60.0,Israel Abanikanda,NYJ,81.2,59.0,13,122999,59.0,HB,9,41.8
2023,49.4,11,5,0,0,31.5,108,37.4,60.6,Trevor Siemian,NYJ,0.0,34.9,0,9683,,QB,0,
2023,62.4,8,15,343,2,40.1,131,,50.1,Xavier Gipson,NYJ,66.6,56.2,0,104136,38.3,WR,1,56.5
2023,73.5,4,3,0,0,84.4,33,61.2,60.0,Tim Boyle,NYJ,81.5,64.1,1,21956,,QB,0,
2023,62.0,4,17,674,0,32.1,294,53.5,56.1,Garrett Wilson,NYJ,59.1,72.9,0,97405,,WR,1,73.5
2023,70.7,3,2,0,0,22.4,31,48.0,60.0,Brett Rypien,NYJ,0.0,48.1,0,46487,,QB,0,
2023,60.6,2,3,0,0,65.2,2,,,Ashtyn Davis,NYJ,66.3,61.3,0,49560,63.8,S,0,
2023,61.8,2,16,35,0,68.7,71,,50.8,Nick Bawden,NYJ,3.0,50.8,0,27413,55.3,FB,0,55.9
2023,60.0,1,17,473,0,80.5,234,,54.0,Tyler Conklin,NYJ,82.2,65.6,0,47124,66.6,TE,0,66.9
2023,71.6,239,17,301,12,62.0,302,,53.8,D'Andre Swift,PHI,65.3,66.5,165,57212,48.9,HB,69,53.5
2023,76.7,158,18,1,1,66.5,466,83.9,60.0,Jalen Hurts,PHI,60.0,86.7,17,40291,,QB,19,60.0
2023,52.4,88,17,232,4,29.3,148,69.7,55.4,Kenneth Gainwell,PHI,91.3,55.3,51,77737,47.2,HB,35,60.4
2023,69.9,20,11,32,1,36.3,30,,44.0,Boston Scott,PHI,82.4,60.8,15,39462,35.1,HB,5,50.5
2023,49.4,11,3,12,0,74.1,14,,60.0,Rashaad Penny,PHI,77.9,44.5,9,27414,18.0,HB,2,57.4
2023,80.7,8,4,0,1,27.4,17,55.6,60.0,Marcus Mariota,PHI,77.7,66.3,2,9435,,QB,2,
2023,,1,15,470,0,80.9,343,,73.4,Dallas Goedert,PHI,64.5,71.0,0,47272,79.7,TE,0,67.7
2023,77.2,267,18,223,14,64.3,315,,56.7,Najee Harris,PIT,87.9,76.2,148,57121,58.8,HB,106,58.5
2023,84.4,157,18,273,12,38.2,192,,77.8,Jaylen Warren,PIT,90.6,78.5,80,98692,25.1,HB,55,72.2
2023,66.7,42,12,0,0,91.3,282,68.8,60.0,Kenny Pickett,PIT,71.8,70.6,2,60515,,QB,0,
2023,51.0,16,5,1,0,64.6,69,44.2,60.0,Mitch Trubisky,PIT,83.3,43.3,0,11757,,QB,0,60.0
2023,58.2,12,5,0,0,40.2,135,64.8,60.0,Mason Rudolph,PIT,49.2,64.8,0,46569,,QB,1,
2023,54.0,11,18,248,0,88.2,139,,71.5,Calvin Austin III,PIT,64.6,56.6,0,61418,,WR,0,56.1
2023,68.6,4,18,581,2,20.4,370,,61.8,George Pickens,PIT,36.9,74.1,0,99229,,WR,0,74.7
2023,59.3,1,18,207,0,76.3,180,60.0,56.2,Connor Heyward,PIT,44.0,55.5,0,57301,72.1,TE,0,57.2
2023,85.3,219,15,200,10,86.0,234,,58.7,Kenneth Walker III,SEA,24.4,83.5,141,97199,40.7,HB,63,71.0
2023,74.4,108,16,276,5,89.5,124,,27.3,Zach Charbonnet,SEA,89.9,69.8,70,97630,61.1,HB,32,63.2
2023,62.8,37,15,1,0,68.8,308,82.1,60.5,Geno Smith,SEA,51.5,82.9,0,7820,,QB,1,58.9
2023,66.6,10,11,49,0,62.7,16,60.0,55.6,DeeJay Dallas,SEA,84.0,63.8,4,55632,49.9,HB,5,65.3
2023,56.4,5,4,0,0,52.5,54,62.2,60.0,Drew Lock,SEA,24.1,61.3,0,39517,,QB,0,
2023,59.5,2,3,6,0,75.1,11,,82.8,D'Wayne Eskridge,SEA,74.7,60.4,0,29573,,WR,0,55.6
2023,63.8,1,17,150,0,75.5,143,,77.6,Jake Bobo,SEA,85.5,73.5,0,77997,59.8,WR,0,70.7
2023,90.3,331,19,525,22,65.8,400,,30.2,Christian McCaffrey,SF,73.8,90.3,219,11763,28.4,HB,100,86.5
2023,71.5,81,14,53,2,86.4,109,,70.7,Elijah Mitchell,SF,82.8,70.2,55,57272,43.5,HB,24,52.4
2023,92.0,53,19,2,0,70.5,492,81.5,60.0,Brock Purdy,SF,59.8,87.4,1,77672,,QB,0,55.2
2023,68.2,43,18,459,4,64.7,333,60.0,60.3,Deebo Samuel,SF,90.2,85.4,16,48274,65.9,WR,5,87.0
2023,85.4,40,12,35,3,82.1,63,,62.2,Jordan Mason,SF,79.2,84.7,30,62946,23.8,HB,9,62.0
2023,57.8,21,10,0,0,22.9,71,66.5,60.0,Sam Darnold,SF,81.6,66.0,0,29048,,QB,0,
2023,56.0,7,20,256,0,76.8,315,,56.6,Kyle Juszczyk,SF,75.2,56.0,0,7912,74.8,FB,1,54.9
2023,60.1,6,1,0,1,70.6,7,,60.0,Tyrion Davis-Price,SF,69.3,60.3,2,99169,,HB,4,
2023,70.6,3,14,143,1,59.1,81,,75.4,Ray-Ray McCloud III,SF,83.7,63.1,1,47895,,WR,0,59.8
2023,61.8,1,19,568,0,81.7,444,,81.1,George Kittle,SF,78.1,87.7,1,11901,70.6,TE,0,85.2
2023,59.7,1,16,303,0,76.8,143,60.0,77.2,Jauan Jennings,SF,66.3,74.1,1,48027,73.0,WR,0,72.4
2023,68.8,299,19,504,7,70.5,337,,59.6,Rachaad White,TB,51.9,67.5,167,131633,53.5,HB,123,64.4
2023,69.5,66,19,1,0,77.8,455,74.8,60.0,Baker Mayfield,TB,81.2,77.2,6,46518,,QB,2,57.6
2023,59.3,60,15,98,2,85.2,74,,60.0,Chase Edmonds,TB,83.2,58.2,33,45851,63.4,HB,27,54.6
2023,60.6,24,5,21,0,78.9,31,,60.0,Ke'Shawn Vaughn,TB,77.0,53.6,14,45866,39.8,HB,10,34.9
2023,55.3,15,4,13,0,76.2,17,,60.0,Sean Tucker,TB,74.1,55.8,8,123056,73.0,HB,7,59.6
2023,80.4,9,19,141,1,45.8,124,,51.5,Deven Thompkins,TB,50.4,59.3,0,84480,,WR,0,56.9
2023,70.7,4,19,640,1,83.5,313,49.6,53.9,Chris Godwin,TB,90.8,77.5,0,11839,73.3,WR,0,77.9
2023,66.1,4,19,500,0,19.7,241,,48.3,Trey Palmer,TB,22.7,53.3,0,99248,,WR,0,54.8
2023,57.2,1,10,51,0,68.3,59,,57.7,Rakim Jarrett,TB,16.1,55.9,0,129519,,WR,0,58.4
2023,60.0,1,2,0,0,64.5,2,82.7,60.0,Kyle Trask,TB,69.2,86.0,0,39987,,QB,0,
2023,86.8,280,17,175,16,91.4,317,72.2,58.0,Derrick Henry,TEN,85.3,90.1,160,10679,79.1,HB,119,70.7
2023,77.8,100,17,303,7,74.8,150,,48.1,Tyjae Spears,TEN,61.6,77.0,49,97195,79.6,HB,42,74.6
2023,67.4,25,9,2,0,68.9,216,61.6,60.8,Will Levis,TEN,87.2,63.7,3,83542,,QB,0,56.7
2023,69.7,17,9,3,0,70.5,204,66.3,60.7,Ryan Tannehill,TEN,87.0,68.7,1,7014,60.9,QB,2,53.9
2023,52.2,5,3,0,0,74.5,7,48.4,60.0,Malik Willis,TEN,75.2,45.9,0,60341,,QB,2,
2023,66.6,5,11,266,0,75.7,155,,50.5,Treylon Burks,TEN,45.3,52.4,0,99218,74.6,WR,0,52.6
2023,62.0,3,4,0,0,67.2,11,,60.0,Jonathan Ward,TEN,70.4,64.2,3,25859,,HB,0,
2023,62.2,2,17,403,0,80.0,218,,57.9,Chigoziem Okonkwo,TEN,44.5,62.1,0,84000,63.9,TE,0,63.2
2023,64.5,2,17,505,0,82.1,215,59.6,54.5,DeAndre Hopkins,TEN,36.5,81.0,0,7808,62.3,WR,1,82.3
2023,61.5,2,17,305,1,30.0,267,,54.9,Chris Moore,TEN,87.9,64.9,0,10741,73.6,WR,0,64.9
2023,63.1,1,1,0,0,61.9,1,,,Amani Hooker,TEN,60.4,64.9,0,51378,,S,0,
2023,60.0,1,1,0,0,16.2,1,,,Ty Zentner,TEN,65.7,60.0,0,99465,,P,0,
2023,73.7,178,15,219,8,38.0,198,,65.5,Brian Robinson,WAS,89.8,75.3,117,57120,61.9,HB,57,71.4
2023,68.4,65,16,318,1,25.8,69,,59.7,Antonio Gibson,WAS,53.0,66.6,45,78050,71.9,HB,19,64.5
2023,77.1,51,10,29,3,45.7,60,,46.0,Chris Rodriguez Jr.,WAS,81.7,75.9,31,83689,82.7,HB,19,52.4
2023,71.5,48,17,1,1,81.3,310,57.6,60.1,Sam Howell,WAS,79.2,60.2,3,97599,,QB,3,62.0
2023,67.3,7,16,402,1,81.7,141,,49.5,Curtis Samuel,WAS,43.8,69.7,0,11795,75.0,WR,2,70.4
2023,51.6,3,5,12,1,67.2,5,,59.5,Derrick Gore,WAS,75.2,54.8,2,32342,83.7,HB,1,53.7
2023,75.0,3,3,0,0,77.4,17,79.4,60.0,Jacoby Brissett,WAS,77.8,84.6,0,10725,,QB,0,
2023,59.7,1,1,8,0,61.9,2,,60.0,Jonathan Williams,WAS,75.6,59.0,1,10790,82.1,HB,0,53.1
2023,56.2,1,17,166,0,72.9,76,60.0,63.1,Dyami Brown,WAS,84.5,59.0,0,77986,,WR,0,58.6
2023,61.7,1,16,515,0,25.9,164,,60.2,Logan Thomas,WAS,70.0,57.1,0,8755,73.9,TE,0,56.1
2023,60.0,1,1,0,0,61.9,1,,,Tress Way,WAS,65.7,60.0,0,8358,,P,0,
