player,player_id,position,team_name,player_game_count,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,pass_plays,year
Joe Mixon,11803,HB,CIN,14,67.5,50.9,72.1,48.5,52.2,181,2017
Tyler Boyd,10689,WR,CIN,10,49.3,74.9,62.0,,61.5,219,2017
Josh Malone,11883,WR,CIN,11,74.6,70.6,50.8,,53.0,161,2017
Alex Erickson,11107,WR,CIN,14,79.4,28.8,66.6,,66.3,119,2017
C.J. Uzomah,9590,TE,CIN,14,58.5,71.1,68.1,72.0,58.0,92,2017
Tyler Eifert,7802,TE,CIN,2,73.4,68.0,65.4,75.8,65.1,65,2017
Cody Core,10833,WR,CIN,7,,,49.0,,49.3,44,2017
Jeremy Hill,8690,HB,CIN,7,72.1,35.3,57.6,81.4,68.1,38,2017
Ryan Hewitt,9107,TE,CIN,13,68.3,64.0,63.0,66.5,67.3,32,2017
Brian Hill,11911,HB,CIN,2,68.3,74.4,64.6,,76.5,8,2017
John Ross,11764,WR,CIN,3,,16.2,38.1,,54.1,10,2017
Cethan Carter,47149,TE,CIN,6,27.9,62.8,59.2,77.4,32.7,16,2017
Tyler Boyd,10689,WR,CIN,14,84.0,82.3,84.5,,85.7,538,2018
A.J. Green,6156,WR,CIN,9,63.2,23.9,85.2,,84.9,313,2018
C.J. Uzomah,9590,TE,CIN,16,52.6,78.4,56.8,56.3,54.4,545,2018
John Ross,11764,WR,CIN,13,27.1,76.0,49.4,,50.6,400,2018
Joe Mixon,11803,HB,CIN,14,60.5,91.1,77.8,39.3,60.3,336,2018
Giovani Bernard,7818,HB,CIN,12,72.2,86.0,68.1,63.3,67.4,259,2018
Alex Erickson,11107,WR,CIN,15,72.3,89.7,59.1,65.7,57.2,241,2018
Cody Core,10833,WR,CIN,14,36.0,72.7,53.9,,54.4,211,2018
Tyler Eifert,7802,TE,CIN,4,65.6,73.0,72.0,53.2,71.2,106,2018
Auden Tate,48192,WR,CIN,5,41.6,67.0,53.5,,56.5,58,2018
Matt Lengel,9884,TE,CIN,10,72.1,67.0,63.6,72.8,60.8,50,2018
Mark Walton,45996,HB,CIN,7,46.3,76.8,51.3,60.1,47.1,74,2018
Tyler Kroft,9518,TE,CIN,5,41.6,67.0,55.2,39.1,51.6,52,2018
Josh Malone,11883,WR,CIN,8,28.8,61.2,51.0,,51.0,46,2018
Jordan Franks,47206,TE,CIN,5,68.3,64.0,64.4,,64.7,11,2018
Tyler Boyd,10689,WR,CIN,16,67.1,30.0,73.0,65.3,72.2,675,2019
Auden Tate,48192,WR,CIN,12,51.0,78.1,70.5,81.3,70.0,437,2019
Alex Erickson,11107,WR,CIN,16,68.8,40.6,67.1,70.5,64.6,412,2019
Tyler Eifert,7802,TE,CIN,16,60.5,78.5,65.7,79.6,65.8,411,2019
John Ross,11764,WR,CIN,8,29.0,27.9,63.1,62.4,64.2,275,2019
Giovani Bernard,7818,HB,CIN,16,59.5,30.5,51.8,76.1,36.5,380,2019
Joe Mixon,11803,HB,CIN,16,72.0,86.7,75.3,64.6,68.3,332,2019
C.J. Uzomah,9590,TE,CIN,16,65.0,75.9,49.4,55.8,52.6,338,2019
Damion Willis,61737,WR,CIN,9,41.4,71.1,52.2,,51.7,155,2019
Stanley Morgan,48110,WR,CIN,9,36.2,65.8,45.2,72.5,44.1,71,2019
Drew Sample,47259,TE,CIN,9,73.4,68.0,55.8,70.2,55.8,58,2019
Cethan Carter,47149,TE,CIN,7,68.3,64.0,53.2,59.5,56.9,34,2019
Andy Dalton,6187,QB,CIN,13,,60.5,66.5,60.9,,610,2019
Tyler Boyd,10689,WR,CIN,15,89.5,53.8,75.8,62.2,75.5,537,2020
Tee Higgins,61211,WR,CIN,16,63.7,50.5,75.9,79.6,79.0,527,2020
A.J. Green,6156,WR,CIN,16,71.7,79.2,66.3,,65.7,538,2020
Giovani Bernard,7818,HB,CIN,16,62.4,74.8,63.4,73.0,59.4,360,2020
Drew Sample,47259,TE,CIN,16,58.7,29.7,61.4,72.6,52.8,527,2020
Joe Mixon,11803,HB,CIN,6,71.3,71.0,65.3,60.6,66.5,156,2020
Mike Thomas,10840,WR,CIN,14,63.2,22.0,55.2,,56.5,142,2020
Auden Tate,48192,WR,CIN,9,64.7,72.7,73.4,68.6,71.0,104,2020
Alex Erickson,11107,WR,CIN,14,62.1,29.6,53.4,,60.1,116,2020
C.J. Uzomah,9590,TE,CIN,2,76.5,70.1,58.8,75.3,61.2,72,2020
Samaje Perine,11869,HB,CIN,10,78.7,85.2,76.7,59.2,60.9,127,2020
Cethan Carter,47149,TE,CIN,14,45.8,68.0,52.8,80.9,49.6,106,2020
John Ross,11764,WR,CIN,2,68.3,64.0,48.2,62.3,49.7,62,2020
Trayveon Williams,45775,HB,CIN,5,73.4,28.7,67.2,69.7,65.1,29,2020
Trenton Irwin,48080,WR,CIN,1,64.7,61.2,56.0,,56.7,5,2020
Brandon Allen,10835,QB,CIN,5,,69.1,56.5,60.9,58.9,169,2020
Mason Schreck,12007,TE,CIN,5,27.9,,49.9,64.9,38.2,11,2020
Ja'Marr Chase,84270,WR,CIN,21,56.3,40.1,85.3,,86.1,787,2021
Tee Higgins,61211,WR,CIN,18,63.5,55.5,83.4,62.2,82.8,676,2021
Tyler Boyd,10689,WR,CIN,20,90.1,55.0,70.8,68.6,70.4,719,2021
C.J. Uzomah,9590,TE,CIN,20,65.7,80.7,63.6,70.6,62.0,642,2021
Joe Mixon,11803,HB,CIN,20,83.5,83.2,79.2,37.3,63.7,479,2021
Samaje Perine,11869,HB,CIN,19,58.8,85.5,60.1,42.3,59.9,260,2021
Chris Evans,27303,HB,CIN,15,81.7,82.3,75.6,84.1,82.3,83,2021
Drew Sample,47259,TE,CIN,21,61.8,71.9,56.1,73.4,43.9,233,2021
Mike Thomas,10840,WR,CIN,14,74.6,68.8,62.3,62.3,59.8,83,2021
Trenton Irwin,48080,WR,CIN,7,68.3,75.7,58.3,,55.5,58,2021
Mitchell Wilcox,47234,TE,CIN,12,70.5,65.8,44.2,74.5,46.8,48,2021
Stanley Morgan,48110,WR,CIN,11,68.3,69.8,55.2,67.5,50.5,50,2021
Auden Tate,48192,WR,CIN,7,72.1,67.0,69.6,62.3,72.0,42,2021
Trent Taylor,11932,WR,CIN,4,70.5,83.4,69.5,66.2,69.0,28,2021
Trayveon Williams,45775,HB,CIN,2,64.7,75.7,68.4,,53.9,16,2021
Ja'Marr Chase,84270,WR,CIN,15,79.1,37.9,83.9,,85.2,692,2022
Tee Higgins,61211,WR,CIN,19,81.8,82.7,78.4,22.3,78.8,692,2022
Tyler Boyd,10689,WR,CIN,19,90.1,81.3,70.2,54.6,70.4,692,2022
Hayden Hurst,47294,TE,CIN,16,85.6,45.9,64.5,41.0,66.0,526,2022
Joe Mixon,11803,HB,CIN,17,69.0,91.3,80.8,34.9,77.0,418,2022
Samaje Perine,11869,HB,CIN,19,77.3,89.9,72.9,73.8,62.7,398,2022
Trenton Irwin,48080,WR,CIN,12,67.7,75.2,63.6,,64.9,258,2022
Mitchell Wilcox,47234,TE,CIN,18,58.1,74.4,55.7,72.1,52.0,281,2022
Trent Taylor,11932,WR,CIN,9,74.6,25.6,53.8,65.7,53.4,87,2022
Mike Thomas,10840,WR,CIN,10,28.0,65.8,49.2,,47.4,127,2022
Devin Asiasi,40294,TE,CIN,9,68.3,66.8,45.9,58.6,41.8,61,2022
Chris Evans,27303,HB,CIN,8,70.5,76.2,72.5,77.5,75.0,17,2022
Drew Sample,47259,TE,CIN,2,68.3,64.0,52.3,56.4,53.9,21,2022
Trayveon Williams,45775,HB,CIN,6,68.3,81.1,82.3,80.9,81.6,23,2022
Stanley Morgan,48110,WR,CIN,8,,,65.3,68.1,51.8,17,2022
Ja'Marr Chase,84270,WR,CIN,16,85.7,58.8,85.3,,86.7,631,2023
Tyler Boyd,10689,WR,CIN,17,73.8,81.5,59.5,66.2,64.4,611,2023
Tee Higgins,61211,WR,CIN,12,45.9,78.5,72.1,65.7,70.9,419,2023
Joe Mixon,11803,HB,CIN,17,67.2,91.3,71.1,29.7,68.8,462,2023
Tanner Hudson,66924,TE,CIN,12,81.8,78.0,73.0,52.2,72.5,242,2023
Trenton Irwin,48080,WR,CIN,16,86.1,24.3,57.0,59.1,60.8,279,2023
Drew Sample,47259,TE,CIN,17,61.5,75.1,60.0,68.1,52.9,279,2023
Irv Smith Jr.,42060,TE,CIN,12,55.9,23.6,44.2,53.6,42.8,243,2023
Andrei Iosivas,109811,WR,CIN,15,51.5,73.8,61.2,,62.1,159,2023
Chase Brown,77787,HB,CIN,10,64.7,48.0,63.9,26.7,81.1,44,2023
Mitchell Wilcox,47234,TE,CIN,16,56.7,71.6,46.7,74.0,51.8,90,2023
Charlie Jones,55038,WR,CIN,8,52.5,85.6,65.8,,67.9,30,2023
Trayveon Williams,45775,HB,CIN,16,75.6,80.9,58.9,75.1,51.1,125,2023
Kwamie Lassiter II,23226,WR,CIN,1,64.7,61.2,58.4,,60.1,2,2023
Shedrick Jackson,84136,WR,CIN,1,,,60.7,65.4,58.8,3,2023
Chris Evans,27303,HB,CIN,7,64.7,70.1,51.9,13.6,52.0,20,2023
Jake Browning,46401,QB,CIN,9,64.7,54.6,79.3,60.9,59.8,301,2023
Ja'Marr Chase,84270,WR,CIN,10,67.2,81.1,83.7,,82.9,409,2024
Mike Gesicki,47153,TE,CIN,10,70.1,28.5,71.0,69.9,71.0,237,2024
Tee Higgins,61211,WR,CIN,5,87.3,76.3,85.3,,84.3,173,2024
Chase Brown,77787,HB,CIN,10,57.8,55.6,68.7,36.8,58.4,184,2024
Andrei Iosivas,109811,WR,CIN,10,54.3,73.6,51.7,65.7,53.0,354,2024
Zack Moss,40341,HB,CIN,8,61.5,37.0,58.2,50.6,66.2,212,2024
Erick All,52595,TE,CIN,9,70.5,74.4,59.9,77.7,63.3,122,2024
Tanner Hudson,66924,TE,CIN,6,41.1,20.5,60.3,60.7,58.8,54,2024
Jermaine Burton,124017,WR,CIN,7,70.5,67.9,64.0,,63.3,68,2024
Trenton Irwin,48080,WR,CIN,6,70.5,75.3,45.6,68.9,48.0,78,2024
Drew Sample,47259,TE,CIN,10,76.5,18.5,45.8,58.1,43.2,165,2024
Khalil Herbert,41668,HB,CIN,4,68.3,74.3,57.7,71.4,58.2,12,2024
Kendric Pryor,40408,WR,CIN,1,64.7,67.8,65.2,,64.5,10,2024
Cam Grandy,134552,TE,CIN,1,64.7,61.2,67.7,,58.9,2,2024
Charlie Jones,55038,WR,CIN,6,64.7,21.7,51.6,,52.7,17,2024
Braylon Edwards,2220,WR,CLV,16,30.2,81.0,67.4,,65.7,612,2006
Kellen Winslow,1727,TE,CLV,16,77.5,55.0,69.3,75.7,76.9,612,2006
Joe Jurevicius,365,WR,CLV,13,66.2,78.1,73.8,,72.4,386,2006
Steve Heiden,481,TE,CLV,16,72.6,77.7,79.0,77.3,71.7,261,2006
Dennis Northcutt,605,WR,CLV,13,28.8,26.3,52.9,,54.2,259,2006
Reuben Droughns,640,HB,CLV,14,76.7,33.6,50.2,45.7,64.2,352,2006
Joshua Cribbs,2544,WR,CLV,14,29.5,21.5,47.0,46.5,48.8,140,2006
Jerome Harrison,3090,HB,CLV,10,41.1,28.7,55.6,76.6,51.8,165,2006
Terrelle Smith,651,FB,CLV,16,35.3,74.6,57.3,84.5,37.9,150,2006
Jason Wright,2212,HB,CLV,9,29.8,53.8,48.5,62.4,42.5,106,2006
Lawrence Vickers,3125,FB,CLV,11,74.6,71.8,55.7,81.1,71.5,32,2006
Travis Wilson,3023,WR,CLV,4,68.3,64.0,56.7,,56.5,77,2006
Darnell Dinkins,1236,TE,CLV,11,30.0,64.0,60.1,71.7,51.2,30,2006
Braylon Edwards,2220,WR,CLV,16,27.6,28.8,78.5,,80.6,599,2007
Kellen Winslow,1727,TE,CLV,16,80.0,28.8,76.4,79.0,82.7,579,2007
Joe Jurevicius,365,WR,CLV,16,46.6,79.6,70.6,72.7,68.2,434,2007
Jamal Lewis,583,HB,CLV,14,77.8,67.7,59.9,56.7,65.8,265,2007
Jason Wright,2212,HB,CLV,16,73.5,59.0,71.8,80.2,64.3,323,2007
Lawrence Vickers,3125,FB,CLV,16,26.4,77.8,60.9,47.2,30.0,198,2007
Steve Heiden,481,TE,CLV,16,80.0,72.3,64.3,79.6,49.0,292,2007
Tim Carter,1053,WR,CLV,16,38.7,70.6,49.3,,49.6,294,2007
Joshua Cribbs,2544,WR,CLV,11,70.5,74.5,65.7,,59.2,30,2007
Jerome Harrison,3090,HB,CLV,4,68.3,78.4,91.1,78.3,77.5,14,2007
Darnell Dinkins,1236,TE,CLV,2,64.7,61.2,55.6,,59.8,2,2007
Braylon Edwards,2220,WR,CLV,16,25.9,80.2,60.4,,60.9,544,2008
Kellen Winslow,1727,TE,CLV,10,54.6,47.3,66.4,73.5,69.7,300,2008
Steve Heiden,481,TE,CLV,14,61.3,75.1,80.9,73.7,54.3,298,2008
Donte' Stallworth,1020,WR,CLV,11,27.9,74.0,47.1,,46.1,328,2008
Syndric Steptoe,3850,WR,CLV,16,29.3,23.9,46.7,70.3,43.6,343,2008
Jason Wright,2212,HB,CLV,15,40.6,80.7,57.5,73.2,41.1,251,2008
Jamal Lewis,583,HB,CLV,16,40.0,76.1,45.4,53.5,39.1,237,2008
Jerome Harrison,3090,HB,CLV,14,61.8,81.9,70.4,63.5,74.8,65,2008
Lawrence Vickers,3125,FB,CLV,12,78.7,76.0,73.4,61.8,57.9,127,2008
Darnell Dinkins,1236,TE,CLV,10,29.4,68.4,66.0,53.1,38.0,75,2008
Joshua Cribbs,2544,WR,CLV,13,29.9,80.2,62.8,25.2,51.9,68,2008
Charles Ali,4187,FB,CLV,9,42.1,67.0,72.0,76.6,55.3,44,2008
Martin Rucker,4425,TE,CLV,4,29.9,64.0,53.6,73.0,53.8,33,2008
Steve Sanders,4189,WR,CLV,5,64.7,61.2,55.1,,54.9,42,2008
John Madsen,3408,TE,CLV,2,27.9,,32.8,,39.6,3,2008
Mohamed Massaquoi,4973,WR,CLV,16,44.3,28.7,66.9,,64.4,408,2009
Chansi Stuckey,3851,WR,CLV,15,28.5,77.0,57.0,,54.4,291,2009
Jerome Harrison,3090,HB,CLV,14,37.7,67.7,47.8,61.1,47.3,298,2009
Mike Furrey,726,WR,CLV,13,60.7,74.9,52.1,,51.7,237,2009
Joshua Cribbs,2544,WR,CLV,16,49.3,26.3,63.8,,51.2,152,2009
Robert Royal,1151,TE,CLV,13,26.9,71.5,57.1,75.3,34.2,264,2009
Evan Moore,4771,TE,CLV,5,62.1,71.9,71.6,70.1,72.6,89,2009
Brian Robiskie,4959,WR,CLV,10,76.5,70.1,56.3,,55.7,146,2009
Lawrence Vickers,3125,FB,CLV,16,28.7,18.7,68.8,54.7,28.1,90,2009
Steve Heiden,481,TE,CLV,7,58.9,20.1,71.2,77.8,45.4,108,2009
Chris Jennings,5480,HB,CLV,8,58.5,84.9,56.2,77.1,57.9,51,2009
Greg Estandia,3597,TE,CLV,6,28.6,67.0,50.5,74.6,44.8,105,2009
Jamal Lewis,583,HB,CLV,9,38.4,90.1,48.8,76.2,45.5,119,2009
Michael Gaines,1946,TE,CLV,9,46.3,68.0,74.3,33.0,67.4,48,2009
James Davis,5119,HB,CLV,2,72.1,74.0,56.2,75.3,63.0,16,2009
Jake Allen,4709,WR,CLV,3,,,53.5,,53.8,14,2009
Brady Quinn,3638,QB,CLV,10,64.7,80.8,54.4,,90.6,289,2009
Benjamin Watson,1753,TE,CLV,16,62.5,81.4,76.5,70.9,73.2,526,2010
Mohamed Massaquoi,4973,WR,CLV,15,54.4,29.6,62.3,68.1,59.6,456,2010
Peyton Hillis,4541,HB,CLV,16,83.3,29.5,74.2,78.3,87.9,450,2010
Chansi Stuckey,3851,WR,CLV,16,67.6,23.8,61.8,,61.7,297,2010
Brian Robiskie,4959,WR,CLV,14,58.1,76.5,59.6,62.3,58.0,362,2010
Joshua Cribbs,2544,WR,CLV,14,73.0,26.2,62.0,,65.9,181,2010
Evan Moore,4771,TE,CLV,12,52.8,23.0,68.1,69.3,67.7,163,2010
Robert Royal,1151,TE,CLV,14,26.5,68.0,77.4,71.4,50.2,97,2010
Lawrence Vickers,3125,FB,CLV,16,28.6,71.8,56.9,21.3,32.6,127,2010
Mike Bell,3225,HB,CLV,12,52.1,31.7,45.6,38.0,38.4,83,2010
Demetrius Williams,3056,WR,CLV,2,28.0,,41.5,,41.8,6,2010
Yamon Figurs,3690,WR,CLV,1,68.3,66.2,65.8,,75.9,2,2010
Sam Aiken,1439,WR,CLV,2,64.7,61.2,60.0,,59.8,2,2010
Alex Smith,2288,TE,CLV,2,64.7,61.2,71.1,75.2,52.9,17,2010
Seneca Wallace,1422,QB,CLV,7,64.7,86.4,66.2,,60.0,118,2010
Carlton Mitchell,5700,WR,CLV,2,,61.9,64.6,,58.2,3,2010
Colt McCoy,5609,QB,CLV,8,64.7,83.6,75.0,,90.6,273,2010
Greg Little,6211,WR,CLV,16,28.3,81.0,58.7,,57.5,630,2011
Benjamin Watson,1753,TE,CLV,13,39.3,77.6,63.9,80.4,61.4,426,2011
Mohamed Massaquoi,4973,WR,CLV,14,49.6,76.6,57.9,,58.0,434,2011
Joshua Cribbs,2544,WR,CLV,16,52.5,79.9,73.2,70.4,71.8,375,2011
Evan Moore,4771,TE,CLV,16,79.4,77.1,73.0,58.2,77.3,244,2011
Jordan Norwood,5358,WR,CLV,14,73.0,75.1,66.7,,66.1,184,2011
Peyton Hillis,4541,HB,CLV,10,74.9,61.5,65.8,63.2,56.5,286,2011
Chris Ogbonnaya,5135,HB,CLV,13,72.1,37.4,54.2,58.6,63.1,229,2011
Alex Smith,2288,TE,CLV,14,38.1,73.0,68.5,60.2,65.1,157,2011
Montario Hardesty,5584,HB,CLV,10,28.1,63.8,51.2,45.3,44.8,167,2011
Jordan Cameron,6254,TE,CLV,6,49.7,68.8,56.2,72.6,54.9,46,2011
Owen Marecic,6276,FB,CLV,14,73.4,19.6,54.9,46.2,39.3,118,2011
Carlton Mitchell,5700,WR,CLV,6,36.2,65.8,59.0,,58.7,28,2011
Colt McCoy,5609,QB,CLV,13,,53.4,56.2,61.3,,567,2011
Alex Mack,4944,C,CLV,16,,,74.6,83.5,,689,2011
Eddie Williams,5145,FB,CLV,3,64.7,66.7,53.6,77.3,65.7,17,2011
Thomas Clayton,3802,HB,CLV,3,64.7,72.5,49.3,35.2,58.9,12,2011
Seneca Wallace,1422,QB,CLV,6,64.7,68.8,62.4,,73.6,125,2011
Josh Gordon,7618,WR,CLV,16,62.4,38.5,69.5,,68.1,524,2012
Greg Little,6211,WR,CLV,16,40.7,80.0,65.3,67.6,63.9,577,2012
Benjamin Watson,1753,TE,CLV,16,72.2,36.7,73.1,70.3,75.3,493,2012
Trent Richardson,7009,HB,CLV,15,52.9,69.8,73.0,54.2,62.7,400,2012
Travis Benjamin,7100,WR,CLV,14,57.1,26.5,65.8,,64.2,223,2012
Mohamed Massaquoi,4973,WR,CLV,9,68.0,73.6,65.9,,65.5,172,2012
Jordan Cameron,6254,TE,CLV,14,71.3,74.6,62.2,77.1,63.1,201,2012
Chris Ogbonnaya,5135,HB,CLV,12,62.5,28.1,61.3,75.5,58.9,141,2012
Jordan Norwood,5358,WR,CLV,2,63.5,72.9,73.9,,75.0,61,2012
Alex Smith,2288,TE,CLV,11,47.7,72.3,63.0,59.8,49.2,128,2012
Josh Cooper,7672,WR,CLV,6,54.5,70.1,69.5,,69.1,61,2012
Joshua Cribbs,2544,WR,CLV,14,52.1,72.9,69.3,,60.5,40,2012
Montario Hardesty,5584,HB,CLV,9,29.9,28.4,52.5,57.9,44.4,86,2012
Owen Marecic,6276,FB,CLV,8,23.7,,41.2,70.7,23.6,58,2012
Brandon Jackson,3679,HB,CLV,2,68.3,72.9,81.8,23.3,66.7,23,2012
Brad Smelley,7662,TE,CLV,2,64.7,61.2,49.4,71.2,52.7,13,2012
Josh Gordon,7618,WR,CLV,14,40.9,83.1,82.7,,81.0,632,2013
Jordan Cameron,6254,TE,CLV,15,73.4,51.5,70.6,58.2,71.6,700,2013
Greg Little,6211,WR,CLV,16,29.9,80.2,53.6,,52.9,691,2013
Davone Bess,4694,WR,CLV,14,27.3,82.3,54.0,67.6,54.4,447,2013
Chris Ogbonnaya,5135,HB,CLV,16,44.4,36.7,59.5,75.3,47.4,428,2013
Fozzy Whittaker,8547,HB,CLV,10,37.3,59.5,58.3,71.3,52.2,131,2013
Gary Barnidge,4455,TE,CLV,16,81.4,72.9,74.5,91.0,68.6,289,2013
Travis Benjamin,7100,WR,CLV,8,45.8,83.4,59.1,,56.0,107,2013
Josh Cooper,7672,WR,CLV,4,78.0,71.1,67.9,,67.3,81,2013
Willis McGahee,1339,HB,CLV,12,76.5,72.2,66.0,72.3,55.5,114,2013
Edwin Baker,7231,HB,CLV,3,76.5,82.6,70.0,85.5,68.7,52,2013
MarQueis Gray,8286,TE,CLV,9,68.3,71.6,52.7,74.4,46.8,54,2013
Armanti Edwards,5613,WR,CLV,4,64.7,72.4,57.0,,58.9,23,2013
Brian Tyms,7321,WR,CLV,6,68.3,64.0,60.2,,59.8,40,2013
Tori Gurley,6750,WR,CLV,2,64.7,61.2,63.4,,62.8,15,2013
Andrew Hawkins,6125,WR,CLV,15,72.8,81.3,83.5,66.3,81.9,429,2014
Taylor Gabriel,9002,WR,CLV,16,56.5,79.4,74.7,,72.6,356,2014
Miles Austin,3211,WR,CLV,12,64.4,79.2,75.3,64.9,74.9,330,2014
Travis Benjamin,7100,WR,CLV,16,28.0,47.4,68.8,,69.0,202,2014
Josh Gordon,7618,WR,CLV,5,64.3,75.9,78.4,,78.6,145,2014
Jordan Cameron,6254,TE,CLV,10,74.2,75.5,63.5,47.7,66.7,270,2014
Jim Dray,5756,TE,CLV,16,68.5,73.8,67.9,79.0,65.4,253,2014
Gary Barnidge,4455,TE,CLV,13,80.0,72.3,65.9,65.5,60.2,206,2014
Isaiah Crowell,9295,HB,CLV,15,78.0,45.5,52.4,62.6,54.8,221,2014
Terrance West,8729,HB,CLV,14,79.4,62.0,58.9,87.9,43.1,211,2014
Ray Agnew,9141,FB,CLV,12,36.2,68.7,54.1,75.2,41.7,101,2014
Rodney Smith,8165,WR,CLV,1,,,56.3,,56.1,5,2014
Gary Barnidge,4455,TE,CLV,16,62.0,81.9,74.6,37.7,78.8,681,2015
Travis Benjamin,7100,WR,CLV,16,57.4,66.8,67.0,,67.5,629,2015
Brian Hartline,5031,WR,CLV,12,41.8,47.9,68.2,,66.8,387,2015
Duke Johnson Jr.,9510,HB,CLV,16,77.6,78.9,71.5,43.3,83.6,445,2015
Taylor Gabriel,9002,WR,CLV,13,42.1,27.7,56.6,,55.1,294,2015
Andrew Hawkins,6125,WR,CLV,8,76.9,27.0,59.7,,59.0,287,2015
Isaiah Crowell,9295,HB,CLV,16,69.9,90.6,65.3,70.0,62.6,267,2015
Darius Jennings,10038,WR,CLV,4,37.9,26.0,61.0,,57.0,133,2015
Jim Dray,5756,TE,CLV,16,29.8,68.8,48.9,63.4,39.7,218,2015
Dwayne Bowe,3639,WR,CLV,7,73.4,68.0,61.9,,59.6,53,2015
Marlon Moore,5887,WR,CLV,10,32.2,72.6,54.2,,55.8,141,2015
Terrelle Pryor Sr.,6944,WR,CLV,3,28.8,64.6,50.9,,52.9,60,2015
Malcolm Johnson,9628,FB,CLV,12,43.3,67.5,37.8,46.7,43.0,67,2015
E.J. Bibbs,10034,,CLV,7,64.7,61.2,53.6,40.4,51.0,25,2015
Terrelle Pryor Sr.,6944,WR,CLV,16,67.9,58.1,74.7,,79.6,640,2016
Gary Barnidge,4455,TE,CLV,16,69.4,80.2,68.6,79.4,67.6,667,2016
Duke Johnson Jr.,9510,HB,CLV,16,74.0,35.3,64.6,68.9,71.0,374,2016
Corey Coleman,10649,WR,CLV,10,51.9,77.5,61.7,,61.9,379,2016
Andrew Hawkins,6125,WR,CLV,16,69.8,77.5,58.1,62.3,57.0,476,2016
Isaiah Crowell,9295,HB,CLV,16,52.0,69.2,67.5,58.4,72.2,328,2016
Ricardo Louis,10748,WR,CLV,14,43.3,27.4,57.9,66.1,57.1,222,2016
Rashard Higgins,10806,WR,CLV,15,52.1,69.5,61.5,,60.3,112,2016
Seth DeValve,10772,TE,CLV,12,78.0,80.0,75.7,76.6,77.5,63,2016
Malcolm Johnson,9628,FB,CLV,7,73.4,17.0,50.6,74.1,78.4,33,2016
Randall Telfer,9631,TE,CLV,14,31.6,64.8,53.7,79.6,36.1,112,2016
Danny Vitale,10831,FB,CLV,9,41.6,67.0,65.7,83.6,49.8,38,2016
Jordan Payton,10788,WR,CLV,4,64.7,61.2,53.4,,53.4,23,2016
Connor Hamlett,9828,TE,CLV,3,64.7,61.2,66.5,38.9,76.5,20,2016
Duke Johnson Jr.,9510,HB,CLV,16,77.6,37.3,78.2,70.1,89.4,443,2017
David Njoku,11784,TE,CLV,16,59.7,77.1,66.4,32.8,71.1,339,2017
Ricardo Louis,10748,WR,CLV,15,27.5,76.1,53.1,62.3,52.0,406,2017
Seth DeValve,10772,TE,CLV,16,54.6,28.6,59.2,29.6,61.5,397,2017
Corey Coleman,10649,WR,CLV,9,37.7,75.5,60.4,61.6,61.9,312,2017
Rashard Higgins,10806,WR,CLV,15,65.2,26.4,50.4,62.3,48.7,504,2017
Josh Gordon,7618,WR,CLV,5,69.0,73.9,76.2,,76.0,179,2017
Isaiah Crowell,9295,HB,CLV,16,76.1,81.4,61.2,58.5,65.8,309,2017
Kasen Williams,10195,WR,CLV,7,57.0,70.6,61.9,,60.4,87,2017
Bryce Treggs,11278,WR,CLV,6,45.8,76.7,58.5,,60.9,117,2017
Sammie Coates,9520,WR,CLV,9,74.6,68.8,61.5,,63.3,63,2017
Matt Dayes,12006,HB,CLV,6,72.1,80.6,59.8,48.5,59.9,35,2017
Danny Vitale,10831,FB,CLV,15,70.5,67.9,57.5,86.5,60.5,46,2017
Randall Telfer,9631,TE,CLV,16,70.5,65.8,47.5,60.7,52.4,138,2017
Marquez Williams,11995,FB,CLV,1,28.0,,38.0,69.2,27.9,4,2017
Matt Hazel,8825,WR,CLV,3,64.7,61.2,57.7,,57.6,6,2017
Kevin Zeitler,7032,G,CLV,16,67.6,62.3,73.2,81.8,66.9,731,2017
Jordan Leslie,9897,WR,CLV,2,64.7,61.2,74.9,,73.6,18,2017
Jarvis Landry,8698,WR,CLV,16,69.6,56.8,74.7,38.5,70.8,647,2018
David Njoku,11784,TE,CLV,16,42.3,79.9,66.3,51.7,65.3,589,2018
Antonio Callaway,48101,WR,CLV,16,40.6,46.8,64.0,,63.1,533,2018
Duke Johnson Jr.,9510,HB,CLV,16,70.5,58.5,72.1,72.5,74.0,388,2018
Rashard Higgins,10806,WR,CLV,13,65.5,22.5,68.1,,68.2,344,2018
Nick Chubb,45783,HB,CLV,15,48.0,90.7,86.4,51.7,54.2,189,2018
Breshad Perriman,9459,WR,CLV,10,82.7,75.4,70.9,,76.0,145,2018
Damion Ratley,48182,WR,CLV,5,47.7,72.3,55.9,,56.5,128,2018
Darren Fells,8549,TE,CLV,16,79.4,71.9,65.0,72.0,69.5,171,2018
Dontrell Hilliard,45691,HB,CLV,9,77.3,77.8,55.8,80.0,72.7,42,2018
Seth DeValve,10772,TE,CLV,10,73.4,68.0,61.8,77.6,60.9,55,2018
Derrick Willies,48345,WR,CLV,3,70.5,13.9,61.5,,60.9,20,2018
Orson Charles,7116,TE,CLV,13,36.8,69.5,44.2,82.2,42.8,42,2018
Baker Mayfield,46518,QB,CLV,14,64.7,70.2,83.2,,56.8,579,2018
Jarvis Landry,8698,WR,CLV,16,75.3,85.0,78.2,,80.0,627,2019
