player,player_id,position,team_name,player_game_count,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,pass_plays,year
Javontee Herndon,9191,WR,SD,7,43.1,84.2,59.7,66.3,58.6,206,2015
Branden Oliver,9286,HB,SD,6,81.1,82.9,74.9,45.3,90.0,58,2015
Donald Brown,4950,HB,SD,6,35.7,84.6,73.2,83.0,43.3,56,2015
John Phillips,5132,TE,SD,13,78.7,88.5,73.9,68.3,72.3,103,2015
Tyrell Williams,10154,WR,SD,3,30.0,64.0,53.1,,53.3,24,2015
Vincent Brown,6234,WR,SD,1,64.7,61.2,64.1,,63.2,26,2015
Asante Cleveland,9066,TE,SD,3,64.7,61.2,61.3,,53.0,17,2015
David Johnson,5165,TE,SD,14,64.7,14.3,50.2,83.6,32.8,69,2015
Tyrell Williams,10154,WR,SD,16,46.6,81.3,75.6,,75.8,599,2016
Dontrelle Inman,6597,WR,SD,16,70.3,80.6,72.3,67.2,70.7,612,2016
Antonio Gates,1609,TE,SD,14,52.7,38.1,73.2,56.6,71.1,440,2016
Travis Benjamin,7100,WR,SD,14,55.3,36.4,67.2,,67.3,414,2016
Melvin Gordon III,9448,HB,SD,13,83.6,75.3,68.9,68.8,70.9,386,2016
Hunter Henry,10669,TE,SD,15,71.6,27.0,83.0,79.0,85.7,293,2016
Kenneth Farrow,10988,HB,SD,9,63.2,29.0,42.8,64.5,41.9,120,2016
Ronnie Hillman,7069,HB,SD,8,52.5,82.1,56.5,25.6,51.1,90,2016
Dexter McCluster,5561,HB,SD,6,54.9,81.8,64.7,76.2,72.2,36,2016
Keenan Allen,7857,WR,SD,1,74.6,68.8,88.3,,85.3,18,2016
Danny Woodhead,4914,HB,SD,2,75.6,77.9,56.3,59.2,63.0,36,2016
Derek Watt,10832,FB,SD,15,72.1,69.4,55.4,51.8,67.9,45,2016
Isaiah Burse,9300,WR,SD,4,,83.6,49.6,,49.6,32,2016
Sean McGrath,7515,TE,SD,16,68.3,64.0,56.8,78.9,53.5,96,2016
Andre Williams,8748,HB,SD,1,27.9,76.5,81.1,79.6,26.4,9,2016
Jeremy Butler,9080,WR,SD,3,68.3,64.0,56.9,,56.7,11,2016
Geremy Davis,9619,WR,SD,2,,62.8,55.5,,54.9,7,2016
Darrell Jackson,639,WR,SEA,15,44.2,46.7,73.2,,73.5,516,2006
Deion Branch,1072,WR,SEA,16,29.2,81.2,65.7,61.6,65.9,567,2006
D.J. Hackett,1876,WR,SEA,15,77.4,78.9,84.0,,83.4,280,2006
Jerramy Stevens,1035,TE,SEA,13,48.9,27.2,56.7,70.0,60.4,280,2006
Bobby Engram,177,WR,SEA,9,69.0,77.1,79.3,,79.7,193,2006
Mack Strong,66,FB,SEA,18,32.5,50.6,51.9,78.0,30.0,502,2006
Nate Burleson,1386,WR,SEA,18,45.1,74.1,55.9,,53.6,321,2006
Shaun Alexander,597,HB,SEA,12,48.0,46.5,51.4,79.2,34.6,301,2006
Maurice Morris,1061,HB,SEA,18,43.8,76.8,35.8,37.4,41.4,236,2006
Itula Mili,284,TE,SEA,9,78.0,71.1,57.4,75.8,53.7,127,2006
Will Heller,1623,TE,SEA,15,75.6,69.5,58.8,76.7,59.9,68,2006
Josh Parry,974,FB,SEA,6,64.7,61.2,60.5,81.2,62.4,25,2006
Seneca Wallace,1422,QB,SEA,8,64.7,26.1,50.2,60.9,60.0,171,2006
Bobby Engram,177,WR,SEA,18,81.5,58.1,88.1,,88.1,567,2007
Nate Burleson,1386,WR,SEA,18,70.7,44.1,69.8,,70.2,601,2007
Deion Branch,1072,WR,SEA,12,64.2,79.1,71.2,,71.2,388,2007
D.J. Hackett,1876,WR,SEA,8,82.2,78.0,74.6,,73.0,244,2007
Leonard Weaver,2835,FB,SEA,18,50.6,83.9,68.3,74.7,55.0,416,2007
Marcus Pollard,151,TE,SEA,16,31.8,27.3,59.3,74.2,53.2,313,2007
Ben Obomanu,3194,WR,SEA,15,30.4,73.6,61.4,,60.8,220,2007
Maurice Morris,1061,HB,SEA,16,73.6,75.3,57.3,79.2,57.6,281,2007
Shaun Alexander,597,HB,SEA,15,28.1,70.8,48.5,44.2,30.8,266,2007
Will Heller,1623,TE,SEA,17,34.3,72.3,52.7,78.7,39.5,181,2007
Mack Strong,66,FB,SEA,5,77.3,73.1,70.8,86.0,70.0,94,2007
Courtney Taylor,3813,WR,SEA,7,73.4,68.0,61.3,,63.1,45,2007
Seneca Wallace,1422,QB,SEA,10,68.3,28.0,48.9,,70.8,57,2007
Alvin Pearman,2344,HB,SEA,1,64.7,61.2,58.4,69.2,56.9,8,2007
Tom Ashworth,938,T,SEA,4,,,61.6,72.3,52.9,5,2007
John Carlson,4352,TE,SEA,16,60.9,79.8,81.5,27.4,80.6,394,2008
Bobby Engram,177,WR,SEA,13,34.9,34.9,63.0,,61.1,327,2008
Deion Branch,1072,WR,SEA,8,67.5,76.5,74.2,,72.3,254,2008
Koren Robinson,2864,WR,SEA,12,29.9,76.9,63.7,,61.5,369,2008
Leonard Weaver,2835,FB,SEA,14,71.8,42.5,56.4,31.6,61.3,274,2008
Maurice Morris,1061,HB,SEA,13,70.5,73.6,59.8,47.0,61.3,216,2008
Courtney Taylor,3813,WR,SEA,10,29.1,70.6,51.3,,50.3,148,2008
Julius Jones,1764,HB,SEA,15,51.5,49.4,52.3,34.8,44.4,224,2008
Billy McMullen,1409,WR,SEA,4,52.1,21.4,53.2,,51.8,91,2008
Owen Schmitt,4477,FB,SEA,8,74.6,72.6,44.2,21.5,59.4,53,2008
Michael Bumpus,4618,WR,SEA,3,73.4,68.0,67.9,,66.6,35,2008
Nate Burleson,1386,WR,SEA,1,45.8,68.0,73.0,,72.1,32,2008
Will Heller,1623,TE,SEA,12,72.1,18.7,61.4,75.8,39.4,57,2008
Jordan Kent,3826,WR,SEA,5,27.9,,43.0,,43.2,45,2008
Logan Payne,4037,WR,SEA,2,70.5,14.2,50.3,,54.1,33,2008
T.J. Duckett,1025,HB,SEA,12,,84.3,56.2,78.3,50.2,29,2008
T.J. Houshmandzadeh,921,WR,SEA,16,78.5,30.7,66.0,66.4,65.6,666,2009
Nate Burleson,1386,WR,SEA,13,59.0,46.0,70.8,,70.3,493,2009
John Carlson,4352,TE,SEA,16,65.6,79.5,60.3,44.9,53.1,617,2009
Deion Branch,1072,WR,SEA,14,53.9,48.0,55.4,,54.8,464,2009
Justin Forsett,4547,HB,SEA,16,66.5,73.2,69.3,66.6,71.7,330,2009
Deon Butler,5014,WR,SEA,16,38.1,73.0,56.6,,54.2,216,2009
Julius Jones,1764,HB,SEA,14,72.2,90.6,59.3,55.9,58.5,295,2009
Justin Griffith,1433,FB,SEA,13,69.6,25.7,64.9,57.3,47.7,148,2009
Owen Schmitt,4477,FB,SEA,13,49.2,68.8,49.1,63.4,43.4,70,2009
Louis Rankin,4590,HB,SEA,5,45.8,22.3,38.0,75.0,56.9,14,2009
John Owens,1133,TE,SEA,16,28.0,65.8,57.6,67.5,35.8,91,2009
Ben Obomanu,3194,WR,SEA,7,42.1,67.0,78.8,,71.2,21,2009
Seneca Wallace,1422,QB,SEA,11,68.3,56.9,52.3,60.9,92.7,143,2009
Edgerrin James,439,HB,SEA,7,70.5,55.2,30.1,57.5,58.9,42,2009
Cameron Morrah,5172,TE,SEA,2,64.7,61.2,57.2,,56.9,4,2009
Mike Williams,2227,WR,SEA,15,59.0,81.7,75.4,,75.2,470,2010
Deon Butler,5014,WR,SEA,13,39.6,78.0,60.4,62.4,59.9,355,2010
Ben Obomanu,3194,WR,SEA,16,67.4,78.8,70.9,,69.5,374,2010
Brandon Stokley,498,WR,SEA,13,84.3,78.6,82.3,,81.0,239,2010
John Carlson,4352,TE,SEA,17,46.4,77.4,58.5,65.3,51.2,531,2010
Justin Forsett,4547,HB,SEA,18,65.0,90.1,71.1,78.0,57.8,391,2010
Golden Tate,5585,WR,SEA,13,73.0,76.4,64.5,,65.4,162,2010
Marshawn Lynch,3628,HB,SEA,18,61.3,59.7,68.5,68.9,38.2,248,2010
Cameron Morrah,5172,TE,SEA,14,29.0,72.3,61.6,79.2,57.8,149,2010
Chris Baker,1091,TE,SEA,16,56.7,70.6,57.9,81.9,39.6,210,2010
Michael Robinson,3045,FB,SEA,13,29.3,76.9,65.0,82.5,32.9,111,2010
Leon Washington,3062,HB,SEA,18,78.7,80.9,68.2,83.6,66.9,97,2010
Ruvell Martin,2111,WR,SEA,7,77.3,70.6,72.3,65.9,73.7,84,2010
Mike Gibson,4498,G,SEA,12,67.6,62.3,71.5,67.8,66.9,371,2010
Doug Baldwin,6615,WR,SEA,16,52.3,79.6,80.3,65.9,80.4,368,2011
Ben Obomanu,3194,WR,SEA,16,29.4,77.8,59.1,70.4,58.2,360,2011
Sidney Rice,3660,WR,SEA,9,50.8,28.5,68.1,68.1,70.7,289,2011
Golden Tate,5585,WR,SEA,16,89.3,78.4,74.6,,74.8,301,2011
Zach Miller,3654,TE,SEA,15,52.9,75.5,59.9,71.1,46.0,475,2011
Marshawn Lynch,3628,HB,SEA,15,58.1,66.7,76.4,58.3,56.2,249,2011
Mike Williams,2227,WR,SEA,12,43.5,73.9,59.3,67.5,59.1,275,2011
Justin Forsett,4547,HB,SEA,16,73.0,83.9,64.5,61.6,67.4,217,2011
Anthony McCoy,5708,TE,SEA,16,27.0,72.3,48.5,39.4,42.0,223,2011
Leon Washington,3062,HB,SEA,16,43.8,84.1,61.0,83.3,49.5,89,2011
Cameron Morrah,5172,TE,SEA,8,28.3,70.3,53.7,77.8,45.0,92,2011
Michael Robinson,3045,FB,SEA,13,78.0,22.2,52.6,80.5,76.2,50,2011
Deon Butler,5014,WR,SEA,5,75.6,69.5,82.5,,83.4,27,2011
Kris Durham,6259,WR,SEA,3,70.5,65.8,64.3,,67.2,23,2011
Ricardo Lockette,6622,WR,SEA,2,68.3,64.0,93.3,,92.3,10,2011
Sidney Rice,3660,WR,SEA,18,61.3,80.6,81.6,,81.0,519,2012
Golden Tate,5585,WR,SEA,17,82.1,80.7,82.8,,82.4,473,2012
Zach Miller,3654,TE,SEA,18,79.8,37.4,84.9,66.0,82.6,512,2012
Doug Baldwin,6615,WR,SEA,16,61.5,77.1,72.6,,69.9,305,2012
Marshawn Lynch,3628,HB,SEA,18,55.1,36.3,84.4,69.5,51.0,357,2012
Robert Turbin,7106,HB,SEA,18,49.3,87.8,72.8,41.4,73.7,146,2012
Anthony McCoy,5708,TE,SEA,18,57.1,74.1,67.4,55.0,70.8,252,2012
Michael Robinson,3045,FB,SEA,18,65.6,77.5,69.1,65.4,81.6,108,2012
Ben Obomanu,3194,WR,SEA,8,72.1,68.3,59.5,,53.4,65,2012
Leon Washington,3062,HB,SEA,11,27.0,78.9,62.2,80.9,28.4,41,2012
Jermaine Kearse,7428,WR,SEA,9,26.5,65.8,49.0,,47.9,44,2012
Charly Martin,5366,WR,SEA,4,72.1,67.0,58.3,,58.0,47,2012
Golden Tate,5585,WR,SEA,19,77.4,63.4,79.9,,79.4,556,2013
Doug Baldwin,6615,WR,SEA,19,84.4,82.2,82.7,,82.6,524,2013
Zach Miller,3654,TE,SEA,17,82.3,85.4,73.6,66.2,70.1,475,2013
Jermaine Kearse,7428,WR,SEA,18,67.3,24.2,74.2,,71.3,305,2013
Marshawn Lynch,3628,HB,SEA,19,81.8,65.5,90.7,82.0,62.5,435,2013
Sidney Rice,3660,WR,SEA,8,81.7,22.8,68.0,61.6,66.9,213,2013
Luke Willson,7940,TE,SEA,19,50.6,80.4,67.9,66.4,68.0,240,2013
Robert Turbin,7106,HB,SEA,19,57.0,66.8,67.6,83.9,50.4,145,2013
Derrick Coleman,7377,FB,SEA,11,76.5,20.7,55.4,67.1,53.9,40,2013
Ricardo Lockette,6622,WR,SEA,10,74.6,69.8,74.2,,74.7,44,2013
Percy Harvin,4945,WR,SEA,3,45.8,72.7,71.4,,68.3,39,2013
Michael Robinson,3045,FB,SEA,12,70.5,81.4,74.3,85.5,70.2,49,2013
Kellen Davis,4472,TE,SEA,15,36.2,65.8,54.3,68.5,57.1,53,2013
Doug Baldwin,6615,WR,SEA,19,71.6,60.6,78.4,66.5,76.9,611,2014
Jermaine Kearse,7428,WR,SEA,18,61.4,82.4,67.4,71.0,67.0,545,2014
Marshawn Lynch,3628,HB,SEA,19,75.5,67.1,90.7,81.2,64.8,438,2014
Luke Willson,7940,TE,SEA,18,29.3,81.2,69.5,67.2,63.8,373,2014
Paul Richardson Jr.,8680,WR,SEA,16,78.5,40.7,67.7,,66.9,322,2014
Cooper Helfet,7737,TE,SEA,11,61.8,80.0,71.9,33.4,73.4,150,2014
Ricardo Lockette,6622,WR,SEA,18,69.0,74.7,69.8,,70.7,133,2014
Robert Turbin,7106,HB,SEA,19,54.5,63.3,65.2,72.0,64.0,155,2014
Tony Moeaki,5617,TE,SEA,8,56.7,70.6,67.6,39.3,65.5,118,2014
Bryan Walters,6139,WR,SEA,14,49.7,86.0,58.3,,59.0,67,2014
Kevin Norwood,8758,WR,SEA,10,78.0,71.1,66.9,,70.6,82,2014
Zach Miller,3654,TE,SEA,3,74.6,68.8,65.2,73.2,72.0,96,2014
Chris Matthews,6820,WR,SEA,5,72.1,67.0,91.0,,90.6,21,2014
Will Tukuafu,7764,FB,SEA,12,30.0,66.2,66.5,86.2,42.1,35,2014
Derrick Coleman,7377,FB,SEA,4,68.3,64.0,71.0,76.5,79.4,13,2014
Christine Michael,7843,HB,SEA,9,64.7,30.8,62.8,80.3,56.4,23,2014
Garry Gilliam,9137,T,SEA,9,64.7,61.2,73.4,64.1,90.9,24,2014
Russell Wilson,7077,QB,SEA,19,64.7,32.6,74.5,,91.3,662,2014
Doug Baldwin,6615,WR,SEA,18,88.2,63.9,88.2,71.8,86.8,624,2015
Jermaine Kearse,7428,WR,SEA,18,65.8,55.7,71.1,,69.2,592,2015
Tyler Lockett,9502,WR,SEA,18,67.1,76.4,75.9,,76.4,521,2015
Jimmy Graham,5619,TE,SEA,11,78.2,79.1,79.0,48.5,82.9,370,2015
Fred Jackson,3368,HB,SEA,18,63.7,43.2,58.2,63.6,60.8,244,2015
Luke Willson,7940,TE,SEA,15,71.9,74.8,70.1,51.6,71.2,264,2015
Marshawn Lynch,3628,HB,SEA,8,65.9,89.6,85.2,62.3,58.1,216,2015
Cooper Helfet,7737,TE,SEA,13,47.7,72.3,57.4,63.2,52.8,163,2015
Chase Coffman,5021,TE,SEA,3,76.5,70.1,67.9,74.5,73.3,64,2015
Thomas Rawls,9993,HB,SEA,12,38.7,74.6,83.5,65.0,49.0,115,2015
Kevin Smith,9065,WR,SEA,9,73.4,69.7,59.9,,55.8,85,2015
Ricardo Lockette,6622,WR,SEA,8,41.6,67.0,64.4,,65.6,37,2015
Christine Michael,7843,HB,SEA,8,41.6,85.7,70.2,86.2,49.2,59,2015
Bryce Brown,7213,HB,SEA,3,,78.6,56.1,83.4,37.4,24,2015
Paul Richardson Jr.,8680,WR,SEA,1,64.7,61.2,90.1,,84.8,4,2015
Derrick Coleman,7377,FB,SEA,11,64.7,72.5,63.4,46.7,51.0,38,2015
Kasen Williams,10195,WR,SEA,3,64.7,64.6,58.3,,53.7,18,2015
Will Tukuafu,7764,FB,SEA,14,68.3,17.4,60.2,61.6,56.7,45,2015
Doug Baldwin,6615,WR,SEA,18,84.3,60.1,86.1,79.2,84.7,697,2016
Jimmy Graham,5619,TE,SEA,18,69.5,27.2,85.4,79.2,85.6,606,2016
Jermaine Kearse,7428,WR,SEA,18,70.0,78.9,55.5,78.1,55.3,635,2016
Tyler Lockett,9502,WR,SEA,15,69.3,90.0,68.9,,65.1,421,2016
Paul Richardson Jr.,8680,WR,SEA,17,66.0,78.3,76.2,,76.1,274,2016
Luke Willson,7940,TE,SEA,13,81.7,74.6,60.6,66.3,58.0,224,2016
Thomas Rawls,9993,HB,SEA,11,64.4,90.2,75.2,87.0,55.8,211,2016
C.J. Prosise,10724,HB,SEA,6,68.7,81.4,70.7,57.3,83.9,113,2016
Alex Collins,10805,HB,SEA,12,65.3,27.9,61.0,68.0,67.9,113,2016
Tanner McEvoy,11288,WR,SEA,14,29.1,71.1,64.9,74.3,61.7,69,2016
Marcel Reece,4702,FB,SEA,6,76.5,72.2,67.9,82.1,74.0,50,2016
Nick Vannett,10728,TE,SEA,9,36.2,65.8,58.1,75.3,46.6,41,2016
J.D. McKissic,11047,WR,SEA,3,70.5,70.1,56.2,,56.8,14,2016
Brandon Williams,7876,TE,SEA,17,68.3,80.4,62.3,47.8,66.3,61,2016
George Farmer,9842,HB,SEA,2,28.8,64.6,48.8,73.1,39.7,24,2016
Russell Wilson,7077,QB,SEA,18,64.7,78.8,83.8,,90.3,743,2016
Troymaine Pope,11473,HB,SEA,4,28.8,74.5,53.9,75.0,31.5,17,2016
Will Tukuafu,7764,FB,SEA,5,,65.2,55.1,81.9,55.5,11,2016
Doug Baldwin,6615,WR,SEA,16,90.5,81.8,84.4,79.6,83.3,601,2017
Jimmy Graham,5619,TE,SEA,16,38.6,80.3,66.0,65.0,65.3,538,2017
Paul Richardson Jr.,8680,WR,SEA,16,35.1,78.9,66.9,,66.1,595,2017
Tyler Lockett,9502,WR,SEA,16,86.5,90.5,67.3,68.1,67.2,519,2017
J.D. McKissic,11047,HB,SEA,13,71.1,84.3,67.4,24.8,75.0,243,2017
Luke Willson,7940,TE,SEA,16,51.2,74.9,60.1,53.8,58.8,203,2017
Mike Davis,9559,HB,SEA,6,66.7,85.7,64.1,70.4,75.6,91,2017
Nick Vannett,10728,TE,SEA,15,31.3,72.7,58.8,68.1,56.7,145,2017
Thomas Rawls,9993,HB,SEA,12,41.4,52.2,51.5,60.4,51.6,147,2017
Amara Darboh,11861,WR,SEA,16,77.3,70.6,56.5,,55.9,98,2017
C.J. Prosise,10724,HB,SEA,5,29.7,75.3,63.0,83.0,66.0,60,2017
Tanner McEvoy,11288,WR,SEA,15,29.2,16.8,47.9,66.8,53.0,125,2017
Chris Carson,12004,HB,SEA,4,75.6,83.2,73.1,44.9,58.9,95,2017
Eddie Lacy,7842,HB,SEA,9,74.6,85.2,62.6,70.0,68.7,64,2017
Tre Madden,11286,FB,SEA,7,68.3,64.0,60.6,84.1,56.8,31,2017
Doug Baldwin,6615,WR,SEA,14,87.7,79.7,80.6,69.9,80.5,409,2018
Tyler Lockett,9502,WR,SEA,17,90.8,73.0,82.3,,84.7,523,2018
David Moore,11981,WR,SEA,17,64.3,21.7,64.5,,64.4,355,2018
Mike Davis,9559,HB,SEA,16,72.6,90.0,74.6,57.1,68.4,256,2018
Nick Vannett,10728,TE,SEA,16,77.8,27.5,63.0,48.4,64.6,290,2018
Chris Carson,12004,HB,SEA,15,61.3,63.5,82.4,60.7,64.6,186,2018
Jaron Brown,8128,WR,SEA,17,80.6,72.7,65.1,77.5,62.7,182,2018
Ed Dickson,5595,TE,SEA,11,82.4,73.5,62.6,51.2,66.7,216,2018
Will Dissly,30762,TE,SEA,4,76.5,70.1,72.7,75.2,77.2,75,2018
Rashaad Penny,27414,HB,SEA,12,38.7,88.1,61.2,70.8,45.3,90,2018
Tre Madden,11286,FB,SEA,13,68.3,69.0,72.8,50.6,62.3,32,2018
J.D. McKissic,11047,HB,SEA,5,36.2,70.9,65.7,,77.1,11,2018
C.J. Prosise,10724,HB,SEA,4,70.5,67.4,54.6,22.8,57.4,28,2018
Malik Turner,48078,WR,SEA,4,68.3,64.0,67.5,,69.1,13,2018
Russell Wilson,7077,QB,SEA,17,,47.8,89.1,,58.9,577,2018
Tyrone Swoopes,12267,TE,SEA,1,64.7,61.2,65.8,68.3,61.5,16,2018
George Fant,11282,T,SEA,15,64.7,61.2,73.8,74.2,45.1,135,2018
Tyler Lockett,9502,WR,SEA,18,84.5,70.3,81.9,,83.2,697,2019
D.K. Metcalf,47864,WR,SEA,18,46.6,23.1,73.4,,73.2,661,2019
Jacob Hollister,12051,TE,SEA,13,78.7,79.8,64.0,45.2,64.5,412,2019
Chris Carson,12004,HB,SEA,15,64.8,29.3,77.9,52.6,61.6,403,2019
Josh Gordon,7618,WR,SEA,11,54.9,76.4,63.7,,66.1,316,2019
David Moore,11981,WR,SEA,16,70.5,46.6,67.4,,67.6,246,2019
Jaron Brown,8128,WR,SEA,15,54.5,23.2,57.1,63.4,56.8,228,2019
Will Dissly,30762,TE,SEA,6,85.3,25.6,79.6,66.9,87.1,137,2019
Malik Turner,48078,WR,SEA,16,29.7,73.3,64.9,80.7,62.0,161,2019
Travis Homer,45859,HB,SEA,5,65.9,47.2,57.7,62.8,61.8,115,2019
C.J. Prosise,10724,HB,SEA,8,78.0,29.3,56.0,42.6,64.2,94,2019
Luke Willson,7940,TE,SEA,10,77.3,70.6,62.6,75.1,65.9,147,2019
Rashaad Penny,27414,HB,SEA,10,76.5,56.3,74.6,55.5,80.0,81,2019
Marshawn Lynch,3628,HB,SEA,3,68.3,79.7,59.2,38.0,57.7,43,2019
Nick Bellore,6515,FB,SEA,7,68.3,64.0,69.2,78.1,83.9,10,2019
Tyrone Swoopes,12267,TE,SEA,5,64.7,61.2,42.3,63.3,45.8,38,2019
John Ursua,26586,WR,SEA,2,64.7,61.2,65.9,,64.7,10,2019
Tyler Lockett,9502,WR,SEA,17,71.9,58.3,76.5,,77.6,700,2020
D.K. Metcalf,47864,WR,SEA,17,51.3,48.6,82.5,68.7,82.5,706,2020
David Moore,11981,WR,SEA,17,80.8,86.2,66.0,56.5,66.4,334,2020
Chris Carson,12004,HB,SEA,13,65.5,77.9,77.3,34.0,80.1,268,2020
Jacob Hollister,12051,TE,SEA,17,29.5,76.2,58.8,37.0,58.2,262,2020
Greg Olsen,3647,TE,SEA,12,52.9,76.0,61.3,65.2,59.5,323,2020
Will Dissly,30762,TE,SEA,17,52.9,76.4,63.8,71.6,59.8,330,2020
Freddie Swain,26448,WR,SEA,17,81.1,76.9,55.3,69.0,56.4,257,2020
Carlos Hyde,8692,HB,SEA,11,66.7,87.2,67.1,32.1,58.0,179,2020
DeeJay Dallas,55632,HB,SEA,8,82.2,81.6,72.1,24.4,83.3,105,2020
Travis Homer,45859,HB,SEA,9,77.3,82.5,58.0,52.4,66.8,112,2020
Luke Willson,7940,TE,SEA,4,28.9,61.2,49.2,73.8,43.3,45,2020
Alex Collins,10805,HB,SEA,3,64.7,76.7,66.3,14.9,52.7,32,2020
Colby Parkinson,52266,TE,SEA,5,68.3,64.0,68.4,75.3,69.5,24,2020
Penny Hart,13534,WR,SEA,8,64.7,64.6,53.2,,53.3,23,2020
Nick Bellore,6515,FB,SEA,6,64.7,67.2,42.7,13.2,64.7,12,2020
D.K. Metcalf,47864,WR,SEA,17,77.2,50.0,80.9,65.4,82.5,530,2021
Tyler Lockett,9502,WR,SEA,16,90.5,82.1,81.0,71.9,82.1,530,2021
Gerald Everett,11799,TE,SEA,15,63.6,24.6,63.5,76.8,64.5,414,2021
Freddie Swain,26448,WR,SEA,17,63.4,88.4,50.3,82.4,51.4,396,2021
Will Dissly,30762,TE,SEA,15,48.0,24.6,63.8,64.5,58.2,261,2021
DeeJay Dallas,55632,HB,SEA,13,84.1,61.2,62.6,61.5,56.0,124,2021
Travis Homer,45859,HB,SEA,14,66.7,80.3,65.7,67.4,61.1,153,2021
D'Wayne Eskridge,29573,WR,SEA,10,78.7,74.9,58.3,,55.4,112,2021
Penny Hart,13534,WR,SEA,16,76.5,70.1,62.7,,62.3,71,2021
Alex Collins,10805,HB,SEA,11,77.3,67.1,66.0,69.0,50.1,137,2021
Colby Parkinson,52266,TE,SEA,11,73.4,69.5,60.5,65.7,55.6,80,2021
Rashaad Penny,27414,HB,SEA,10,49.7,89.3,80.5,71.0,49.5,120,2021
Chris Carson,12004,HB,SEA,4,75.6,49.1,70.7,35.0,58.1,63,2021
Adrian Peterson,3623,HB,SEA,4,72.1,36.3,61.1,78.6,59.2,30,2021
Nick Bellore,6515,FB,SEA,6,64.7,61.2,67.7,79.1,57.6,8,2021
D.K. Metcalf,47864,WR,SEA,18,81.4,32.2,77.7,,78.7,653,2022
Tyler Lockett,9502,WR,SEA,17,87.7,33.7,77.9,65.3,77.7,604,2022
Noah Fant,42388,TE,SEA,18,90.5,79.6,64.5,54.9,68.2,441,2022
Marquise Goodwin,7859,WR,SEA,13,65.8,76.7,64.5,65.8,64.5,318,2022
Will Dissly,30762,TE,SEA,15,70.1,77.5,70.8,65.6,70.8,313,2022
Colby Parkinson,52266,TE,SEA,18,86.9,76.5,68.1,71.3,67.0,268,2022
Kenneth Walker III,97199,HB,SEA,16,77.3,91.1,76.9,29.5,54.6,345,2022
DeeJay Dallas,55632,HB,SEA,14,82.2,89.2,64.9,65.7,67.9,167,2022
Travis Homer,45859,HB,SEA,10,82.2,29.5,63.2,59.2,56.3,133,2022
D'Wayne Eskridge,29573,WR,SEA,9,75.6,76.1,54.1,62.4,57.5,101,2022
Laquon Treadwell,10657,WR,SEA,7,49.2,68.8,55.9,,54.7,81,2022
Cade Johnson,42109,WR,SEA,3,73.4,68.0,61.7,62.4,60.9,74,2022
Tony Jones Jr.,40498,HB,SEA,4,29.2,74.7,50.8,66.1,38.6,53,2022
Rashaad Penny,27414,HB,SEA,5,73.4,50.8,70.2,43.9,55.6,95,2022
Penny Hart,13534,WR,SEA,7,70.5,65.8,55.5,,59.1,23,2022
Dareke Young,111900,WR,SEA,11,72.1,67.0,58.4,71.9,60.6,44,2022
Godwin Igwebuike,49166,HB,SEA,1,64.7,79.6,66.4,,65.4,1,2022
Tyler Mabry,25705,TE,SEA,2,64.7,61.2,80.9,65.8,84.6,3,2022
Tyler Lockett,9502,WR,SEA,17,74.6,82.3,78.1,,77.6,597,2023
D.K. Metcalf,47864,WR,SEA,16,56.0,81.0,80.0,,82.3,585,2023
Jaxon Smith-Njigba,129758,WR,SEA,17,47.1,80.6,63.3,65.4,63.9,507,2023
Noah Fant,42388,TE,SEA,17,69.0,76.8,62.9,72.1,64.2,378,2023
Zach Charbonnet,97630,HB,SEA,16,78.9,89.5,69.8,61.1,63.2,351,2023
Kenneth Walker III,97199,HB,SEA,15,67.5,86.0,83.5,40.7,71.0,265,2023
Colby Parkinson,52266,TE,SEA,17,53.8,76.2,57.6,69.8,53.7,283,2023
Jake Bobo,77997,WR,SEA,17,71.5,75.5,73.5,59.8,70.7,160,2023
Will Dissly,30762,TE,SEA,16,67.7,73.6,71.3,83.5,60.3,191,2023
DeeJay Dallas,55632,HB,SEA,10,75.6,62.7,63.8,49.9,65.3,79,2023
D'Wayne Eskridge,29573,WR,SEA,1,,75.1,60.4,,55.6,7,2023
Geno Smith,7820,QB,SEA,15,,68.8,82.9,,58.9,592,2023
Cody Thompson,48152,WR,SEA,6,64.7,61.2,56.2,,55.8,7,2023
Jaxon Smith-Njigba,129758,WR,SEA,9,80.8,39.9,72.6,,74.5,396,2024
D.K. Metcalf,47864,WR,SEA,7,65.0,22.3,72.4,,73.2,316,2024
Tyler Lockett,9502,WR,SEA,9,70.8,77.3,72.7,,71.9,354,2024
Kenneth Walker III,97199,HB,SEA,7,87.6,88.7,84.5,36.2,74.2,196,2024
Noah Fant,42388,TE,SEA,8,66.6,76.3,62.8,49.6,65.6,270,2024
Zach Charbonnet,97630,HB,SEA,9,85.7,85.5,68.5,67.1,65.0,226,2024
AJ Barner,129433,TE,SEA,9,64.4,72.7,65.3,55.8,64.7,140,2024
Jake Bobo,77997,WR,SEA,9,56.7,70.6,56.0,65.7,55.3,118,2024
Laviska Shenault Jr.,61220,WR,SEA,8,45.8,26.3,54.8,,61.6,22,2024
Pharaoh Brown,12247,TE,SEA,7,70.5,65.8,45.7,43.1,48.8,53,2024
Cody White,61448,WR,SEA,1,68.3,64.0,72.7,,71.7,22,2024
Dareke Young,111900,WR,SEA,3,,,56.6,,57.2,6,2024
