player,player_id,position,team_name,player_game_count,grades_offense,grades_pass_block,grades_run_block,snap_counts_offense,year
Adam Humphries,10075,WR,TB,16,75.2,,67.3,781,2018
O.J. Howard,11774,TE,TB,10,88.9,75.4,60.0,435,2018
Evan Smith,5390,G,TB,7,48.4,39.1,51.8,168,2018
Cameron Brate,9207,TE,TB,16,53.1,70.1,59.1,535,2018
Leonard Wester,10944,T,TB,6,46.7,50.4,47.7,118,2018
Ryan Fitzpatrick,2467,QB,TB,8,83.9,,60.0,427,2018
Alex Cappa,66578,G,TB,6,40.1,13.8,56.9,106,2018
Peyton Barber,10927,HB,TB,16,66.8,59.7,60.0,617,2018
DeSean Jackson,4363,WR,TB,12,79.4,,60.7,452,2018
Jacquizz Rodgers,6297,HB,TB,16,65.1,49.7,71.3,368,2018
Alan Cross,10931,TE,TB,14,47.7,55.9,52.8,103,2018
Justin Watson,66915,WR,TB,12,54.4,,75.1,73,2018
Bobo Wilson,12067,WR,TB,5,59.5,,56.4,69,2018
Freddie Martino,9292,WR,TB,3,54.6,,62.3,24,2018
Ronald Jones,34001,HB,TB,8,48.8,70.8,60.0,90,2018
Donnie Ernsberger,47243,TE,TB,2,57.0,,57.1,7,2018
Michael Liedtke,9818,T,TB,3,60.0,,59.7,4,2018
Dare Ogunbowale,12329,FB,TB,1,60.0,,60.0,2,2018
Garrison Sanborn,5430,LS,TB,2,60.0,60.8,60.0,2,2018
Cameron Lynch,9911,LB,TB,1,60.0,61.4,,1,2018
Cairo Santos,8932,K,TB,1,60.0,,60.0,1,2018
Isaiah Johnson,10935,S,TB,1,60.0,62.0,,1,2018
Devante Bond,10817,LB,TB,1,60.0,61.4,,1,2018
Riley Bullough,12062,LB,TB,1,60.0,61.4,,1,2018
Ryan Jensen,7985,C,TB,16,79.3,85.0,73.6,1139,2019
Ali Marpet,9494,G,TB,16,72.3,80.6,65.2,1139,2019
Donovan Smith,9467,T,TB,15,70.4,76.7,58.9,1055,2019
Demar Dotson,5410,T,TB,15,70.8,72.2,67.3,1045,2019
Alex Cappa,66578,G,TB,13,62.7,59.4,61.5,869,2019
O.J. Howard,11774,TE,TB,14,54.7,54.5,50.0,781,2019
Jameis Winston,9434,QB,TB,16,68.4,,60.2,1129,2019
Earl Watford,7898,G,TB,9,64.9,79.4,56.4,326,2019
Chris Godwin,11839,WR,TB,14,90.7,73.2,71.2,938,2019
Mike Evans,8642,WR,TB,13,85.7,69.6,69.6,793,2019
Josh Wells,8968,T,TB,9,39.0,51.3,40.0,203,2019
Breshad Perriman,9459,WR,TB,14,72.8,,57.2,645,2019
Antony Auclair,24606,TE,TB,8,38.0,58.2,46.2,172,2019
Cameron Brate,9207,TE,TB,16,66.3,56.6,59.1,430,2019
Dare Ogunbowale,12329,HB,TB,16,60.3,51.3,59.2,362,2019
Justin Watson,66915,WR,TB,13,63.9,66.3,66.1,230,2019
Ronald Jones,34001,HB,TB,16,67.6,38.4,60.0,415,2019
Peyton Barber,10927,HB,TB,16,64.9,59.6,59.8,339,2019
Tanner Hudson,66924,TE,TB,9,44.4,74.6,64.3,103,2019
Bobo Wilson,12067,WR,TB,5,57.7,,46.8,97,2019
Scott Miller,47481,WR,TB,10,63.3,,77.0,177,2019
Ishmael Hyman,28621,WR,TB,2,57.4,,54.9,59,2019
Aaron Stinnie,28653,G,TB,2,57.7,23.6,60.0,16,2019
T.J. Logan,11935,HB,TB,9,55.4,,60.0,23,2019
Jaydon Mickens,11371,WR,TB,1,52.6,,60.2,26,2019
Vita Vea,48956,DI,TB,4,65.2,66.4,55.3,6,2019
Jerald Hawkins,10757,T,TB,1,60.0,,60.0,3,2019
Cyril Grayson,12077,WR,TB,2,58.1,,59.9,7,2019
Ryan Griffin,7983,QB,TB,2,50.2,,60.0,10,2019
John Franklin III,25576,CB,TB,1,74.3,,60.0,2,2019
Codey McElroy,66966,TE,TB,1,93.0,,60.0,3,2019
Spencer Schnell,39145,WR,TB,1,60.0,,60.0,1,2019
Tristan Wirfs,64818,T,TB,20,84.1,82.8,77.1,1347,2020
Ryan Jensen,7985,C,TB,20,63.6,46.3,73.2,1335,2020
Donovan Smith,9467,T,TB,19,72.6,70.0,72.5,1236,2020
Ali Marpet,9494,G,TB,17,80.7,71.6,80.7,1123,2020
Alex Cappa,66578,G,TB,17,67.7,67.5,62.7,1105,2020
Rob Gronkowski,5567,TE,TB,20,70.9,59.0,55.0,1032,2020
Tom Brady,698,QB,TB,20,93.3,,60.0,1298,2020
Mike Evans,8642,WR,TB,20,74.9,,61.3,1087,2020
Chris Godwin,11839,WR,TB,16,76.0,68.4,62.1,915,2020
Aaron Stinnie,28653,G,TB,6,57.6,41.9,64.0,231,2020
Joe Haeg,10789,G,TB,14,57.3,39.2,62.3,191,2020
Cameron Brate,9207,TE,TB,20,69.2,49.5,42.9,432,2020
A.Q. Shipley,5150,C,TB,4,56.0,23.5,74.2,157,2020
Scott Miller,47481,WR,TB,20,68.2,,51.9,495,2020
Tyler Johnson,48054,WR,TB,18,59.0,65.9,48.9,322,2020
Josh Wells,8968,T,TB,6,65.1,66.8,58.6,111,2020
Antonio Brown,5718,WR,TB,11,82.2,,45.7,406,2020
Leonard Fournette,11759,HB,TB,17,65.5,28.4,61.1,584,2020
O.J. Howard,11774,TE,TB,4,80.1,76.2,62.8,132,2020
Justin Watson,66915,WR,TB,9,59.6,70.2,60.6,158,2020
Antony Auclair,24606,TE,TB,7,43.3,28.3,54.9,70,2020
Ronald Jones,34001,HB,TB,17,74.6,46.8,62.6,508,2020
Tanner Hudson,66924,TE,TB,13,58.0,73.2,46.6,90,2020
Jaydon Mickens,11371,WR,TB,11,73.5,,70.3,84,2020
Ted Larsen,5728,G,TB,1,51.1,33.9,56.8,38,2020
LeSean McCoy,4976,HB,TB,12,58.9,53.8,60.0,118,2020
Ke'Shawn Vaughn,45866,HB,TB,8,55.0,84.3,60.0,111,2020
Blaine Gabbert,6162,QB,TB,4,56.8,,60.0,49,2020
Cyril Grayson,12077,WR,TB,3,34.7,,29.2,42,2020
Vita Vea,48956,DI,TB,1,59.7,65.0,59.2,3,2020
Kenjon Barner,7963,HB,TB,3,58.3,,60.0,6,2020
Alex Cappa,66578,G,TB,19,71.3,67.5,69.0,1327,2021
Ryan Jensen,7985,C,TB,19,68.3,57.1,77.1,1296,2021
Donovan Smith,9467,T,TB,19,80.5,80.1,69.9,1292,2021
Tristan Wirfs,64818,T,TB,18,84.3,83.8,74.4,1190,2021
Ali Marpet,9494,G,TB,18,82.7,75.6,85.6,1181,2021
Tom Brady,698,QB,TB,19,91.7,,60.0,1283,2021
Mike Evans,8642,WR,TB,18,75.4,,50.5,1037,2021
Rob Gronkowski,5567,TE,TB,14,75.9,70.1,51.4,771,2021
Josh Wells,8968,T,TB,18,64.6,59.2,67.8,252,2021
Chris Godwin,11839,WR,TB,14,81.3,69.6,74.0,832,2021
O.J. Howard,11774,TE,TB,19,50.1,31.4,44.4,397,2021
Tyler Johnson,48054,WR,TB,19,53.9,,48.2,708,2021
Cameron Brate,9207,TE,TB,19,57.2,48.3,52.7,533,2021
Darren Fells,8549,TE,TB,9,56.9,83.8,62.5,164,2021
Aaron Stinnie,28653,G,TB,8,54.4,61.6,52.5,102,2021
Nick Leverett,27699,G,TB,3,46.3,33.8,59.2,69,2021
Leonard Fournette,11759,HB,TB,15,75.1,56.3,43.4,685,2021
Antonio Brown,5718,WR,TB,7,87.4,,58.3,268,2021
Cyril Grayson,12077,WR,TB,5,72.5,,59.6,127,2021
Scott Miller,47481,WR,TB,10,56.1,,60.4,208,2021
Le'Veon Bell,7829,HB,TB,8,63.3,57.5,62.9,170,2021
Breshad Perriman,9459,WR,TB,7,57.2,,69.3,189,2021
Robert Hainsey,59980,C,TB,4,65.7,78.2,63.3,31,2021
Giovani Bernard,7818,HB,TB,14,65.1,64.5,60.0,191,2021
Jaelon Darden,61522,WR,TB,10,52.0,,59.2,92,2021
Ke'Shawn Vaughn,45866,HB,TB,7,65.2,79.3,59.9,147,2021
Blaine Gabbert,6162,QB,TB,6,70.6,,60.0,44,2021
Ronald Jones,34001,HB,TB,16,62.3,12.4,60.0,218,2021
Codey McElroy,66966,TE,TB,2,37.3,,58.7,16,2021
Deon Yelder,29556,TE,TB,2,41.6,0.0,56.6,14,2021
John Brown,8726,WR,TB,5,51.6,,61.0,24,2021
Kenjon Barner,7963,HB,TB,1,49.6,,60.0,9,2021
Vita Vea,48956,DI,TB,2,58.4,,58.8,3,2021
Shaq Mason,9564,G,TB,18,68.2,70.2,62.4,1282,2022
Robert Hainsey,59980,C,TB,17,66.7,73.0,60.9,1175,2022
Tristan Wirfs,64818,T,TB,14,83.1,89.1,64.6,1013,2022
Donovan Smith,9467,T,TB,14,59.3,71.0,40.8,990,2022
Nick Leverett,27699,G,TB,11,64.0,71.0,55.8,761,2022
Luke Goedeke,77548,G,TB,12,46.7,46.7,47.8,605,2022
Tom Brady,698,QB,TB,18,77.5,,60.1,1275,2022
Josh Wells,8968,T,TB,11,66.5,66.4,66.7,326,2022
Cade Otton,61071,TE,TB,17,58.2,79.3,59.6,865,2022
Mike Evans,8642,WR,TB,16,74.2,,36.4,1003,2022
Chris Godwin,11839,WR,TB,16,75.7,73.9,59.0,953,2022
Brandon Walton,41533,T,TB,6,57.9,65.3,57.2,234,2022
Ko Kieft,41372,TE,TB,18,62.7,68.6,65.0,271,2022
Russell Gage,44771,WR,TB,14,65.3,,62.7,571,2022
Cameron Brate,9207,TE,TB,12,53.4,79.1,51.1,376,2022
Julio Jones,6158,WR,TB,11,66.0,,61.6,392,2022
Breshad Perriman,9459,WR,TB,11,51.7,,40.3,229,2022
Ryan Jensen,7985,C,TB,1,28.9,13.3,50.4,82,2022
Leonard Fournette,11759,HB,TB,17,66.4,27.0,46.8,724,2022
Rachaad White,131633,HB,TB,18,68.2,48.9,68.6,516,2022
Scott Miller,47481,WR,TB,15,55.6,,68.3,265,2022
John Molchon,46921,G,TB,1,62.3,86.1,52.3,42,2022
Kyle Rudolph,6195,TE,TB,9,40.0,67.6,44.6,79,2022
Deven Thompkins,84480,WR,TB,5,58.8,,61.3,79,2022
Justin Skule,38951,T,TB,1,70.5,85.5,58.5,16,2022
Ke'Shawn Vaughn,45866,HB,TB,7,57.4,69.5,,38,2022
Blaine Gabbert,6162,QB,TB,1,63.8,,60.0,14,2022
Kaylon Geiger,102929,WR,TB,3,56.9,,60.0,9,2022
Giovani Bernard,7818,HB,TB,2,48.1,31.1,,26,2022
Fred Johnson,46951,T,TB,2,60.0,66.4,63.1,2,2022
Jake Camarda,82636,P,TB,1,60.0,,60.0,1,2022
Kyle Trask,39987,QB,TB,1,43.1,,60.0,10,2022
J.J. Russell,57958,LB,TB,1,60.0,,60.0,1,2022
K.J. Britt,57727,LB,TB,1,60.0,,60.0,1,2022
Anthony Nelson,48405,ED,TB,1,60.0,,60.0,1,2022
Zyon McCollum,66769,CB,TB,1,60.0,,60.0,1,2022
Zach Triner,11518,LS,TB,1,60.0,,60.0,1,2022
Patrick O'Connor,12005,DI,TB,1,60.0,,60.0,1,2022
Cody Mauch,66637,G,TB,19,43.9,52.1,37.6,1236,2023
Robert Hainsey,59980,C,TB,19,50.2,57.3,50.3,1236,2023
Luke Goedeke,77548,T,TB,19,73.4,72.5,70.0,1236,2023
Tristan Wirfs,64818,T,TB,19,83.1,85.5,73.8,1233,2023
Aaron Stinnie,28653,G,TB,14,56.5,53.7,58.9,851,2023
Cade Otton,61071,TE,TB,19,56.8,47.4,51.7,1193,2023
Baker Mayfield,46518,QB,TB,19,77.2,,60.0,1233,2023
Matt Feiler,9289,G,TB,6,54.7,65.0,52.2,386,2023
Chris Godwin,11839,WR,TB,19,77.5,73.3,53.9,1000,2023
Mike Evans,8642,WR,TB,19,81.5,,41.4,973,2023
Trey Palmer,99248,WR,TB,19,53.3,,48.3,779,2023
Ko Kieft,41372,TE,TB,18,53.9,68.2,60.9,230,2023
Rachaad White,131633,HB,TB,19,67.5,53.5,59.6,959,2023
Deven Thompkins,84480,WR,TB,19,59.3,,51.5,274,2023
Payne Durham,84037,TE,TB,15,59.5,70.7,54.8,150,2023
David Moore,11981,WR,TB,9,72.9,52.8,59.1,151,2023
Rakim Jarrett,129519,WR,TB,10,55.9,,57.7,115,2023
David Wells,34985,TE,TB,5,47.5,79.3,59.0,43,2023
Justin Skule,38951,T,TB,8,69.8,79.2,64.9,29,2023
Chase Edmonds,45851,HB,TB,15,58.2,63.4,60.0,191,2023
Ke'Shawn Vaughn,45866,HB,TB,5,53.6,39.8,60.0,60,2023
Sean Tucker,123056,HB,TB,4,55.8,73.0,60.0,32,2023
Kyle Trask,39987,QB,TB,2,86.0,,60.0,3,2023
Ben Bredeson,27305,G,TB,10,54.4,55.7,51.4,645,2024
Cody Mauch,66637,G,TB,10,67.5,74.4,60.8,645,2024
Tristan Wirfs,64818,T,TB,10,83.5,92.5,67.7,598,2024
Graham Barton,122367,C,TB,9,59.1,60.8,61.1,569,2024
Luke Goedeke,77548,T,TB,6,62.5,71.9,56.6,410,2024
Justin Skule,38951,T,TB,6,70.0,63.4,74.3,280,2024
Cade Otton,61071,TE,TB,10,63.0,54.2,64.3,600,2024
Baker Mayfield,46518,QB,TB,10,76.7,,60.0,643,2024
Chris Godwin,11839,WR,TB,7,86.3,71.5,62.7,397,2024
Payne Durham,84037,TE,TB,9,55.6,81.6,64.6,139,2024
Mike Evans,8642,WR,TB,7,74.9,,79.5,300,2024
Sterling Shepard,10674,WR,TB,8,57.2,62.3,63.9,307,2024
Jalen McMillan,131905,WR,TB,6,49.6,,32.7,256,2024
Robert Hainsey,59980,C,TB,2,69.2,81.0,70.5,77,2024
Rachaad White,131633,HB,TB,9,72.6,71.5,61.1,350,2024
Ryan Miller,78734,WR,TB,4,62.0,62.4,64.3,148,2024
Trey Palmer,99248,WR,TB,8,59.0,,48.3,205,2024
Rakim Jarrett,129519,WR,TB,3,63.1,,55.8,117,2024
Bucky Irving,144970,HB,TB,10,84.2,46.9,55.9,266,2024
Kameron Johnson,165866,WR,TB,3,47.4,,75.3,40,2024
Ko Kieft,41372,TE,TB,10,52.7,,55.0,23,2024
Sean Tucker,123056,HB,TB,7,87.5,79.5,59.8,68,2024
Royce Newman,41746,T,TB,1,60.0,,59.7,3,2024
Marquez Callaway,42295,WR,TB,2,54.5,,55.4,5,2024
Devin Culp,84080,TE,TB,2,60.0,,60.0,2,2024
Kaevon Merriweather,83257,S,TB,1,60.0,,60.0,1,2024
Trenton Gill,60295,P,TB,1,60.0,,60.0,1,2024
Cody Thompson,48152,WR,TB,1,57.1,,60.0,3,2024
Anthony Nelson,48405,ED,TB,1,60.0,,60.0,1,2024
J.J. Russell,57958,LB,TB,1,60.0,,60.0,1,2024
Keenan Isaac,86972,CB,TB,1,60.0,,60.0,1,2024
Antonio Grier,77185,LB,TB,1,60.0,,60.0,1,2024
Zach Triner,11518,LS,TB,1,60.0,,60.0,1,2024
Kevin Mawae,81,C,TEN,16,79.9,86.9,75.3,983,2006
Michael Roos,2258,T,TEN,16,81.0,85.0,74.7,983,2006
Jacob Bell,1859,G,TEN,15,61.5,75.5,56.3,920,2006
Benji Olson,397,G,TEN,15,70.8,75.7,66.9,905,2006
David Stewart,2330,T,TEN,14,74.7,76.3,70.9,851,2006
Bo Scaife,2396,TE,TEN,14,65.6,69.2,57.6,656,2006
Drew Bennett,941,WR,TEN,16,70.6,,64.8,811,2006
Vince Young,2948,QB,TEN,15,51.5,,60.0,829,2006
Brandon Jones,2313,WR,TEN,16,63.8,,60.6,574,2006
Ben Troupe,1761,TE,TEN,10,57.2,33.7,56.7,358,2006
Ahmard Hall,3336,FB,TEN,14,71.6,37.6,75.8,288,2006
Zach Piller,489,G,TEN,3,63.1,81.0,53.3,152,2006
Travis Henry,825,HB,TEN,14,64.8,76.7,55.9,646,2006
Ben Hartsock,1789,TE,TEN,6,65.2,61.6,75.8,207,2006
Eugene Amano,1953,G,TEN,3,71.3,73.0,67.0,117,2006
Bobby Wade,1448,WR,TEN,16,72.2,29.2,69.7,374,2006
Roydell Williams,2353,WR,TEN,14,59.7,,59.6,198,2006
David Givens,1210,WR,TEN,5,60.0,,54.7,226,2006
Courtney Roby,2285,WR,TEN,10,56.0,,62.0,139,2006
Kerry Collins,115,QB,TEN,4,46.2,,60.0,154,2006
Chris Brown,1407,HB,TEN,5,52.0,90.9,59.2,140,2006
LenDale White,2990,HB,TEN,13,48.3,91.3,59.4,209,2006
Casey Cramer,1942,TE,TEN,12,61.0,24.7,68.2,53,2006
Cooper Wallace,3546,TE,TEN,2,73.8,67.1,74.5,26,2006
Daniel Loper,2367,G,TEN,2,61.2,78.3,60.0,4,2006
Adam Jones,2223,CB,TEN,6,87.2,,60.3,9,2006
Michael Roos,2258,T,TEN,17,78.5,87.5,68.1,1121,2007
David Stewart,2330,T,TEN,17,78.5,81.8,71.8,1121,2007
Jacob Bell,1859,G,TEN,17,78.1,70.7,76.6,1062,2007
Kevin Mawae,81,C,TEN,14,75.1,85.6,69.1,871,2007
Benji Olson,397,G,TEN,13,75.6,76.6,71.0,809,2007
Eugene Amano,1953,C,TEN,9,68.0,78.2,64.7,509,2007
Vince Young,2948,QB,TEN,16,67.8,,60.0,966,2007
Ben Hartsock,1789,TE,TEN,17,73.1,84.0,73.4,573,2007
Bo Scaife,2396,TE,TEN,16,70.3,82.8,61.1,696,2007
Justin Gage,1452,WR,TEN,17,77.1,,76.1,795,2007
Roydell Williams,2353,WR,TEN,16,77.5,,59.4,715,2007
Eric Moulds,165,WR,TEN,17,61.0,,64.5,717,2007
Ahmard Hall,3336,FB,TEN,12,66.0,90.0,56.6,265,2007
LenDale White,2990,HB,TEN,17,56.9,75.8,76.0,711,2007
Daniel Loper,2367,G,TEN,4,68.4,63.7,66.3,113,2007
Brandon Jones,2313,WR,TEN,9,68.2,,58.0,251,2007
Mike Williams,2227,WR,TEN,8,51.7,,79.9,216,2007
Ben Troupe,1761,TE,TEN,16,65.4,44.0,63.7,175,2007
Chris Brown,1407,HB,TEN,13,72.6,90.2,79.6,318,2007
Kerry Collins,115,QB,TEN,6,79.0,,60.0,155,2007
Casey Cramer,1942,FB,TEN,5,63.5,43.0,67.5,76,2007
Chris Davis,3744,WR,TEN,9,54.2,,53.0,104,2007
Chris Henry,3666,HB,TEN,7,60.6,73.0,57.9,115,2007
Biren Ealy,4252,WR,TEN,4,60.4,,60.4,37,2007
Jeremy Cain,2001,LS,TEN,1,54.8,72.0,55.5,10,2007
Quinton Ganther,3191,FB,TEN,1,34.8,,57.9,6,2007
Jamie Petrowski,3461,TE,TEN,1,55.6,,52.6,3,2007
Jake Scott,1862,G,TEN,17,79.4,81.8,78.8,1076,2008
David Stewart,2330,T,TEN,17,90.7,81.6,90.9,1076,2008
Michael Roos,2258,T,TEN,17,90.3,87.5,89.2,1056,2008
Eugene Amano,1953,G,TEN,16,74.3,67.1,73.9,1003,2008
Kevin Mawae,81,C,TEN,15,78.6,81.2,76.3,944,2008
Kerry Collins,115,QB,TEN,17,66.3,,60.0,978,2008
Alge Crumpler,805,TE,TEN,16,72.1,68.8,87.9,726,2008
Bo Scaife,2396,TE,TEN,17,73.8,60.9,81.5,826,2008
Justin Gage,1452,WR,TEN,13,76.3,,81.1,717,2008
Justin McCareins,872,WR,TEN,15,59.0,,83.3,664,2008
Ahmard Hall,3336,FB,TEN,17,57.3,66.2,62.7,390,2008
Brandon Jones,2313,WR,TEN,17,67.9,25.7,81.9,666,2008
Leroy Harris,3731,C,TEN,6,59.1,83.7,50.4,205,2008
Chris Johnson,4338,HB,TEN,16,69.1,47.4,86.3,661,2008
Lavelle Hawkins,4440,WR,TEN,9,64.8,,65.8,155,2008
Casey Cramer,1942,FB,TEN,6,74.5,31.2,73.7,79,2008
LenDale White,2990,HB,TEN,17,41.2,78.3,58.7,376,2008
Craig Stevens,4399,TE,TEN,14,49.5,29.9,65.1,70,2008
Vince Young,2948,QB,TEN,3,36.5,,60.0,92,2008
Quinton Ganther,3191,HB,TEN,6,48.3,78.6,53.2,55,2008
Daniel Loper,2367,T,TEN,2,62.4,70.8,57.9,20,2008
Chris Davis,3744,WR,TEN,4,69.8,,59.7,41,2008
Paul Williams,3696,WR,TEN,4,52.3,,60.2,27,2008
Chris Simms,1411,QB,TEN,1,51.4,,60.0,6,2008
David Thornton,1107,LB,TEN,1,60.0,,60.0,2,2008
Jake Scott,1862,G,TEN,16,82.6,70.1,85.7,1017,2009
Michael Roos,2258,T,TEN,16,77.5,75.8,76.5,1017,2009
Kevin Mawae,81,C,TEN,16,63.7,81.2,58.7,1017,2009
David Stewart,2330,T,TEN,15,82.3,77.6,83.7,962,2009
Eugene Amano,1953,G,TEN,15,80.6,67.4,78.3,948,2009
Alge Crumpler,805,TE,TEN,16,73.7,71.4,81.7,680,2009
Nate Washington,2832,WR,TEN,16,70.8,,84.7,885,2009
Justin Gage,1452,WR,TEN,12,63.9,66.4,69.6,642,2009
Vince Young,2948,QB,TEN,12,72.7,61.3,60.0,621,2009
Bo Scaife,2396,TE,TEN,14,69.9,58.6,77.3,614,2009
Ahmard Hall,3336,FB,TEN,16,59.7,55.2,70.1,341,2009
Kenny Britt,4953,WR,TEN,16,76.2,,77.5,622,2009
Kerry Collins,115,QB,TEN,7,60.6,,60.0,396,2009
Chris Johnson,4338,HB,TEN,16,73.5,56.2,61.0,879,2009
Leroy Harris,3731,G,TEN,3,72.3,74.2,68.3,125,2009
Craig Stevens,4399,TE,TEN,9,63.6,68.7,62.8,62,2009
Lavelle Hawkins,4440,WR,TEN,9,67.1,,56.2,125,2009
LenDale White,2990,HB,TEN,13,39.4,69.5,59.5,134,2009
Jared Cook,5012,TE,TEN,13,67.1,,46.6,77,2009
Javon Ringer,5097,HB,TEN,2,47.4,,59.7,12,2009
Mark Jones,1922,WR,TEN,1,55.5,,60.0,8,2009
Michael Roos,2258,T,TEN,16,73.1,68.6,72.5,953,2010
David Stewart,2330,T,TEN,16,72.7,71.4,74.9,953,2010
Jake Scott,1862,G,TEN,16,60.7,72.2,59.8,953,2010
Leroy Harris,3731,G,TEN,15,62.0,60.6,61.5,891,2010
Eugene Amano,1953,C,TEN,13,53.6,62.5,50.1,706,2010
Craig Stevens,4399,TE,TEN,15,72.2,67.5,75.2,537,2010
Nate Washington,2832,WR,TEN,16,68.2,,82.0,829,2010
Randy Moss,342,WR,TEN,16,56.7,,80.8,676,2010
Bo Scaife,2396,TE,TEN,14,56.7,64.5,63.3,539,2010
Fernando Velasco,4641,C,TEN,6,66.0,59.4,61.4,232,2010
Ahmard Hall,3336,FB,TEN,16,37.6,27.1,36.7,281,2010
Kerry Collins,115,QB,TEN,10,67.3,,60.2,506,2010
Kenny Britt,4953,WR,TEN,12,86.0,68.1,65.4,461,2010
Vince Young,2948,QB,TEN,9,67.7,,60.0,380,2010
Justin Gage,1452,WR,TEN,11,60.8,,86.3,394,2010
Chris Johnson,4338,HB,TEN,16,74.8,28.5,57.9,797,2010
Jared Cook,5012,TE,TEN,15,71.5,25.8,65.9,242,2010
Kevin Matthews,5868,C,TEN,2,53.5,54.0,52.2,70,2010
Damian Williams,5601,WR,TEN,14,69.7,,66.8,210,2010
Javon Ringer,5097,HB,TEN,16,63.0,33.4,58.1,146,2010
Rusty Smith,5699,QB,TEN,2,41.1,,60.0,67,2010
Mike Otto,3839,TE,TEN,6,63.8,68.7,65.0,20,2010
Lavelle Hawkins,4440,WR,TEN,3,75.7,,59.4,42,2010
Ryan Durand,5163,G,TEN,1,55.0,67.4,55.1,7,2010
Marc Mariani,5745,WR,TEN,5,45.0,,85.6,15,2010
Jason Babin,1748,ED,TEN,1,60.0,,60.0,1,2010
Michael Roos,2258,T,TEN,16,79.5,79.5,74.1,1022,2011
Jake Scott,1862,G,TEN,16,76.3,82.4,68.2,1022,2011
Eugene Amano,1953,C,TEN,16,64.8,79.7,55.9,1021,2011
Leroy Harris,3731,G,TEN,16,75.1,79.6,70.7,995,2011
David Stewart,2330,T,TEN,15,80.3,80.7,71.0,909,2011
Matt Hasselbeck,408,QB,TEN,16,69.3,,60.0,924,2011
Craig Stevens,4399,TE,TEN,15,68.2,71.4,72.3,420,2011
Nate Washington,2832,WR,TEN,16,76.7,,63.4,847,2011
Damian Williams,5601,WR,TEN,15,65.3,,56.7,713,2011
Daniel Graham,1028,TE,TEN,16,63.5,77.6,71.1,240,2011
Ahmard Hall,3336,FB,TEN,12,56.5,51.3,61.8,239,2011
Mike Otto,3839,T,TEN,7,59.7,50.1,71.4,131,2011
Chris Johnson,4338,HB,TEN,16,64.1,68.1,57.2,717,2011
Jared Cook,5012,TE,TEN,16,64.5,79.9,64.7,602,2011
Marc Mariani,5745,WR,TEN,16,50.3,,66.4,135,2011
Lavelle Hawkins,4440,WR,TEN,16,61.7,,82.5,543,2011
Quinn Johnson,5069,FB,TEN,4,58.7,75.3,54.0,70,2011
Kenny Britt,4953,WR,TEN,3,89.5,,66.9,142,2011
Javon Ringer,5097,HB,TEN,12,65.4,67.1,59.1,253,2011
Fernando Velasco,4641,G,TEN,3,73.7,81.1,69.2,28,2011
Donnie Avery,4347,WR,TEN,8,51.4,,60.1,112,2011
Jake Locker,6160,QB,TEN,5,64.6,,60.0,98,2011
Jamie Harper,6282,HB,TEN,10,49.4,45.2,56.6,59,2011
Fernando Velasco,4641,C,TEN,16,75.8,80.3,73.7,995,2012
Michael Roos,2258,T,TEN,15,83.3,87.8,72.4,935,2012
Steve Hutchinson,787,G,TEN,12,66.1,65.4,64.2,686,2012
David Stewart,2330,T,TEN,12,71.6,75.1,69.1,675,2012
Deuce Lutui,2986,G,TEN,8,65.3,59.0,64.3,501,2012
Leroy Harris,3731,G,TEN,8,58.0,44.5,66.8,432,2012
Craig Stevens,4399,TE,TEN,15,62.7,73.7,71.2,550,2012
Mike Otto,3839,T,TEN,6,71.4,77.3,62.6,267,2012
Nate Washington,2832,WR,TEN,16,64.4,,67.2,789,2012
Kevin Matthews,5868,G,TEN,7,60.4,38.4,67.8,213,2012
Jake Locker,6160,QB,TEN,11,70.9,,60.0,593,2012
Kenny Britt,4953,WR,TEN,14,62.5,65.6,58.2,600,2012
Quinn Johnson,5069,FB,TEN,16,61.1,82.5,64.2,250,2012
Taylor Thompson,7140,TE,TEN,16,68.3,72.4,85.4,261,2012
Chris Johnson,4338,HB,TEN,16,62.3,64.4,69.2,813,2012
Kendall Wright,7026,WR,TEN,15,67.7,,70.5,556,2012
Matt Hasselbeck,408,QB,TEN,8,64.8,,60.0,395,2012
Kyle DeVan,4608,C,TEN,3,58.6,72.0,54.0,124,2012
Damian Williams,5601,WR,TEN,13,63.7,,63.6,379,2012
Byron Stingily,6327,T,TEN,3,71.0,78.1,61.9,114,2012
Jared Cook,5012,TE,TEN,13,67.1,54.6,72.8,470,2012
Mitch Petrus,5670,G,TEN,5,34.8,28.1,45.8,57,2012
Mike Preston,6413,WR,TEN,4,70.8,,68.7,61,2012
Brandon Barden,7309,TE,TEN,1,56.0,,58.3,23,2012
Darius Reynaud,4661,HB,TEN,14,59.1,81.3,58.8,90,2012
Jamie Harper,6282,HB,TEN,10,64.5,42.6,59.7,50,2012
Lavelle Hawkins,4440,WR,TEN,6,58.9,,60.3,51,2012
Javon Ringer,5097,HB,TEN,2,54.7,45.8,60.0,24,2012
Collin Mooney,7256,FB,TEN,1,71.3,70.9,60.0,10,2012
Brett Kern,4580,P,TEN,1,60.0,,60.0,1,2012
Tim Shaw,3780,LB,TEN,1,60.0,,60.0,1,2012
Tommie Campbell,6403,CB,TEN,1,60.0,,60.0,1,2012
Rusty Smith,5699,QB,TEN,1,52.8,,60.0,7,2012
Beau Brinkley,7418,LS,TEN,1,60.0,,60.0,1,2012
