player,player_id,position,team_name,player_game_count,grades_offense,grades_pass_block,grades_run_block,snap_counts_offense,year
Greg Little,6211,WR,CLV,16,65.3,67.6,77.0,906,2012
Josh Gordon,7618,WR,CLV,16,69.5,,77.0,815,2012
Alex Smith,2288,TE,CLV,12,63.0,59.8,68.8,271,2012
Jordan Cameron,6254,TE,CLV,14,62.2,77.1,58.6,329,2012
Trent Richardson,7009,HB,CLV,15,73.0,54.2,57.1,702,2012
Mohamed Massaquoi,4973,WR,CLV,9,65.9,,58.9,252,2012
Owen Marecic,6276,FB,CLV,8,41.2,70.7,64.2,112,2012
Travis Benjamin,7100,WR,CLV,14,65.8,,73.9,299,2012
Chris Ogbonnaya,5135,HB,CLV,12,61.3,75.5,57.4,152,2012
Montario Hardesty,5584,HB,CLV,11,52.5,57.9,58.0,158,2012
Thaddeus Lewis,5817,QB,CLV,1,62.2,,60.0,62,2012
Josh Cooper,7672,WR,CLV,6,69.5,,58.7,86,2012
Oniel Cousins,4413,T,CLV,7,86.7,70.4,75.9,23,2012
Brad Smelley,7662,TE,CLV,2,49.4,71.2,52.5,26,2012
Joshua Cribbs,2544,WR,CLV,15,69.3,,91.4,61,2012
Jordan Norwood,5358,WR,CLV,2,73.9,,59.6,76,2012
Ryan Miller,7153,G,CLV,1,42.4,5.7,,11,2012
Colt McCoy,5609,QB,CLV,3,39.5,,60.0,39,2012
Brandon Jackson,3679,HB,CLV,2,81.8,23.3,,31,2012
Alex Mack,4944,C,CLV,16,85.5,88.4,82.0,1110,2013
Mitchell Schwartz,7041,T,CLV,16,76.1,74.0,72.6,1110,2013
Joe Thomas,3619,T,CLV,16,90.3,94.0,75.3,1109,2013
John Greco,4379,G,CLV,14,74.2,81.2,66.8,923,2013
Shawn Lauvao,5616,G,CLV,11,63.7,74.2,55.2,742,2013
Gary Barnidge,4455,TE,CLV,16,74.5,91.0,60.2,531,2013
Jordan Cameron,6254,TE,CLV,15,70.6,58.2,64.5,971,2013
Oniel Cousins,4413,G,CLV,10,59.1,48.6,69.0,314,2013
Josh Gordon,7618,WR,CLV,14,82.7,,67.1,900,2013
Greg Little,6211,WR,CLV,16,53.6,,63.8,941,2013
Chris Ogbonnaya,5135,HB,CLV,16,59.5,75.3,61.3,524,2013
Jason Pinkston,6302,G,CLV,3,72.7,87.6,65.6,151,2013
Jason Campbell,2242,QB,CLV,9,62.3,,61.1,503,2013
Brandon Weeden,7028,QB,CLV,8,62.6,,60.7,453,2013
Garrett Gilkey,8010,G,CLV,3,56.1,73.2,44.5,94,2013
Davone Bess,4694,WR,CLV,14,54.0,67.6,57.3,534,2013
MarQueis Gray,8286,TE,CLV,12,52.7,74.4,60.6,112,2013
Willis McGahee,1339,HB,CLV,12,66.0,72.3,57.9,264,2013
Brian Hoyer,5277,QB,CLV,3,73.6,,60.3,152,2013
Travis Benjamin,7100,WR,CLV,8,59.1,,61.6,144,2013
Fozzy Whittaker,8547,HB,CLV,11,58.3,71.3,58.4,167,2013
Armanti Edwards,5613,WR,CLV,6,57.0,,59.1,46,2013
Josh Cooper,7672,WR,CLV,4,67.9,,59.4,101,2013
Brian Tyms,7321,WR,CLV,7,60.2,,59.8,57,2013
Keavon Milton,8250,TE,CLV,4,57.8,71.3,57.0,14,2013
Andre Smith,6571,TE,CLV,5,69.1,72.5,71.9,15,2013
Edwin Baker,7231,HB,CLV,3,70.0,85.5,60.0,98,2013
Rashad Butler,3034,T,CLV,4,55.9,71.6,53.8,9,2013
Christian Yount,6527,LS,CLV,2,60.0,,60.0,3,2013
Billy Winn,7190,DI,CLV,4,57.1,,57.1,4,2013
Johnson Bademosi,7374,S,CLV,2,59.3,,58.2,2,2013
Spencer Lanning,6566,P,CLV,2,48.4,,60.0,3,2013
Tori Gurley,6750,WR,CLV,2,63.4,,60.0,17,2013
Tank Carder,7141,LB,CLV,1,60.0,,60.0,1,2013
Craig Robertson,7003,LB,CLV,1,60.0,,60.0,1,2013
Brandon Magee,8064,LB,CLV,1,60.0,,60.0,1,2013
John Greco,4379,G,CLV,16,79.9,77.1,77.7,1052,2014
Joel Bitonio,8670,G,CLV,16,79.4,87.5,73.1,1052,2014
Joe Thomas,3619,T,CLV,16,91.0,92.9,86.9,1052,2014
Mitchell Schwartz,7041,T,CLV,16,72.7,75.4,67.9,1052,2014
Nick McDonald,5940,C,CLV,8,39.8,47.2,39.4,469,2014
Jim Dray,5756,TE,CLV,16,67.9,79.0,64.6,599,2014
Brian Hoyer,5277,QB,CLV,14,59.1,,60.0,912,2014
Alex Mack,4944,C,CLV,5,74.4,81.6,69.3,297,2014
Taylor Gabriel,9002,WR,CLV,16,74.7,,84.6,611,2014
Jordan Cameron,6254,TE,CLV,10,63.5,47.7,54.5,476,2014
Andrew Hawkins,6125,WR,CLV,15,83.5,66.3,83.7,650,2014
Miles Austin,3211,WR,CLV,12,75.3,64.9,66.4,536,2014
Travis Benjamin,7100,WR,CLV,16,68.8,,53.6,383,2014
Gary Barnidge,4455,TE,CLV,13,65.9,65.5,70.2,358,2014
Ryan Seymour,8002,C,CLV,4,50.4,64.9,48.5,170,2014
Ray Agnew,9141,FB,CLV,12,54.1,75.2,61.5,229,2014
Paul McQuistan,3014,G,CLV,4,53.8,23.8,60.5,119,2014
Josh Gordon,7618,WR,CLV,5,78.4,,82.7,233,2014
Terrance West,8729,HB,CLV,14,58.9,87.9,74.4,402,2014
Isaiah Crowell,9295,HB,CLV,15,52.4,62.6,59.9,382,2014
Kiero Small,8861,FB,CLV,3,53.1,36.5,56.8,87,2014
Johnny Manziel,8657,QB,CLV,5,47.5,,60.0,76,2014
Connor Shaw,9036,QB,CLV,1,42.2,,60.0,65,2014
Ryan Taylor,6370,TE,CLV,3,63.7,74.5,67.1,31,2014
Marlon Moore,5887,WR,CLV,3,59.2,,59.0,12,2014
Rodney Smith,8165,WR,CLV,3,56.3,,60.1,15,2014
Phil Bates,7514,WR,CLV,1,60.0,,60.0,3,2014
Shaun Draughn,6440,HB,CLV,2,46.6,55.8,,19,2014
Donte Whitner,2953,S,CLV,1,60.0,,60.0,1,2014
Joe Thomas,3619,T,CLV,16,91.6,93.9,79.3,1103,2015
Mitchell Schwartz,7041,T,CLV,16,79.0,80.7,69.7,1103,2015
Alex Mack,4944,C,CLV,16,71.8,75.2,71.2,1103,2015
John Greco,4379,G,CLV,14,74.3,74.0,72.6,890,2015
Joel Bitonio,8670,G,CLV,10,69.4,65.3,72.2,615,2015
Cameron Erving,9452,G,CLV,13,40.2,42.9,39.4,424,2015
Gary Barnidge,4455,TE,CLV,16,74.6,37.7,54.9,941,2015
Austin Pasztor,7689,G,CLV,6,54.1,61.2,51.8,295,2015
Jim Dray,5756,TE,CLV,16,48.9,63.4,63.9,447,2015
Travis Benjamin,7100,WR,CLV,16,67.0,,58.1,850,2015
Josh McCown,1085,QB,CLV,8,58.5,,60.6,509,2015
Johnny Manziel,8657,QB,CLV,9,53.3,,60.4,435,2015
Brian Hartline,5031,WR,CLV,12,68.2,,76.8,513,2015
Andrew Hawkins,6125,WR,CLV,8,59.7,,59.4,412,2015
Taylor Gabriel,9002,WR,CLV,13,56.6,,68.1,400,2015
Malcolm Johnson,9628,FB,CLV,12,37.8,46.7,39.7,154,2015
Duke Johnson Jr.,9510,HB,CLV,16,71.5,43.3,60.0,559,2015
Isaiah Crowell,9295,HB,CLV,16,65.3,70.0,69.8,475,2015
Marlon Moore,5887,WR,CLV,11,54.2,,42.4,211,2015
Darius Jennings,10038,WR,CLV,4,61.0,,89.6,203,2015
Austin Davis,7305,QB,CLV,3,47.6,,60.0,159,2015
Terrelle Pryor Sr.,6944,WR,CLV,3,50.9,,78.2,91,2015
Dwayne Bowe,3639,WR,CLV,7,61.9,,75.8,81,2015
E.J. Bibbs,10034,,CLV,7,53.6,40.4,72.2,35,2015
Glenn Winston,9375,HB,CLV,2,29.8,72.7,,8,2015
Donte Whitner,2953,S,CLV,1,60.0,,60.0,2,2015
Barkevious Mingo,7787,ED,CLV,1,60.0,,60.0,1,2015
Andy Lee,1906,P,CLV,1,60.0,,60.0,1,2015
Tank Carder,7141,LB,CLV,1,60.0,,60.0,1,2015
Christian Kirksey,8706,LB,CLV,1,60.0,,60.0,1,2015
Ibraheim Campbell,9548,S,CLV,1,60.0,,60.0,1,2015
Charley Hughlett,7336,LS,CLV,1,60.0,,60.0,1,2015
Johnson Bademosi,7374,CB,CLV,1,60.0,,60.0,1,2015
Don Jones,8033,CB,CLV,1,60.0,,60.0,1,2015
Craig Robertson,7003,LB,CLV,1,60.0,,60.0,1,2015
Joe Thomas,3619,T,CLV,16,87.0,91.2,71.5,1030,2016
Austin Pasztor,7689,T,CLV,16,71.8,74.9,66.2,1020,2016
John Greco,4379,G,CLV,12,82.6,78.7,82.3,746,2016
Cameron Erving,9452,C,CLV,13,46.6,56.1,49.3,700,2016
Spencer Drango,10802,G,CLV,14,72.3,68.9,69.9,599,2016
Gary Barnidge,4455,TE,CLV,16,68.6,79.4,57.9,969,2016
Alvin Bailey,8071,G,CLV,9,59.7,69.7,55.2,373,2016
Joel Bitonio,8670,G,CLV,5,78.3,82.9,71.2,331,2016
Terrelle Pryor Sr.,6944,WR,CLV,16,74.7,,49.8,900,2016
Andrew Hawkins,6125,WR,CLV,16,58.1,62.3,76.1,647,2016
Randall Telfer,9631,TE,CLV,14,53.7,79.6,62.3,223,2016
Corey Coleman,10649,WR,CLV,10,61.7,,67.7,536,2016
Isaiah Crowell,9295,HB,CLV,16,67.5,58.4,57.6,568,2016
Cody Kessler,10727,QB,CLV,9,68.9,,60.3,349,2016
Ricardo Louis,10748,WR,CLV,16,57.9,66.1,69.1,316,2016
Robert Griffin III,7008,QB,CLV,5,57.6,,60.3,302,2016
Duke Johnson Jr.,9510,HB,CLV,16,64.6,68.9,57.8,457,2016
Anthony Fabiano,11094,C,CLV,3,65.0,64.4,63.8,82,2016
Rashard Higgins,10806,WR,CLV,15,61.5,,79.2,180,2016
Malcolm Johnson,9628,FB,CLV,7,50.6,74.1,50.2,85,2016
Josh McCown,1085,QB,CLV,5,55.7,,60.0,263,2016
Austin Reiter,9655,C,CLV,1,66.4,55.1,69.3,59,2016
Shon Coleman,10710,T,CLV,7,74.0,62.3,82.4,62,2016
Danny Vitale,10831,FB,CLV,9,65.7,83.6,69.9,74,2016
Seth DeValve,10772,TE,CLV,12,75.7,76.6,65.8,92,2016
Connor Hamlett,9828,TE,CLV,3,66.5,38.9,55.3,34,2016
Kevin Hogan,10796,QB,CLV,4,61.4,,60.0,49,2016
Charlie Whitehurst,3026,QB,CLV,1,58.0,,60.0,43,2016
Jordan Payton,10788,WR,CLV,4,53.4,,60.7,32,2016
George Atkinson,9187,HB,CLV,1,56.5,27.9,60.0,22,2016
Britton Colquitt,5192,P,CLV,1,60.0,,60.0,1,2016
Jordan Poyer,8000,S,CLV,1,60.0,,60.0,1,2016
Charley Hughlett,7336,LS,CLV,1,60.0,,60.0,1,2016
J.C. Tretter,7904,C,CLV,16,69.1,80.4,60.7,1068,2017
Joel Bitonio,8670,G,CLV,16,75.4,87.8,62.0,1068,2017
Kevin Zeitler,7032,G,CLV,16,73.2,81.8,62.9,1068,2017
Shon Coleman,10710,T,CLV,16,61.4,64.0,57.7,1044,2017
Spencer Drango,10802,T,CLV,11,61.2,63.7,51.1,606,2017
Joe Thomas,3619,T,CLV,7,84.7,90.1,67.8,465,2017
DeShone Kizer,11807,QB,CLV,15,52.5,,60.0,886,2017
Randall Telfer,9631,TE,CLV,16,47.5,60.7,46.2,299,2017
David Njoku,11784,TE,CLV,16,66.4,32.8,60.2,500,2017
Seth DeValve,10772,TE,CLV,16,59.2,29.6,54.5,531,2017
Ricardo Louis,10748,WR,CLV,16,53.1,62.3,62.6,574,2017
Rashard Higgins,10806,WR,CLV,15,50.4,62.3,79.3,663,2017
Corey Coleman,10649,WR,CLV,9,60.4,61.6,60.6,449,2017
Duke Johnson Jr.,9510,HB,CLV,16,78.2,70.1,63.9,566,2017
Danny Vitale,10831,FB,CLV,15,57.5,86.5,52.3,133,2017
Isaiah Crowell,9295,HB,CLV,16,61.2,58.5,49.7,536,2017
Josh Gordon,7618,WR,CLV,5,76.2,,66.0,258,2017
Kasen Williams,10195,WR,CLV,7,61.9,,69.4,133,2017
Bryce Treggs,11278,WR,CLV,6,58.5,,62.2,162,2017
Kevin Hogan,10796,QB,CLV,4,50.5,,60.0,134,2017
Sammie Coates,9520,WR,CLV,9,61.5,,54.0,92,2017
Zach Banner,11892,T,CLV,3,62.5,74.5,48.4,27,2017
Cody Kessler,10727,QB,CLV,3,62.1,,60.0,48,2017
Matt Dayes,12006,HB,CLV,7,59.8,48.5,60.0,41,2017
Austin Reiter,9655,T,CLV,4,74.3,55.2,75.2,8,2017
Jordan Leslie,9897,WR,CLV,2,74.9,,59.4,26,2017
Marquez Williams,11995,FB,CLV,1,38.0,69.2,57.3,10,2017
Matt Hazel,8825,WR,CLV,3,57.7,,60.6,11,2017
Matt Lengel,9884,TE,CLV,1,60.0,,60.0,1,2017
Joel Bitonio,8670,G,CLV,16,80.3,88.4,72.8,1091,2018
J.C. Tretter,7904,C,CLV,16,76.9,85.7,69.8,1091,2018
Kevin Zeitler,7032,G,CLV,16,77.2,91.7,67.8,1091,2018
Chris Hubbard,8051,T,CLV,16,65.1,73.6,48.7,1091,2018
Desmond Harrison,15466,T,CLV,8,56.5,72.4,47.7,595,2018
Greg Robinson,8637,T,CLV,9,60.3,68.8,53.6,498,2018
David Njoku,11784,TE,CLV,16,66.3,51.7,65.4,871,2018
Darren Fells,8549,TE,CLV,16,65.0,72.0,55.9,420,2018
Jarvis Landry,8698,WR,CLV,16,74.7,38.5,81.4,957,2018
Baker Mayfield,46518,QB,CLV,14,83.2,,60.1,906,2018
Antonio Callaway,48101,WR,CLV,16,64.0,,65.8,765,2018
Orson Charles,7116,TE,CLV,13,44.2,82.2,46.2,173,2018
Rashard Higgins,10806,WR,CLV,13,68.1,,50.6,483,2018
Duke Johnson Jr.,9510,HB,CLV,16,72.1,72.5,66.9,459,2018
Breshad Perriman,9459,WR,CLV,10,70.9,,43.3,218,2018
Tyrod Taylor,6332,QB,CLV,4,47.0,,60.0,185,2018
Seth DeValve,10772,TE,CLV,12,61.8,77.6,58.7,98,2018
Damion Ratley,48182,WR,CLV,11,55.9,,60.0,176,2018
Nick Chubb,45783,HB,CLV,16,86.4,51.7,58.6,395,2018
Dontrell Hilliard,45691,HB,CLV,9,55.8,80.0,55.4,58,2018
Austin Corbett,46290,T,CLV,7,54.9,69.9,55.0,14,2018
Derrick Willies,48345,WR,CLV,4,61.5,,61.9,30,2018
Rod Streater,7416,WR,CLV,2,50.0,,60.4,23,2018
Earl Watford,7898,T,CLV,2,52.7,,55.0,6,2018
Kyle Kalis,12302,T,CLV,1,60.0,,60.0,1,2018
Joel Bitonio,8670,G,CLV,16,74.2,86.0,65.0,1039,2019
J.C. Tretter,7904,C,CLV,16,72.0,85.5,64.3,1039,2019
Chris Hubbard,8051,T,CLV,14,50.5,61.9,38.5,891,2019
Greg Robinson,8637,T,CLV,14,66.3,68.2,62.8,860,2019
Wyatt Teller,46131,G,CLV,11,56.7,68.6,48.2,559,2019
Eric Kush,7952,G,CLV,7,45.4,51.3,46.8,436,2019
Baker Mayfield,46518,QB,CLV,16,74.8,60.9,60.0,1031,2019
Odell Beckham Jr.,8647,WR,CLV,16,68.7,,54.7,990,2019
Jarvis Landry,8698,WR,CLV,16,78.2,,53.0,973,2019
Justin McCray,9234,T,CLV,14,50.1,40.1,65.0,322,2019
Demetrius Harris,8524,TE,CLV,15,46.1,64.6,47.0,548,2019
Stephen Carlson,94365,TE,CLV,9,61.2,77.3,52.2,204,2019
Pharaoh Brown,12247,TE,CLV,8,55.2,72.0,61.3,173,2019
Nick Chubb,45783,HB,CLV,16,88.7,77.8,60.3,714,2019
Damion Ratley,48182,WR,CLV,13,62.9,,51.0,256,2019
Kendall Lamm,10017,T,CLV,3,69.1,72.0,64.2,82,2019
Rashard Higgins,10806,WR,CLV,7,53.6,,64.1,172,2019
Ricky Seals-Jones,12020,TE,CLV,14,56.8,78.1,46.1,243,2019
Kareem Hunt,11841,HB,CLV,8,76.7,84.5,49.8,309,2019
Antonio Callaway,48101,WR,CLV,4,54.8,,57.4,151,2019
David Njoku,11784,TE,CLV,4,49.8,58.4,56.3,99,2019
KhaDarel Hodge,26104,WR,CLV,10,54.3,,61.0,129,2019
Dontrell Hilliard,45691,HB,CLV,14,54.3,17.0,70.5,129,2019
D'Ernest Johnson,45734,HB,CLV,8,56.6,19.9,60.0,43,2019
Taywan Taylor,11827,WR,CLV,3,52.5,,60.8,28,2019
Garrett Gilbert,8848,QB,CLV,5,48.9,,60.0,8,2019
J.C. Tretter,7904,C,CLV,18,81.2,84.5,76.5,1192,2020
Joel Bitonio,8670,G,CLV,17,85.5,85.7,81.8,1125,2020
Jack Conklin,10642,T,CLV,17,84.0,81.5,78.8,1080,2020
Jedrick Wills Jr.,58467,T,CLV,17,62.6,77.6,52.8,1025,2020
Wyatt Teller,46131,G,CLV,13,92.2,60.2,93.6,825,2020
Baker Mayfield,46518,QB,CLV,18,85.7,76.5,60.0,1177,2020
Austin Hooper,10715,TE,CLV,15,69.8,63.2,58.9,784,2020
Harrison Bryant,26394,TE,CLV,17,59.4,69.2,61.2,625,2020
Jarvis Landry,8698,WR,CLV,17,84.8,76.3,74.5,815,2020
Chris Hubbard,8051,G,CLV,8,71.9,78.3,64.9,290,2020
David Njoku,11784,TE,CLV,15,70.1,77.4,63.6,461,2020
Rashard Higgins,10806,WR,CLV,15,73.4,65.7,67.7,609,2020
Kendall Lamm,10017,T,CLV,10,66.7,69.5,52.6,193,2020
Donovan Peoples-Jones,61439,WR,CLV,14,67.7,56.2,64.0,360,2020
KhaDarel Hodge,26104,WR,CLV,10,69.6,69.2,65.4,300,2020
Nick Harris,46752,G,CLV,2,51.3,34.0,62.3,143,2020
Andy Janovich,10810,FB,CLV,16,62.2,90.0,63.8,180,2020
Odell Beckham Jr.,8647,WR,CLV,7,75.3,,54.5,316,2020
Marvin Hall,11440,WR,CLV,12,57.4,,63.1,367,2020
Kareem Hunt,11841,HB,CLV,18,74.4,60.6,69.4,606,2020
Stephen Carlson,94365,TE,CLV,12,56.9,63.5,58.8,93,2020
Michael Dunn,39676,G,CLV,2,76.2,63.1,76.5,54,2020
Nick Chubb,45783,HB,CLV,14,87.9,91.4,59.8,482,2020
Blake Hance,46301,T,CLV,2,47.7,20.5,60.6,47,2020
Ja'Marcus Bradley,27003,WR,CLV,3,56.6,,33.3,92,2020
D'Ernest Johnson,45734,HB,CLV,12,65.2,63.6,60.8,85,2020
Taywan Taylor,11827,WR,CLV,3,43.1,,59.2,22,2020
Johnny Stanton,46441,FB,CLV,1,52.1,,51.3,12,2020
JoJo Natson,12739,WR,CLV,3,50.2,,60.6,9,2020
Case Keenum,7323,QB,CLV,1,44.7,,60.0,15,2020
Derrick Willies,48345,WR,CLV,1,60.1,,60.0,3,2020
Sheldrick Redwine,50458,S,CLV,1,60.0,,60.0,1,2020
Charley Hughlett,7336,LS,CLV,1,60.0,,60.0,1,2020
Tavierre Thomas,66931,CB,CLV,1,60.0,,60.0,1,2020
Andrew Sendejo,6118,S,CLV,1,60.0,,60.0,1,2020
Sione Takitaki,12666,LB,CLV,1,60.0,,60.0,1,2020
Tae Davis,26296,LB,CLV,1,60.0,,60.0,1,2020
Joel Bitonio,8670,G,CLV,17,93.6,85.9,92.5,1107,2021
Wyatt Teller,46131,G,CLV,17,84.9,70.4,88.4,1107,2021
J.C. Tretter,7904,C,CLV,16,78.7,83.7,74.8,1039,2021
Jedrick Wills Jr.,58467,T,CLV,13,66.1,67.9,61.7,763,2021
Blake Hance,46301,T,CLV,14,56.7,36.9,70.3,644,2021
Austin Hooper,10715,TE,CLV,16,64.2,56.6,64.4,717,2021
Jack Conklin,10642,T,CLV,7,78.8,63.8,86.0,361,2021
David Njoku,11784,TE,CLV,16,70.9,72.4,64.1,670,2021
Baker Mayfield,46518,QB,CLV,14,63.6,,60.2,877,2021
James Hudson III,59854,T,CLV,6,57.3,57.9,61.8,303,2021
Donovan Peoples-Jones,61439,WR,CLV,14,65.7,72.1,43.3,699,2021
Harrison Bryant,26394,TE,CLV,16,64.8,64.2,49.9,402,2021
Rashard Higgins,10806,WR,CLV,15,54.7,61.6,46.5,509,2021
Jarvis Landry,8698,WR,CLV,12,66.3,68.1,62.0,533,2021
Michael Dunn,39676,G,CLV,4,67.9,42.7,73.1,128,2021
Anthony Schwartz,84135,WR,CLV,14,57.4,,58.9,295,2021
Case Keenum,7323,QB,CLV,7,57.4,,60.0,174,2021
Andy Janovich,10810,FB,CLV,13,63.8,52.7,64.7,93,2021
D'Ernest Johnson,45734,HB,CLV,15,81.4,80.1,61.0,332,2021
Nick Harris,46752,C,CLV,1,70.0,75.3,67.2,68,2021
Nick Chubb,45783,HB,CLV,14,81.7,80.5,59.3,482,2021
Chris Hubbard,8051,T,CLV,1,51.0,42.9,53.2,39,2021
Kareem Hunt,11841,HB,CLV,8,74.4,66.9,59.6,234,2021
Demetric Felton Jr.,40568,WR,CLV,16,78.1,75.0,67.1,131,2021
Ja'Marcus Bradley,27003,WR,CLV,3,64.7,66.2,70.8,79,2021
Nick Mullens,12282,QB,CLV,1,69.2,,60.0,56,2021
Jordan Franks,47206,TE,CLV,1,60.5,,59.6,9,2021
Miller Forristall,47378,TE,CLV,2,53.7,,59.8,11,2021
Johnny Stanton,46441,FB,CLV,3,61.7,43.2,67.0,14,2021
JoJo Natson,12739,WR,CLV,3,53.8,,60.4,10,2021
Lawrence Cager,34914,WR,CLV,1,59.6,,57.8,1,2021
John Kelly Jr.,34761,HB,CLV,1,64.3,,60.0,3,2021
Charley Hughlett,7336,LS,CLV,1,60.0,,60.0,1,2021
Sione Takitaki,12666,LB,CLV,1,60.0,,60.0,1,2021
Elijah Lee,11987,LB,CLV,1,60.0,,60.0,1,2021
Anthony Walker Jr.,11916,LB,CLV,1,60.0,,60.0,1,2021
M.J. Stewart,49397,S,CLV,1,60.0,,60.0,1,2021
A.J. Green III,50394,CB,CLV,1,60.0,,60.0,1,2021
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,60.0,,60.0,1,2021
Joel Bitonio,8670,G,CLV,17,87.5,80.2,84.4,1172,2022
Jedrick Wills Jr.,58467,T,CLV,17,62.9,69.6,55.3,1152,2022
Wyatt Teller,46131,G,CLV,15,70.3,67.9,70.3,927,2022
Jack Conklin,10642,T,CLV,14,66.7,78.8,51.8,913,2022
Ethan Pocic,11813,C,CLV,13,78.9,71.5,78.9,819,2022
Hjalte Froholdt,44959,C,CLV,13,61.4,49.0,67.5,591,2022
Donovan Peoples-Jones,61439,WR,CLV,17,64.9,66.2,40.8,1055,2022
David Njoku,11784,TE,CLV,14,73.7,76.3,52.3,816,2022
Amari Cooper,9437,WR,CLV,17,81.2,,56.2,977,2022
Jacoby Brissett,10725,QB,CLV,16,82.6,60.9,60.4,786,2022
James Hudson III,59854,T,CLV,14,57.8,43.7,77.0,296,2022
Harrison Bryant,26394,TE,CLV,17,59.3,76.8,62.1,563,2022
Pharaoh Brown,12247,TE,CLV,16,59.1,59.9,59.5,340,2022
David Bell,97989,WR,CLV,16,52.5,69.2,52.5,514,2022
Deshaun Watson,11767,QB,CLV,6,54.7,,60.0,386,2022
Kareem Hunt,11841,HB,CLV,17,67.0,54.6,51.6,491,2022
Nick Chubb,45783,HB,CLV,17,90.3,61.8,55.7,660,2022
Michael Dunn,39676,T,CLV,7,61.1,79.5,61.5,82,2022
Michael Woods II,84117,WR,CLV,10,53.5,75.6,52.3,154,2022
Demetric Felton Jr.,40568,WR,CLV,5,50.8,,49.1,74,2022
Chris Hubbard,8051,T,CLV,4,40.9,22.7,53.4,39,2022
Anthony Schwartz,84135,WR,CLV,10,50.8,,55.9,107,2022
Drew Forbes,28671,G,CLV,4,63.1,72.8,58.4,19,2022
Jaelon Darden,61522,WR,CLV,8,52.9,,56.0,60,2022
Jesse James,9593,TE,CLV,2,42.2,,42.5,18,2022
D'Ernest Johnson,45734,HB,CLV,6,66.1,82.1,60.0,34,2022
Miller Forristall,47378,TE,CLV,4,60.1,,70.6,16,2022
Daylen Baldwin,64309,WR,CLV,1,83.3,,58.5,12,2022
Jerome Ford,83601,HB,CLV,2,49.4,,60.0,14,2022
Joe Haeg,10789,T,CLV,1,60.0,62.1,,1,2022
Wyatt Teller,46131,G,CLV,17,72.7,67.3,74.0,1254,2023
Joel Bitonio,8670,G,CLV,16,67.9,71.0,60.8,1107,2023
Ethan Pocic,11813,C,CLV,16,70.8,72.9,68.0,1070,2023
Dawand Jones,101550,T,CLV,11,64.7,73.0,53.5,712,2023
Geron Christian,46375,T,CLV,11,45.6,55.0,37.2,708,2023
James Hudson III,59854,T,CLV,16,44.7,48.4,50.7,622,2023
Jedrick Wills Jr.,58467,T,CLV,8,54.0,60.1,54.5,569,2023
David Njoku,11784,TE,CLV,17,68.2,67.5,54.4,1021,2023
Amari Cooper,9437,WR,CLV,16,79.9,68.1,57.8,952,2023
Elijah Moore,84302,WR,CLV,18,58.9,0.0,42.3,966,2023
Nick Harris,46752,C,CLV,18,59.5,66.3,58.7,313,2023
Michael Dunn,39676,G,CLV,13,61.1,55.8,63.0,266,2023
Harrison Bryant,26394,TE,CLV,18,57.0,80.2,49.6,429,2023
Cedric Tillman,84434,WR,CLV,14,55.5,76.4,56.2,609,2023
Deshaun Watson,11767,QB,CLV,6,67.3,,60.9,383,2023
Joe Flacco,4332,QB,CLV,6,72.8,,61.2,417,2023
Jordan Akins,47050,TE,CLV,18,53.6,43.5,44.2,247,2023
P.J. Walker,12134,QB,CLV,6,29.7,,60.5,243,2023
David Bell,97989,WR,CLV,16,63.6,78.0,51.1,260,2023
Jerome Ford,83601,HB,CLV,18,68.3,64.8,67.1,672,2023
Dorian Thompson-Robinson,83574,QB,CLV,8,49.3,,60.8,214,2023
Kareem Hunt,11841,HB,CLV,16,69.8,58.4,65.0,367,2023
Leroy Watson,98723,T,CLV,5,49.8,46.2,51.0,60,2023
Luke Wypler,129764,G,CLV,2,64.6,54.5,65.9,57,2023
Marquise Goodwin,7859,WR,CLV,13,50.5,,58.9,136,2023
Pierre Strong Jr.,66619,HB,CLV,15,60.6,62.4,60.2,169,2023
James Proche II,48037,WR,CLV,3,50.1,,56.6,59,2023
Jack Conklin,10642,T,CLV,1,74.5,78.9,71.7,22,2023
Jeff Driskel,10841,QB,CLV,1,66.4,,60.0,53,2023
Nick Chubb,45783,HB,CLV,2,81.6,25.8,60.0,54,2023
Anthony Walker Jr.,11916,LB,CLV,2,60.0,,60.0,3,2023
Ty Nsekhe,7636,T,CLV,1,60.0,,59.2,1,2023
Joel Bitonio,8670,G,CLV,9,66.3,64.4,66.9,625,2024
Ethan Pocic,11813,C,CLV,8,56.4,62.3,56.7,520,2024
Dawand Jones,101550,T,CLV,8,45.0,56.1,43.2,481,2024
Wyatt Teller,46131,G,CLV,5,58.5,60.5,62.4,329,2024
Jack Conklin,10642,T,CLV,4,70.3,69.1,65.9,262,2024
Jedrick Wills Jr.,58467,T,CLV,5,52.9,63.6,51.6,245,2024
Zak Zinter,129605,G,CLV,7,40.5,34.7,49.4,230,2024
James Hudson III,59854,T,CLV,4,50.4,40.2,57.7,222,2024
Jerry Jeudy,61103,WR,CLV,9,64.7,,60.6,555,2024
Michael Dunn,39676,G,CLV,3,45.8,32.0,54.8,143,2024
Elijah Moore,84302,WR,CLV,9,54.1,65.8,46.5,464,2024
Deshaun Watson,11767,QB,CLV,7,63.1,,60.0,415,2024
Cedric Tillman,84434,WR,CLV,9,63.5,63.6,31.5,331,2024
